,SHANGHAI SE A SHARE - PRICE INDEX,MSCI INDONESIA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX,MSCI MALAYSIA - PRICE INDEX,PHILIPPINE SE I(PSEi) - PRICE INDEX,TAIWAN SE WEIGHED TAIEX - PRICE INDEX,MSCI THAILAND - PRICE INDEX
3/06/1993,1063.9,528.289,763.15,263.523,1581.15,4342.73,323.225
4/06/1993,1047.79,528.294,760.15,262.567,1587.29,4391.5,323.225
7/06/1993,1112.13,528.278,766.28,260.487,1604.17,4317,321.233
8/06/1993,1121.62,534.456,768.19,263.669,1599.65,4277.42,321.894
9/06/1993,1112.26,536.905,777.25,264.244,1581.84,4269.72,328.292
10/06/1993,1090.53,532.415,773.39,264.977,1578.08,4223.01,328.022
11/06/1993,1092.93,530.791,768.48,268.202,1580.49,4219.14,331.043
14/06/1993,1042.61,532.757,759.47,267.704,1581.27,4177.2,337.428
15/06/1993,1044.36,533.464,757.84,265.877,1568.42,4198.3,338.872
16/06/1993,1047.64,539.746,759.26,264.853,1568.4,4188.9,338.197
17/06/1993,1041.19,540.865,762.54,258.501,1576.3,4129.85,340.286
18/06/1993,1050.71,543.62,762.09,263.708,1577.86,4150.26,342.136
21/06/1993,1021.01,543.62,766.06,263.708,1573.91,4074.37,341.44
22/06/1993,1025.68,543.66,770.62,258.55,1568.96,4062.49,345.684
23/06/1993,1031.97,545.445,762.53,254.612,1554.66,4132.17,350.772
24/06/1993,1025.26,545.849,762.95,246.715,1548.89,4132.17,343.77
25/06/1993,1053.24,545.165,760.01,250.421,1543.41,4182.28,345.329
28/06/1993,1048.09,545.748,734.22,255.07,1556.41,4044.46,340.749
29/06/1993,1075.78,546.424,745.69,254.752,1568.78,4067.83,338.533
30/06/1993,1052.85,547.181,748.87,255.39,1577.41,3995.51,336.326
1/07/1993,1043.41,547.981,753.26,255.061,1587.04,3995.51,336.326
2/07/1993,1032.23,548.475,746.88,261.165,1583.97,3921.85,337.161
5/07/1993,995.53,545.236,752.78,259.768,1579.51,3907.33,337.371
6/07/1993,937,548.458,750,260.029,1593.51,4047.42,335.792
7/07/1993,944.05,547.639,753.11,259.39,1606.5,4020.38,340.215
8/07/1993,936.1,547.215,760.68,259.251,1630.77,4017.59,338.587
9/07/1993,906.59,543.891,770.46,257.772,1631.49,4068.47,340.641
12/07/1993,882.25,543.091,769.07,254.752,1629.78,4078.71,337.083
13/07/1993,908.35,541.622,762.94,252.361,1624.68,4013.18,334.615
14/07/1993,872.59,540.79,762.96,252.075,1616.98,4022.47,332.921
15/07/1993,874.9,538.948,762.4,249.341,1624.07,3969.17,332.744
16/07/1993,883.17,539.406,759.17,256.389,1615.06,3914.04,331.928
19/07/1993,875.87,537.724,749.38,258.72,1621.7,3917.81,334.781
20/07/1993,842.69,535.86,749.86,258.414,1650.77,3907.84,333.021
21/07/1993,846.6,534.941,751.94,263.708,1681.86,3906.97,332.835
22/07/1993,850.54,536.715,746.56,263.865,1706.95,3932.15,333.651
23/07/1993,848.5,535.975,741.81,265.347,1715.78,4027.58,331.773
26/07/1993,821.04,535.967,745.07,265.519,1704.1,4083.87,330.96
27/07/1993,825.19,538.265,750.48,265.284,1738.38,4070.44,333.541
28/07/1993,832,536.18,749.03,267.006,1740.97,4019.63,341.378
29/07/1993,841.04,536.645,743.21,267.215,1738.34,4022.62,346.353
30/07/1993,920.49,539.456,730.5,267.49,1751.21,3994.2,346.967
2/08/1993,880.12,540.435,719.45,267.456,1775.86,3946.56,349.317
3/08/1993,868.63,543.687,721.54,270.827,1783.3,3949.29,349.317
4/08/1993,887.47,544.771,720.02,273.473,1768.41,4046.21,354.391
5/08/1993,886.18,548.39,732.05,274.871,1760.92,4055.52,355.834
6/08/1993,892.3,553.159,721.48,272.419,1743.97,4025.93,358.304
9/08/1993,923.41,557.426,709.59,272.275,1715.79,4092.73,354.897
10/08/1993,898.34,567.55,719.44,272.349,1734.19,4093.31,356.006
11/08/1993,919.3,581.898,723.65,272.567,1747.67,4115.04,355.731
12/08/1993,953.09,587.983,725.94,272.904,1751.68,4140.75,355.731
13/08/1993,984.45,587.746,693.57,272.103,1759.65,4122.12,355.153
16/08/1993,1066.22,590.072,691.67,272.597,1763.08,4118.6,351.564
17/08/1993,1012.99,590.072,688.94,275.752,1775.1,4122.16,348.215
18/08/1993,985.09,593.381,713.18,278.698,1767.6,4104.75,352.279
19/08/1993,1007.45,596.73,737.97,281.341,1760.84,4093.41,352.244
20/08/1993,984.23,604.049,729.86,282.909,1775.76,4045.61,353.187
23/08/1993,927.34,607.26,727.06,284.672,1796.05,4006.57,350.404
24/08/1993,928.53,618.715,715.03,286.276,1793.52,3977.37,349.303
25/08/1993,946.71,630.826,705.1,287.628,1777.77,3976.67,351.037
26/08/1993,938.87,645.895,695.74,289.948,1769.17,3984.67,354.407
27/08/1993,928.42,651.1,685.87,291.368,1765.79,3919.96,354.543
30/08/1993,933.15,651.1,672.12,291.368,1776.07,3923.45,355.125
31/08/1993,929.03,663.441,664.88,291.368,1780.79,3892.04,355.112
1/09/1993,926.11,667.443,674.86,296.17,1827.2,3859.09,362.409
2/09/1993,934.03,651.481,678.03,302.022,1842.72,3862.7,366.064
3/09/1993,957.25,650.272,680.36,303.923,1877.75,3817.12,367.209
6/09/1993,983.62,650.601,675.77,304.434,1877.11,3815.54,366.931
7/09/1993,942.32,651.668,690.95,305.185,1882,3874.03,370.481
8/09/1993,942.28,660.125,683.6,302.185,1886.28,3865.19,370.726
9/09/1993,934.57,669.285,696.14,299.343,1911.77,3841.32,371.484
10/09/1993,936.89,672.511,696.76,295.102,1919.22,3873.06,369.529
13/09/1993,911.5,671.408,700.75,298.269,1978.81,3841.29,366.685
14/09/1993,908.57,671.382,695.37,298.829,1954.4,3826.5,367.236
15/09/1993,912.91,675.681,691.44,296.27,1952.16,3782.1,368.553
16/09/1993,907.03,672.2,686.39,298.664,1975.73,3765.01,367.072
17/09/1993,913.75,671.413,688.34,299.48,1996.37,3941.49,371.165
20/09/1993,906.96,673.837,695.12,297.431,1967.97,3927.81,370.494
21/09/1993,923.09,672.611,694.66,299.023,1939.71,3904.38,369.852
22/09/1993,913.45,666.829,697.56,297.092,1921.43,3888.74,364.253
23/09/1993,916.23,662.388,703.49,302.255,1938.2,3879.99,367.082
24/09/1993,907.47,649.707,702.2,303.59,1953.52,3881.72,365.308
27/09/1993,911.85,643.262,717.83,307.65,1956.17,3848.46,360.916
28/09/1993,930.26,640.195,718.87,310.937,1961.12,3848.46,362.144
29/09/1993,917.53,642.129,718.87,308.76,1982.41,3832.69,362.987
30/09/1993,921.87,642.766,718.87,312.896,1973.76,3832.69,363.385
1/10/1993,921.87,644.829,718.87,314.679,1959.55,3806.4,371.942
4/10/1993,924.62,643.409,715.05,312.771,1904.54,3808.24,373.393
5/10/1993,917.81,643.4,717.71,315.401,1951.06,3813.26,381.393
6/10/1993,916.79,640.892,716.9,318.342,1948.69,3814.62,397.37
7/10/1993,918.99,636.082,717.82,321.765,1961.04,3894.94,411.392
8/10/1993,905.51,635.13,714.58,327.146,1982.72,3863.19,412.968
11/10/1993,898.72,638.695,722.09,332.95,2026.53,3885.66,426.009
12/10/1993,901.57,642.815,723.57,333.93,2093.83,3942.25,414.176
13/10/1993,889.05,650.493,740.39,335.562,2112.03,3994.51,431.115
14/10/1993,884.38,656.881,737.77,339.501,2136.75,4014.87,427.923
15/10/1993,886.29,658.169,734.67,340.299,2175.25,4025.27,433.895
18/10/1993,863.33,660.167,747.19,335.319,2187.95,4061.47,431.005
19/10/1993,868,665.528,741.24,339.812,2158.99,3970.18,435.25
20/10/1993,872.96,668.51,738.63,340.214,2205.78,3958.32,433.333
21/10/1993,860.44,673.87,741.1,345.171,2247.46,3967.1,429.508
22/10/1993,846.18,673.778,736.99,346.041,2260.99,4052.38,427.687
25/10/1993,810.73,672.196,742.48,348.387,2231.18,4100.09,427.687
26/10/1993,809.11,670.151,747.97,347.254,2243.55,4091.17,430.842
27/10/1993,804,669.835,744.86,350.787,2228.45,4103.63,443.682
28/10/1993,853.3,667.047,742.83,355.141,2326.6,4065.87,465.587
29/10/1993,842.73,667.545,742.72,364.19,2372.84,4086.17,472.608
1/11/1993,843.93,670.092,761.76,361.44,2372.84,4131.68,499.927
2/11/1993,839.61,672.28,759.42,364.705,2372.84,4227.85,512.087
3/11/1993,831.71,683.636,756.87,370.63,2467.53,4283.34,488.638
4/11/1993,829.99,702.903,766.55,368.835,2446.74,4260.56,482.791
5/11/1993,840.56,711.972,773.3,356.043,2411.32,4246.01,482.266
8/11/1993,864.63,713.802,775.47,344.564,2351.4,4195.82,491.955
9/11/1993,874.27,719.509,780.2,350.296,2340.07,4172.44,497.13
10/11/1993,860.2,721.928,777.89,353.936,2367.87,4191.41,510.465
11/11/1993,875.96,722.124,783.35,362.564,2371.87,4271.14,521.539
12/11/1993,894.03,721.9,791.47,362.202,2366.7,4271.14,524.492
15/11/1993,918.93,724.943,810.72,355.29,2384.89,4329.05,518.442
16/11/1993,905.72,732.788,802.65,350.391,2407.01,4301.25,519.031
17/11/1993,913.72,738.091,810.17,352.645,2411.31,4306.91,516.989
18/11/1993,930.19,740.192,822.63,349.389,2404.18,4316.21,520.297
19/11/1993,952.64,740.61,840.36,356.16,2402.9,4226.32,517.03
22/11/1993,979.58,745.948,834.58,354.727,2418.13,4216.94,493.925
23/11/1993,989.36,736.598,817.9,346.252,2388.8,4234.75,490.5
24/11/1993,985.58,737.349,828.98,346.545,2372.4,4189.88,497.667
25/11/1993,1021.34,736.853,819.42,347.476,2350.6,4198.52,491.64
26/11/1993,998.87,735.094,810.04,349.718,2375.59,4163.99,492.888
29/11/1993,1007.13,727.671,804.54,350.631,2332.29,4384.51,487.389
30/11/1993,1020.53,724.462,811.06,357.962,2332.29,4353.9,492.989
1/12/1993,1008.76,723.341,808.75,364.696,2323.76,4468.34,508.055
2/12/1993,1006.59,724.411,801.17,366.056,2395.89,4579.24,517.889
3/12/1993,1014.31,725.143,806.86,368.595,2434.17,4581.2,521.216
6/12/1993,1029.75,719.584,826.49,374.77,2434.17,4708.17,521.216
7/12/1993,1057.91,720.521,823.17,381.167,2509.1,4683.6,551.465
8/12/1993,1044.65,715.837,836.71,379.339,2518.92,4692.11,547.755
9/12/1993,1018.35,721.264,843.95,381.586,2510.62,4680.26,568.47
10/12/1993,1011.49,725.865,861.72,384.5,2513.29,4644.03,568.47
13/12/1993,981.08,730.136,850.03,390.153,2579.21,4929.81,568.967
14/12/1993,952.23,745.337,857.2,390.063,2583.49,5102.96,566.248
15/12/1993,968.78,759.004,865.86,398.349,2567.83,5161.8,580.698
16/12/1993,934.36,776.179,870.72,397.499,2614.97,5331.87,577.69
17/12/1993,927.22,780.956,874.1,396.721,2662.43,5274.76,575.769
20/12/1993,801.26,774.035,848.63,392.295,2808.8,5204.02,568.972
21/12/1993,862.2,768.802,865.79,391.663,2836.28,5245.87,573.986
22/12/1993,842.04,765.115,868.6,399.446,2897.83,5474.75,581.36
23/12/1993,853.24,775.032,858.37,409.534,2997.46,5257.96,586.061
24/12/1993,853.41,781.469,861.42,418.394,2997.46,5320.38,589.22
27/12/1993,859.11,790.21,873.88,427.296,3170.62,5491.68,601
28/12/1993,858.05,797.625,866.18,436.652,3165.65,5501.75,620.696
29/12/1993,836.41,821.539,866.18,439.571,3241.86,5538.07,631.014
30/12/1993,839.87,828.612,866.18,439.668,3241.86,5813.55,639.223
31/12/1993,847.75,828.612,866.18,455.338,3241.86,6070.56,639.223
3/01/1994,848.1,829.391,879.32,459.076,3271.51,6070.56,639.223
4/01/1994,846.65,844.055,877.3,465.666,3308.37,6070.56,669.415
5/01/1994,861.59,867.071,886.93,464.875,3231.17,6416.84,657.109
6/01/1994,885.76,870.593,893.17,443.572,3293.33,6454.52,637.998
7/01/1994,897.83,876.3,895.25,423.952,3159.56,6200.59,601.007
10/01/1994,920.58,876.3,873.04,430.851,3089.39,6343.83,588.583
11/01/1994,911.71,865.682,881.02,407.884,3047.36,6240.39,616.465
12/01/1994,909.52,848.192,886.31,379.722,2978,6215.21,568.552
13/01/1994,920.9,828.505,898.66,364.944,2901.15,5851.4,551.079
14/01/1994,869.04,834.727,879.03,403.887,2922.22,5743.77,578.02
17/01/1994,878.95,847.499,863.25,391.317,2908.65,6054.93,561.858
18/01/1994,853.24,852.712,873.06,394.028,2910.97,5876.43,561.095
19/01/1994,825.12,866.871,887.16,385.41,3062.28,5910.33,553.875
20/01/1994,821.74,859.206,878.29,374.479,3112.93,5809.65,531.142
21/01/1994,833.46,856.886,870.2,378.98,3106.21,5944.87,538.504
24/01/1994,861.27,850.903,887.96,379.507,3112.51,5957.88,558.727
25/01/1994,835.73,848.982,892.06,358.895,3089.44,5835.51,556.934
26/01/1994,831.9,845.209,894.34,367.923,2985.61,5845.5,563.584
27/01/1994,838.98,847.409,907.44,384.339,3002.85,6022.39,581.072
28/01/1994,819.51,848.807,926.75,389.14,2929.5,6016.08,581.34
31/01/1994,790.25,853.977,945.71,394.285,2874.56,6115.12,574.468
1/02/1994,773.83,852.45,960.1,394.285,2835.49,6176.91,558.974
2/02/1994,791.95,853.125,974.26,409.404,2906.14,6259.21,558.552
3/02/1994,800.46,856.666,955.02,410.601,2922.99,6362.08,562.086
4/02/1994,818.76,867.878,964.42,410.41,2965.38,6256.33,555.847
7/02/1994,818.76,855.17,914.88,392.034,2890.94,6294.13,519.471
8/02/1994,818.76,849.148,923,395.947,2952.85,6294.13,526.73
9/02/1994,818.76,842.424,923,395.947,2995.33,6294.13,539.82
10/02/1994,818.76,845.47,923,395.947,3013.76,6294.13,543.039
11/02/1994,818.76,852.384,923,395.947,3040.9,6294.13,548.436
14/02/1994,800.6,850.37,901.38,391.958,3008.74,6015.26,551.16
15/02/1994,793.61,845.854,901.81,389.14,3012.55,5985.01,547.153
16/02/1994,796.52,833.365,920.43,386.979,3034.97,5862.63,553.417
17/02/1994,788.1,820.078,920.38,383.339,3036.74,5905.49,556.991
18/02/1994,787.4,803.757,925.39,389.133,3051.71,5845.47,558.459
21/02/1994,772.03,786.094,946,390.656,3005.6,5783.89,554.308
22/02/1994,787.12,798.401,953.22,396.852,3003.43,5733.91,546.447
23/02/1994,778.24,797.034,950.01,410.175,2996.21,5769.19,545.821
24/02/1994,776.49,794.216,932.15,410.553,2956.27,5670.71,538.995
25/02/1994,808.17,788.729,919.76,403.285,2956.27,5666.58,538.995
28/02/1994,790.65,788.587,918.88,404.355,2861.61,5414.64,518.076
1/03/1994,776,784.041,918.88,401.237,2755.65,5452.44,519.226
2/03/1994,760.86,778.297,906.66,390.854,2699.75,5429.37,505.089
3/03/1994,753.56,766.493,902.16,382.633,2698.05,5457.74,506.128
4/03/1994,745.3,755.066,896.55,379.37,2606.82,5672.87,512.864
7/03/1994,735.94,758.545,895.62,373.015,2654.28,5647.59,519.191
8/03/1994,729.51,757.708,884.85,377.079,2637.03,5456.68,516.269
9/03/1994,734.95,749.965,877.85,377.061,2507.33,5466.69,513.038
10/03/1994,716.37,753.688,878.58,373.301,2552,5366.03,501.222
11/03/1994,736.22,753.688,901.87,373.877,2558.73,5327.57,495.219
14/03/1994,811.45,753.688,912.83,373.877,2631.53,5333.87,488.291
15/03/1994,794.98,753.688,911.43,373.877,2633.46,5274.24,491.035
16/03/1994,817.58,753.688,906.53,373.877,2642.9,5331.34,488.588
17/03/1994,800.32,746.877,898.56,366.985,2713.31,5397.06,480.829
18/03/1994,788.42,746.924,893.07,360.196,2657.98,5274.81,473.915
21/03/1994,753.43,737.077,885.65,339.509,2598.57,5220.73,458.448
22/03/1994,763.09,713.589,877.95,345.076,2563.6,5261.84,469.955
23/03/1994,747.77,714.69,879.78,358.25,2603.06,5331.27,486.781
24/03/1994,747.06,721.916,875.72,350.946,2601.37,5326.99,489.866
25/03/1994,741.61,713.951,868.03,344.917,2631.07,5352.87,487.179
28/03/1994,724.06,713.512,883.24,339.534,2685.68,5331.9,474.711
29/03/1994,728.92,705.219,875.62,343.741,2703.13,5331.9,478.522
30/03/1994,728.19,715.011,865.68,344.103,2711.5,5320.06,476.903
31/03/1994,726.37,715.011,867.22,339.328,2711.5,5249.22,471.713
1/04/1994,720.39,715.011,862.61,342.411,2711.5,5308.87,469.919
4/04/1994,715.62,705.989,860.47,331.029,2653.7,5420.98,457.742
5/04/1994,703.28,701.116,860.47,334.983,2633.01,5420.98,460.454
6/04/1994,700.35,679.924,863.04,343.755,2680.34,5481.86,460.454
7/04/1994,697.75,679.728,863.36,343.547,2631.71,5475.68,469.745
8/04/1994,699.82,669.596,872.53,341.758,2639.47,5528.47,468.68
11/04/1994,678.87,659.84,894.47,345.48,2643.08,5488.48,474.201
12/04/1994,686.33,659.84,880.87,363.574,2634.6,5475.34,474.201
13/04/1994,677.24,665.136,882.33,364.629,2695.71,5453.14,474.201
14/04/1994,654.31,671.887,883.52,361.426,2759.5,5461.99,474.201
15/04/1994,644.34,674.152,889.48,366.788,2769.42,5592.9,490.439
18/04/1994,620.14,675.731,892.15,372.511,2819.01,5690.13,500.209
19/04/1994,586.76,659.647,885.85,367.839,2825.93,5675.75,488.581
20/04/1994,552.51,652.599,880.84,368.474,2846.82,5692.32,489.995
21/04/1994,597.81,650.585,881.97,365.951,2777.11,5741.47,489.306
22/04/1994,580.01,649.442,884.85,369.684,2788.16,5837.03,494.158
25/04/1994,574.08,650.4,892.7,377.489,2838.4,5918.55,487.366
26/04/1994,594.14,636.193,887.64,375.131,2867.59,5851.16,482.807
27/04/1994,613.93,646.94,897.43,374.163,2840.98,5882.98,487.608
28/04/1994,615.1,650.316,909.39,373.96,2854.46,5887.86,487.456
29/04/1994,607.72,643.839,900.14,372.738,2844.22,5729.12,486.616
2/05/1994,607.72,643.698,919.26,372.738,2885.44,5777.48,486.616
3/05/1994,621.95,643.892,917.55,367.922,2937.93,5800.35,483.822
4/05/1994,636.4,645.037,922.33,362.619,3064.05,5907.54,481.887
5/05/1994,605.65,648.074,922.33,355.871,2980,5916.77,481.887
6/05/1994,600,648.317,927.84,357.158,2960.23,5953.27,477.787
9/05/1994,595.55,649.438,940.15,348.636,2960.23,5996.8,472.794
10/05/1994,610.18,647.631,947.4,353.642,2913,5937.37,475.665
11/05/1994,605.98,651.072,948.91,353.906,2952.27,6024.47,477.055
12/05/1994,596.49,651.072,952.45,349.901,2949.16,6004.38,477.178
13/05/1994,605.35,656.115,950.45,354.319,2937.28,6061.95,487.734
16/05/1994,607.49,657.143,941.66,351.164,2902.23,6114.78,500.282
17/05/1994,606.77,664.667,946.87,348.731,2936.43,6015.83,504.791
18/05/1994,597.404,675.769,946.87,354.088,2899.35,5983.25,515.188
19/05/1994,604.763,689.309,951.73,351.847,2855.57,5944.61,516.741
20/05/1994,607.966,696.821,948.5,351.857,2870.32,5905.79,519.692
23/05/1994,599.867,714.648,945.5,351.357,2922.17,5817.68,519.563
24/05/1994,603.222,726.317,945.89,346.865,2901.98,5769.12,519.563
25/05/1994,598.748,726.317,943.92,346.865,2879.21,5775.18,524.739
26/05/1994,588.385,724.152,950.76,350.069,2917.07,5852.36,529.403
27/05/1994,582.737,729.245,953.86,350.9,2907,5806.77,541.017
30/05/1994,552.323,728.316,945.64,348.502,2951.39,5934.5,541.88
31/05/1994,565.078,725.743,939.49,346.801,3030.77,5891.56,530.862
1/06/1994,553.378,713.939,932.77,343.372,3114.44,5961.45,537.053
2/06/1994,555.023,705.338,937.43,333.922,3079.35,5956.62,532.763
3/06/1994,556.939,703.532,942.43,337.396,3060.18,6023.69,531.852
6/06/1994,550.55,705.286,942.43,339.797,3022.06,6077.25,534.395
7/06/1994,536.57,701.513,921.72,340.206,2994.54,6069.85,544.678
8/06/1994,540.466,697.491,933.02,339.223,3017.15,6098.58,538.606
9/06/1994,529.579,698.361,935.79,342.993,2990.85,5942.38,546.325
10/06/1994,521.208,694.536,928.94,356.066,2988.18,5994.66,545.367
13/06/1994,497.79,694.865,923.24,357.524,2986.19,6073.43,544.753
14/06/1994,496.166,694.483,903.72,357.035,2936.05,6098.94,544.157
15/06/1994,501.898,694.737,890.92,362.974,2921.87,6115.06,538.943
16/06/1994,512.934,688.07,901.08,364.176,2916.56,6149.64,541.123
17/06/1994,535.839,688.445,918.54,366.72,2882.83,6159.74,544.455
20/06/1994,508.608,689.91,942.5,363.429,2854.68,6038.41,536.972
21/06/1994,504.14,687.958,936.83,356.286,2814.59,5948.97,527.768
22/06/1994,511.633,684.442,936.39,357.755,2815.95,5957.61,522.669
23/06/1994,506.9,682.865,935.57,353.33,2822.15,5871.14,521.654
24/06/1994,498.208,679.578,929.45,358.482,2789.14,5939.62,517.199
27/06/1994,477.153,672.38,931.04,354.197,2749.45,5866.95,502.984
28/06/1994,475.402,669.536,923.61,353.963,2740.72,5874.56,502.77
29/06/1994,473.447,661.888,933.96,354.055,2731.49,5933.15,509.19
30/06/1994,474.83,664.394,933.36,355.696,2746.36,5932.6,510.282
1/07/1994,463.166,666.793,934.59,352.675,2694.51,6005.84,510.282
4/07/1994,442.472,664.652,951.23,351.13,2645.13,6067.63,512.365
5/07/1994,447.886,660.455,960.49,352.612,2595.16,6064.95,520.12
6/07/1994,435.26,654.429,953.48,350.362,2627.8,6115.18,522.209
7/07/1994,429.354,655.824,945.71,345.317,2629.23,6095.34,526.726
8/07/1994,442.128,649.353,948.96,348.036,2583.85,6191.79,520.493
11/07/1994,431.935,645.103,948.84,347.151,2543.75,6313,514.485
12/07/1994,433.016,644.564,960.59,345.53,2533.321,6331.36,514.594
13/07/1994,441.843,649.338,961.97,347.756,2510.76,6318.23,523.615
14/07/1994,435.657,651.494,958.72,356.33,2557.83,6304.61,525.41
15/07/1994,416.507,654.711,950.24,356.908,2604.9,6407.5,546.316
18/07/1994,400.384,659.367,944.8,354.989,2650.81,6533.46,550.074
19/07/1994,401.839,660.57,939.05,352.981,2669.07,6526.39,551.382
20/07/1994,394.613,661.675,936.67,355.43,2663.46,6474.3,560.41
21/07/1994,380.945,655.57,935.35,350.293,2648.54,6577.7,549.005
22/07/1994,362.798,652.941,939.08,352.161,2708.15,6496.6,551.62
25/07/1994,375.307,648.868,939.12,352.209,2771.51,6688,551.62
26/07/1994,389.435,649.8,935.2,354.063,2728.53,6727.22,554.447
27/07/1994,370.133,650.052,934.22,358.047,2784.6,6661.34,565.359
28/07/1994,336.215,649.068,926.2,361.087,2791.14,6642.13,566.04
29/07/1994,328.848,645.878,933.66,363.604,2803.21,6749.4,564.681
1/08/1994,447.698,649.489,932.69,375.231,2883.34,6839.02,572.481
2/08/1994,433.417,661.284,927.55,380.078,2866.53,6879.56,573.055
3/08/1994,529.788,669.722,923.47,380.162,2884.28,6723.56,576.534
4/08/1994,572.777,675.661,927.49,383.6,2897.62,6789.57,580.844
5/08/1994,700.575,675.93,935.82,385.115,2883.39,6919.21,582.167
8/08/1994,729.524,672.877,919.76,381.179,2884.03,6919.21,577.846
9/08/1994,633.897,671.756,917.5,378.792,2882.37,6944.91,573.81
10/08/1994,759.172,669.386,930.21,384.968,2944.19,6838.01,572.425
11/08/1994,704.895,672.296,939.19,390.98,2976.99,6692.02,581.014
12/08/1994,705.524,674.464,945.74,388.805,3007.36,6628.14,581.014
15/08/1994,680.213,686.393,945.74,385.166,3005.95,6543.57,596.195
16/08/1994,709.219,696.847,939.9,390.83,3011.6,6583.9,603.93
17/08/1994,743.361,696.847,942.96,397.606,3029.7,6645.9,606.109
18/08/1994,768.332,709.292,946.48,400.391,3004.07,6586.16,610.614
19/08/1994,732.295,707.618,943.23,401.493,3006.7,6766.38,610.404
22/08/1994,698.532,702.547,962.96,404.577,3045.17,6838.6,608.689
23/08/1994,733.639,713.08,951.51,403.447,3105.85,6798.19,603.85
24/08/1994,724.036,717.731,943.64,401.707,3124.11,6862.14,606.044
25/08/1994,741.42,725.645,945.41,399.839,3127.06,6858.01,593.414
26/08/1994,725.34,730.203,951.38,391.957,3098.89,6881.1,596.897
29/08/1994,728.542,736.292,936.01,394.662,3092.27,7040.52,599.062
30/08/1994,776.938,745.571,939.85,398.747,3104.07,6980.28,610.71
31/08/1994,807.865,741.917,944.23,398.747,3112.83,7008.11,623.542
1/09/1994,812.804,744.949,949.23,408.659,3079.39,6974.15,620.101
2/09/1994,856.492,750.466,944.52,410.976,3096.26,7010.63,623.867
5/09/1994,973.43,754.775,969.61,410.65,3104.3,6866.32,617.981
