Date,FTSE JAPAN AUTO & PARTS - PRICE INDEX,FTSE JAPAN BANKS - PRICE INDEX,FTSE JAPAN BASIC MATS - PRICE INDEX,FTSE JAPAN BEVERAGES - PRICE INDEX,FTSE JAPAN CHEMICALS - PRICE INDEX,FTSE JAPAN CON & MAT - PRICE INDEX,FTSE JAPAN CONSUMER GDS - PRICE INDEX,FTSE JAPAN CONSUMER SVS - PRICE INDEX,FTSE JAPAN ELECTRICITY - PRICE INDEX,FTSE JAPAN ELTRO/ELEC EQ - PRICE INDEX,FTSE JAPAN FD & DRUG RTL - PRICE INDEX,FTSE JAPAN FD PRODUCERS - PRICE INDEX,FTSE JAPAN FIN SVS L - PRICE INDEX,FTSE JAPAN FINANCIALS - PRICE INDEX,FTSE JAPAN FORESTRY & PAP - PRICE INDEX,FTSE JAPAN FXD LINE T/CM - PRICE INDEX,FTSE JAPAN GEN RETAILERS - PRICE INDEX,FTSE JAPAN GENERALS INDS - PRICE INDEX,FTSE JAPAN HEALTH CARE - PRICE INDEX,FTSE JAPAN INDS ENG - PRICE INDEX,FTSE JAPAN INDS TRANSPT - PRICE INDEX,FTSE JAPAN INDUSTRIAL MET - PRICE INDEX,FTSE JAPAN INDUSTRIALS - PRICE INDEX,FTSE JAPAN LEISURE GDS - PRICE INDEX,FTSE JAPAN MEDIA - PRICE INDEX,FTSE JAPAN NONLIFE INSUR - PRICE INDEX,FTSE JAPAN OIL & GAS - PRICE INDEX,FTSE JAPAN OIL & GAS PROD - PRICE INDEX,FTSE JAPAN PERSONAL GOODS - PRICE INDEX,FTSE JAPAN PHARM & BIO - PRICE INDEX,FTSE JAPAN S/W & COMP SVS - PRICE INDEX,FTSE JAPAN SUPPORT SVS - PRICE INDEX,FTSE JAPAN TCH H/W & EQ - PRICE INDEX,FTSE JAPAN TECHNOLOGY - PRICE INDEX,FTSE JAPAN TELECOM - PRICE INDEX,FTSE JAPAN TOBACCO - PRICE INDEX,FTSE JAPAN TRAVEL & LEIS - PRICE INDEX,FTSE JAPAN UTILITIES - PRICE INDEX
12/07/1996,168.25,109.13,116.94,99.16,109.19,94.57,113.22,150.51,53.77,83.5,116.36,119.01,86.18,97.36,127.05,52.21,181.61,95.17,97.06,208.32,108.57,145.86,143.88,134.42,95.47,88.34,118.95,118.77,71.43,77.64,36.76,108.85,59.8,57.37,107.98,72.74,178.1,54.24
15/07/1996,169.19,108.3,117.04,99.66,109.14,94.79,113.41,150.78,53.75,82.92,116.77,119.22,85.87,96.79,126.8,52.04,181.62,96.13,97.23,208.46,108.71,146,143.64,133.94,95.49,88.17,118.68,118.5,71.17,77.77,37.35,108.19,59.42,57.03,108.18,72.83,180.41,54.22
16/07/1996,167.39,106.62,115.93,98.2,108.17,93.78,112.01,149.21,53.25,81.47,115.89,118.35,85.12,95.49,125.37,51.53,179.71,95.17,96.52,206.6,107.42,144.76,141.82,131.96,94.54,87.12,117.49,117.31,71.18,77.4,37.23,108.07,58.27,55.94,107.3,72.57,178.49,53.65
17/07/1996,165.25,107.72,115.89,97.32,107.82,93.67,110.85,149.15,53.56,81.44,115.14,118.73,85.07,96.13,124.3,51.31,180.19,94.29,96.81,206.14,107.38,145.56,141.52,131.04,94.86,87.62,118.18,118,70.72,77.89,36.88,106.99,57.86,55.54,106.67,72.65,178.32,53.93
18/07/1996,165.68,108.94,116.64,98.41,108.12,94.4,111.33,149.98,53.65,81.78,114.25,119.1,86.12,97.24,124,51.84,182.02,94.85,97.13,206.76,107.92,147.13,142.06,131.93,95.44,88.61,119.33,119.15,70.99,77.93,36.88,107.69,58.3,55.95,106.31,72.65,179.19,54.05
19/07/1996,163.33,108.63,115.83,98.34,107.81,94.09,110.17,149.21,53.52,81.7,113.94,119.09,85.66,96.9,122.61,51.87,180.75,94.65,97.04,206.47,107.55,144.98,141.87,131.21,94.16,88.98,118.85,118.67,70.8,77.8,36.88,107.99,57.95,55.62,106.11,72.04,178.52,54.02
22/07/1996,159.41,106.77,113.61,97.65,104.75,92.78,107.86,146.65,53.53,80.6,112.02,116.75,83.78,95.11,120.96,51.06,176.95,92.79,95.54,202.77,106.65,142.42,139.57,129,91.6,87.54,116.91,116.73,70.08,76.74,35,106.37,57.45,55.11,104.35,71.52,174.74,53.93
23/07/1996,160.92,107.53,114.23,98.11,105.83,92.81,108.46,148.04,53.3,80.76,112,117.54,84.61,95.76,122.27,51.07,176.34,92.67,96,202.35,108.37,143.24,139.54,129.06,93.06,87.46,117.37,117.2,69.95,76.89,35.82,106.91,57.66,55.33,104.35,72.22,174.96,53.81
24/07/1996,157.71,105.35,112.16,95.51,104.1,90.83,106.48,145.52,52.6,79.52,110.88,114.43,82.89,93.84,121.38,50.81,172.56,90.26,94.16,199.16,106.51,140.6,137.23,126.99,90.8,86.06,114.76,114.59,69.6,75.85,35.59,105.94,56.77,54.49,103.43,71.87,171.26,53.08
25/07/1996,159.69,105.79,112.98,96.02,105.36,91.05,107.53,145.8,53.32,79.79,111.07,116.15,83.65,94.33,122.82,51.02,173.11,91.67,94.87,200.79,106.63,141.7,138.16,127.77,91.34,85.99,116.21,116.04,70.03,76.09,35.94,106.26,57.32,55.01,103.67,71.95,170.54,53.71
26/07/1996,162.83,106.56,114.12,97.47,106.17,91.74,109.11,146.81,53.56,80.47,112.27,116.28,83.92,94.98,123.67,50.99,174.32,92.66,95.51,203.12,107.42,143.99,139.58,128.78,92.54,86.79,117.39,117.22,70.03,76.68,35.47,106.98,57.67,55.34,104.5,71.69,172.73,54.06
29/07/1996,163.3,106.02,114.03,97.52,105.7,91.19,109.05,146.16,53.41,80.24,111.53,115.78,84.12,94.68,123.98,51.05,173.7,92.82,95.14,202.33,107.07,145.19,139.16,128.11,92.01,86.19,116.88,116.71,69.27,76.51,35.47,107.14,57.47,55.14,104,71.52,170.56,53.9
30/07/1996,163.02,105.65,113.88,96.4,105.32,90.68,108.9,145.97,53.58,80.04,111.77,114.97,83.33,94.24,123.45,51.23,173.8,93.23,94.68,202.61,106.97,146.18,139.16,127.97,91.87,85.78,116.28,116.1,69.57,76.25,35.59,106.9,57.21,54.89,104.27,71.17,171.34,54.11
31/07/1996,163.15,105.24,113.31,95.27,104.83,90.1,108.88,145.82,53.78,79.75,111.44,114.72,82.09,93.61,124.03,50.08,174.27,91.46,94.45,202.07,106.75,145.34,138.53,127.77,91.8,85.72,114.58,114.41,70.22,76.11,35.94,106.6,57.09,54.79,103.45,70.9,170.13,54.24
1/08/1996,166,105.56,114.1,96.22,105.62,90.73,110.57,147.26,54.25,80.12,112.07,115.76,82.22,93.99,124.44,50.19,174.54,92.73,94.99,202.58,107.75,146.37,139.15,129.42,93.21,86.51,117.64,117.46,69.55,76.35,36.18,107.95,57.57,55.25,103.95,71.25,172.07,54.78
2/08/1996,166.43,105.43,114.06,94.96,105.55,90.43,110.93,147,54.18,80.03,112.46,115.29,82.09,93.82,124.5,51.19,174.66,92.61,94.56,203.41,107.33,146.87,139.35,129.97,93.58,86.01,116.08,115.9,69.66,76.16,36.18,108.46,57.86,55.52,104.73,71.34,172.63,54.69
5/08/1996,167.22,105.69,114.57,95.67,105.96,90.75,111.44,147.24,54.15,80.54,112.41,115.51,82.51,94.05,125.4,50.79,173.7,92.44,94.76,204.61,107.65,147.69,140.1,130.52,94.37,85.12,116.77,116.6,69.81,76.1,37.23,107.84,58.12,55.79,104.49,71.6,170.84,54.68
6/08/1996,165.38,104.77,113.25,94.68,105.26,89.58,110.14,145.68,53.48,80.02,111.04,113.45,81.7,93.22,122.89,50.58,172.62,91.02,93.36,201.56,106.49,145.77,138.5,128.9,93.44,84.81,114.99,114.82,69.39,74.97,37.23,107.14,57.59,55.29,103.43,71.6,168.67,53.97
7/08/1996,162.31,104.07,112.04,93.01,104.3,88.98,108.45,144.14,53.17,79.04,109.89,112.48,80.42,92.33,120.8,50.54,171.21,89.99,92.39,199.43,105.48,143.5,136.93,127.49,91.83,83.89,114.59,114.42,69.01,74.16,36.06,106,57.3,54.99,102.6,71.43,166.19,53.68
8/08/1996,163.42,105.07,112.69,94.9,104.68,89.87,109.11,145.31,53.48,79.83,110.2,114.01,80.79,92.97,121.52,50.4,172.38,91.58,93.12,199.52,106.35,143.92,137.76,128.14,92.49,83.32,115.37,115.2,68.71,74.29,36.41,106.6,58.14,55.8,102.75,71.34,167.06,54.12
9/08/1996,162.55,104.34,111.74,93.82,103.89,89.3,108.64,143.87,53.44,79.42,109.74,112.95,80.4,92.37,120.6,50.08,170.48,91.37,92.55,197.63,105.35,142.19,136.79,127.77,91.76,82.55,114.18,114.01,67.9,74.17,36.06,106.6,58.21,55.86,102.26,71.34,162.66,54.04
12/08/1996,163.15,104.71,111.77,94.12,104.06,89.33,109.31,143.74,53.53,79.71,109.49,113.21,80.24,92.59,120.81,49.97,169.83,92.16,93.19,198.22,105.48,142,137.32,129,92.54,82.78,114.35,114.18,68.36,74.93,36.18,106.7,58.98,56.58,102.04,70.99,162.29,54.07
13/08/1996,164.07,104.99,112.74,94.95,104.8,90.09,109.99,144.91,53.55,80.52,110.17,114.33,80.33,92.86,121.99,50.94,171.1,92.26,93.71,199.64,106.13,143.43,138.4,129.9,93.32,83.33,115.59,115.42,68.11,75.19,36.29,106.79,59.16,56.76,103,71.08,164.24,54.16
14/08/1996,164.57,105.59,113.27,94.73,105.37,90.24,110.42,145.55,53.83,80.81,110.02,114.66,81.25,93.47,122.07,53.9,172.04,93.02,93.93,200.91,106.47,144.68,139.14,130.57,93.87,83.25,115.51,115.33,68.44,75.46,36.29,107.3,59.7,57.28,104.41,71.34,164.78,54.35
15/08/1996,164.56,105.37,113.34,94.67,105.6,90.07,110.13,145.03,53.75,80.51,109.96,114.78,81.63,93.42,121.06,54.02,171.07,92.36,93.73,200.01,105.51,145.24,138.53,129.76,93.89,82.67,115.1,114.93,68.05,75.08,35.82,106.8,59.86,57.42,104.43,71.95,170.69,54.21
16/08/1996,163,104.7,112.92,94.37,105.13,89.89,109.35,144.78,53.75,80.59,110,114.52,81.7,93.05,121.23,53.77,169.97,92.35,93.33,199.67,105.73,144.35,138.47,129.28,93.23,82.6,114.6,114.43,68.45,74.65,38.29,107.53,59.73,57.34,104.32,72.04,170.34,54.19
19/08/1996,164.27,105.15,113.44,95.5,105.8,90.42,110,144.98,53.76,80.76,108.84,115.7,82.51,93.67,121.63,53.55,170.53,92.65,93.86,200.95,105.58,144.59,139.07,129.7,94.04,83.62,115.89,115.72,67.28,74.9,39.35,107.21,59.53,57.16,103.41,71.52,170.98,54.2
20/08/1996,165.11,105.25,113.79,95.7,106.21,90.24,110.28,144.47,53.79,80.87,109.41,115.82,82.56,93.8,121.55,52.89,169.83,92.88,94.28,201.24,105.43,145.89,139.27,129.58,93.77,84.28,116.86,116.68,67.62,75.39,39.93,107.07,59.91,57.54,103.46,72.22,163.09,54.24
21/08/1996,166.41,106.6,114.84,95.75,106.9,90.82,111.17,145.6,53.69,81.34,109.86,116.28,83.24,94.74,121.68,53.26,171.53,93.5,94.69,202.89,106.21,148.36,140.25,130.65,95.38,84.14,117.06,116.89,67.87,75.79,40.64,107.43,60.06,57.69,103.97,71.78,165.3,54.15
22/08/1996,167.4,108.25,115.09,95.66,107.35,90.72,111.73,145.89,53.67,81.48,109.63,115.97,84.58,96.13,121.07,53.39,172.47,92.72,94.71,203.37,106.21,149.17,140.41,131.14,95.14,85.21,116.9,116.73,67.81,75.99,40.17,107.13,60.48,58.08,103.87,71.52,166.52,54.03
23/08/1996,166.4,108.5,114.32,94.67,106.76,90.18,110.86,145.48,53.36,80.93,109.47,115.78,84.38,96.18,121.73,53.46,172.58,92.32,94.34,202.05,106.39,147.5,139.51,129.81,94,85.04,116.62,116.44,67.84,75.78,40.52,107.38,59.67,57.32,103.8,70.81,167.71,53.7
26/08/1996,164.44,106.26,112.39,93.89,105.25,88.94,109.48,143.08,53.01,79.72,108.86,114.48,82.82,94.26,120.78,52.41,169.99,91.62,93.25,198.79,104.66,143.82,137.44,128.06,91.84,83,115.04,114.87,67.36,74.79,40.64,106.66,58.82,56.52,102.84,69.94,166.07,53.31
27/08/1996,164.43,105.91,112.37,94.2,104.87,89.15,109.56,143.49,53.31,79.89,108.51,114.44,82.6,93.98,120.38,52.23,170.45,91.52,93.62,198.7,104.85,143.95,137.52,128.29,92.39,83,115.41,115.24,67.68,75.27,39.93,106.88,58.76,56.45,102.5,70.2,165.89,53.65
28/08/1996,163.82,105.49,111.46,93.43,103.7,88.64,109.04,142.33,53.13,79.35,107.2,113.28,81.72,93.39,119.43,51.79,168.32,90.88,92.77,197.64,104.18,142.79,136.68,127.49,91.86,82.62,114.33,114.16,67.09,74.69,39.82,106.4,58.45,56.15,101.36,70.2,164.37,53.41
29/08/1996,162.49,104.72,110.43,91.82,102.61,88,108.09,140.91,52.97,78.65,106.27,112.69,80.78,92.59,117.65,51.35,165.58,90.67,92.32,195.42,103.45,141.47,135.4,126.28,90.63,82.44,113.68,113.51,67.02,74.52,38.76,106.01,57.93,55.64,100.48,69.85,163.7,53.27
30/08/1996,160.39,103.94,109.19,89.89,101.16,86.84,106.71,139.2,52.94,78.08,105.03,110.46,80.53,91.93,117.67,51.22,163.11,90.1,90.87,191.89,102.35,140.28,133.72,124.69,89.61,81.13,112.27,112.1,65.7,73.8,38.29,105.35,57.71,55.42,99.55,69.94,161.35,53.21
2/09/1996,159.92,103.81,108.75,91.21,100.96,86.54,106.46,138.72,52.57,78.07,105.47,110.94,80.53,91.86,116.77,50.5,162.21,90.12,91.06,191.27,102.12,139.45,133.51,124.51,89.31,81.42,112.83,112.66,66.41,73.61,37.82,104.18,57.83,55.52,99.49,69.94,162.59,52.86
3/09/1996,160.85,104.07,109.2,91.42,101.36,86.97,107.03,139.2,52.6,78.41,105.26,111.67,80.88,92.16,116.46,51.29,161.24,90.27,91.31,191.48,102.7,140.15,133.85,125.08,89.61,81.82,113.82,113.65,66.03,73.72,37.82,104.5,57.99,55.67,99.75,70.29,162.85,52.92
4/09/1996,160.72,103.07,109.18,92.2,101.13,86.68,106.84,138.77,52.55,78.44,104.62,111.52,80.11,91.39,115.9,51.66,159.98,90.28,91.5,192.09,102.25,141.05,134.08,124.7,89.28,82.22,114.28,114.11,65.75,73.95,38.41,103.89,57.64,55.36,99.49,69.94,163.53,52.93
5/09/1996,163.21,104.29,109.99,93.4,101.85,87.57,108.27,140.26,52.89,79.54,106.32,111.81,80.9,92.38,116.34,52.77,162.86,89.91,92.13,194.55,103.66,141.76,135.66,126,89.97,82.67,114.61,114.43,65.49,74.73,39.7,104.1,58.02,55.74,101.24,70.11,163.3,53.28
6/09/1996,162.42,103.59,109.26,92.55,101.4,86.99,107.64,139.1,52.8,78.61,104.95,110.36,80.44,91.77,114.58,52.8,161.28,89.26,91.26,193.06,102.8,140.76,134.38,125.1,88.92,81.99,114.32,114.15,65.99,74.16,39.7,102.51,57.45,55.2,100.3,69.85,162.44,53.06
9/09/1996,162.44,103.28,108.71,92.24,101.2,86.65,107.71,139.07,52.88,78.71,103.66,110.54,80,91.44,113.85,52.41,160.26,89.31,91.52,191.96,102.56,139.47,134.1,125.25,89.18,82.18,115.03,114.86,66.21,74.48,39.46,101.01,57.44,55.18,99.2,69.68,163.44,53.06
10/09/1996,164.84,104.2,109.98,93.53,102.63,87.62,109.08,140.39,53.27,79.76,104,112.74,81.14,92.43,115.29,53.4,161.03,91.12,93.14,194.93,103.44,140.83,136.12,126.48,90.29,83.22,116.56,116.39,66.93,76.01,40.05,102.98,58.23,55.94,99.94,70.03,164.93,53.48
11/09/1996,165.59,103.93,109.77,93.71,102.5,87.44,109.28,140.29,52.97,80.24,104.22,112.74,81.13,92.31,115.86,53.64,161.14,91.08,93.23,194.67,103.16,140.28,136.37,126.23,90.26,83.41,116.14,115.96,67.13,76.04,40.52,103.71,58.14,55.86,100.21,70.03,163.91,53.19
12/09/1996,165.78,103.78,109.25,92.73,101.8,87.17,109.23,139.84,52.88,80.11,104.41,112.29,80.89,92.12,115.99,53.32,160.65,90.62,92.9,193.92,102.91,139.46,135.96,125.86,89.94,83.02,115.52,115.35,66.87,75.94,40.76,104.21,57.72,55.47,100.18,70.29,161.9,53.05
13/09/1996,168.58,105.08,110.64,92.99,103.31,88.38,111.09,142.37,53.12,80.82,106.01,113.85,82.42,93.5,116.61,53.27,162.6,90.76,94.01,195.2,104.9,141,136.93,128.03,91.58,83.7,117.29,117.11,66.96,77.13,40.87,103.14,58.79,56.49,101.28,70.81,165.09,53.35
16/09/1996,168.58,105.08,110.64,92.99,103.31,88.38,111.09,142.37,53.12,80.82,106.01,113.85,82.42,93.5,116.61,53.27,162.6,90.76,94.01,195.2,104.9,141,136.93,128.03,91.58,83.7,117.29,117.11,66.96,77.13,40.87,103.14,58.79,56.49,101.28,70.81,165.09,53.35
17/09/1996,171.94,107.12,112.59,94.45,105.21,89.98,113.13,145.39,53.7,82.02,107.18,115.65,84.45,95.55,117.57,53.79,166.18,92.14,95.6,200.6,106.67,143.53,139.8,130.09,93.91,85.95,118.9,118.72,67.48,78.43,41.46,105.33,59.95,57.6,102.37,71.52,167.6,54.04
18/09/1996,170.42,107.09,112.01,94.49,104.47,89.88,112.26,144.7,53.81,81.57,106.26,115.29,83.97,95.32,114.56,53.43,164.92,91.62,95.37,199.73,106.25,143,139.11,129.32,94.08,85.97,117.52,117.35,67.48,78.27,40.76,106.24,59.5,57.16,101.54,70.9,165.53,54.14
19/09/1996,171.69,107.63,112.18,94.9,104.5,90.23,112.69,145.03,54.07,81.65,106.23,115.6,84.53,95.82,114.08,53.41,165.08,91.09,95.32,200.11,106.58,143.17,139.22,129.13,94.84,85.93,118.68,118.5,67.45,77.81,40.87,106.47,59.86,57.5,101.51,70.73,166.82,54.44
20/09/1996,171.44,107.69,110.84,93.17,103.32,89.15,112.22,144.22,53.87,80.88,105.38,115.13,83.78,95.51,112.92,53.7,165.13,90.52,94.79,197.31,106.01,141.3,137.65,128.08,93.69,84.45,116.46,116.29,67.08,77.57,39.46,105.64,59.27,56.92,101.06,70.46,166.45,54.16
23/09/1996,171.44,107.69,110.84,93.17,103.32,89.15,112.22,144.22,53.87,80.88,105.38,115.13,83.78,95.51,112.92,53.7,165.13,90.52,94.79,197.31,106.01,141.3,137.65,128.08,93.69,84.45,116.46,116.29,67.08,77.57,39.46,105.64,59.27,56.92,101.06,70.46,166.45,54.16
24/09/1996,170.9,107.25,110.67,94.43,103.38,88.89,111.82,144.02,53.88,80.55,106.35,115.81,84.12,95.35,113.33,52.65,165,90.51,95.11,196.7,105.39,140.85,137.2,127.56,94.25,84.29,116.38,116.2,67.46,77.43,40.29,105.67,59.46,57.11,101.2,71.08,167.83,54.21
25/09/1996,171.87,108.68,111.55,94.6,103.86,89.83,112.44,144.56,53.65,81.14,108.06,115.81,85.19,96.62,113.82,53.23,165.01,90.52,95.56,198.44,105.32,142.11,138.21,128.23,94.9,84.06,116.89,116.71,67.54,78.2,39.93,105.39,61.21,58.77,102.69,71.17,168.15,54.05
26/09/1996,173.14,108.9,112.05,96.12,104.33,90.09,113.32,145.63,53.61,81.71,108.96,116.11,85.7,96.93,115.57,53.5,167.35,91.24,95.97,200.71,105.98,142.7,139.49,129.31,94.81,84.54,117.54,117.37,68.09,78.37,39.93,106.25,62.13,59.65,103.46,71.43,170.15,53.94
27/09/1996,174.92,109.81,112.88,95.71,105.04,90.82,114.34,146.35,53.76,82.35,109.98,116.27,86.33,97.71,115.79,53.69,169.49,92.2,96.21,201.8,106.1,143.9,140.45,130.25,95.52,85.51,117.85,117.67,68.95,78.7,40.05,107.38,62.24,59.75,104.27,71.78,172.43,54.13
30/09/1996,175.21,110.43,113.19,95.68,104.89,91.49,114.6,147.16,53.52,82.38,111.05,115.99,86.55,98.21,116.71,53.76,170.05,92.13,96.25,202.4,106.45,143.94,140.67,130.64,96.47,86.04,116.93,116.76,68.87,78.82,40.76,107.41,62.64,60.14,105.05,71.95,172.46,53.95
1/10/1996,175.41,110.03,113.06,95.47,105.08,91.6,114.59,146.31,53.71,82.19,111.1,115.42,86.11,97.81,116.14,53.24,169.11,91.5,96.03,202.59,106.21,143.03,140.5,130.4,96.19,85.66,116.24,116.07,69.28,78.61,40.76,106.92,62.3,59.81,104.83,71.52,171.75,54.05
2/10/1996,175.73,109.42,113.07,95.09,105.16,91.47,114.94,146.32,53.81,82.66,110.15,115.51,85.55,97.23,115.77,53.14,168.83,91.56,95.67,202.41,106.23,143.3,140.79,131.06,96.32,85.13,116.97,116.8,69.7,77.9,40.99,107.06,62.25,59.77,104.11,71.43,174,54.03
3/10/1996,173.82,108.55,112.1,94.12,104.38,90.72,114.04,146.04,53.62,82.04,109.53,114.77,83.9,96.15,115.19,53.01,169.25,90.98,94.92,200.87,106.16,141.77,139.75,130.59,95.63,84.39,116.03,115.86,69.38,77.18,40.99,106.42,61.86,59.4,103.61,71.34,173.45,53.69
4/10/1996,171.13,107.61,111.57,93.28,103.61,90.14,112.5,144.56,53.1,81.31,108.01,113.1,83,95.3,115.28,52.48,168.13,90.32,94.22,199.23,105.45,141.59,138.57,129.22,94.15,83.98,114.96,114.79,69.29,76.79,40.29,106.52,61.21,58.78,102.27,70.81,170.57,53.22
7/10/1996,169.86,107.6,111.53,92.77,103.55,90.36,111.87,144.42,52.93,81.48,107.98,112.96,82.8,95.23,115.1,52.64,168.64,90.87,94.1,199.29,105.17,141.13,138.79,128.84,94.48,84.07,115.45,115.28,69.7,76.58,40.05,106.41,61.01,58.58,102.34,70.99,169.5,53.09
8/10/1996,167.26,106.81,111.18,91.35,103.17,90.15,110.66,143.33,52.93,81.07,106.86,113.03,82.46,94.63,115.15,52.67,168.03,90.76,93.64,198.51,103.9,140.5,138.22,128.27,93.29,83.43,114.33,114.16,69.18,76.25,39.93,105.6,60.86,58.43,101.57,70.38,170.8,53.08
9/10/1996,166.91,106.28,109.86,91.49,101.74,88.99,110.4,142.2,52.62,80.57,106.68,112.35,81.42,93.9,114.18,52.39,168.67,89.71,93.18,195.9,102.74,139.21,136.84,127.94,92.89,82.84,113.92,113.75,68.83,75.96,39.7,104.14,60.5,58.09,101.3,70.38,167.15,52.79
10/10/1996,166.91,106.28,109.86,91.49,101.74,88.99,110.4,142.2,52.62,80.57,106.68,112.35,81.42,93.9,114.18,52.39,168.67,89.71,93.18,195.9,102.74,139.21,136.84,127.94,92.89,82.84,113.92,113.75,68.83,75.96,39.7,104.14,60.5,58.09,101.3,70.38,167.15,52.79
11/10/1996,167.55,106.24,109.81,92.03,101.96,88.86,110.65,142.77,52.53,80.72,107.18,112.81,81.88,94.02,114.56,52.16,170.3,90.1,93.6,197.04,102.93,138.82,137.38,127.93,93.56,82.73,114.3,114.13,68.36,76.32,39.7,104.9,60.58,58.17,101.53,70.73,167.91,52.72
14/10/1996,168.24,106.7,110.19,92.41,102.24,88.92,110.95,143.02,52.5,81.01,107.07,113.34,82.46,94.5,115.27,52.3,171.24,90.04,93.86,197.34,103.03,139.78,137.69,128.02,94.18,82.76,114.64,114.47,67.8,76.5,40.29,105.09,60.99,58.57,101.53,70.64,165.88,52.71
15/10/1996,171.21,108.96,112.14,94.83,103.81,90.53,112.93,145.01,52.88,82.64,108.56,114.99,84.51,96.52,117.49,52.9,172.55,91.11,95.03,200.55,104.36,142.46,140.1,130.35,96.12,83.52,116.28,116.11,68.12,77.23,41.11,106.01,62.15,59.68,102.88,71.08,168.05,53.21
16/10/1996,171.71,108.85,111.83,93.69,103.61,90.68,113.12,145.09,52.57,82.76,108.81,114.06,84.16,96.37,118.08,52.84,171.31,91.67,94.59,200.27,104.52,140.98,140.17,130.33,95.55,83.43,116.68,116.5,68.35,77.04,41.11,105.79,62.01,59.55,103.02,70.9,168.6,52.92
17/10/1996,171.69,108.83,112.15,94.18,103.84,91.12,113.14,145.52,52.61,82.55,108.9,114.81,83.78,96.3,117.77,52.89,171.5,91.58,95.08,200.9,104.96,141.29,140.22,130.41,95.93,83.36,116.45,116.28,68.55,77.51,41.23,106.12,61.96,59.51,103.11,70.73,168.31,52.93
18/10/1996,172.97,109.69,113.32,95.28,104.66,91.94,113.85,146.46,52.86,83.1,108.99,115.4,84.61,97.13,119.77,53.41,173.07,92.35,95.95,202.8,105.63,143.19,141.36,131,96.86,84.48,117.61,117.43,69.05,78.49,41.23,107.34,61.99,59.53,103.43,70.38,170.33,53.14
21/10/1996,171.05,108.49,112.02,94.37,103.71,91.03,112.63,144.6,52.6,81.88,107.72,114.23,83.25,95.9,117.77,52.36,170.48,91.27,95,200.51,104.57,141.06,139.55,129.66,95.54,83.75,115.85,115.68,68.69,77.7,39.46,106.58,60.86,58.43,102.01,70.03,167.14,52.86
22/10/1996,169.38,107.76,110.91,93.41,102.95,90.1,111.6,143.77,52.49,81.01,106.96,112.99,82.22,95.09,116.54,52.54,170.09,90.54,94.52,198.58,103.99,139.38,138.17,128.61,94.58,83.2,115.31,115.14,69.02,77.64,39.82,106.31,60.02,57.64,101.57,69.94,165.38,52.64
23/10/1996,167.72,107.22,110.78,93,103.07,90.02,110.81,142.83,52.58,80.66,106.02,112.7,82.02,94.67,116.49,53.16,170.03,90.51,94.24,198.43,103.43,138.81,137.85,128.19,93.15,82.81,115.54,115.36,68.15,77.49,40.17,105.03,59.44,57.09,101.23,70.2,164.29,52.69
24/10/1996,168.97,106.94,110.03,93.26,101.95,89.5,111.02,141.95,52.32,80.21,105.45,112.8,81.77,94.33,115.18,52.88,168.5,90.43,94.13,197.31,102.73,138.42,137.14,127.41,92.15,82,115.44,115.27,67.94,77.12,39.82,105.33,59.21,56.87,100.69,70.03,166.25,52.51
25/10/1996,167.18,105.84,109.09,92.33,101.28,88.58,109.93,140.74,52.16,79.77,105.18,111.64,80.77,93.29,113.74,52.07,167.13,89.2,93.39,195.24,101.66,137.39,135.96,126.32,91.34,80.93,114.49,114.32,67.15,76.58,39.23,105.22,59.1,56.76,100.09,70.03,165.41,52.31
28/10/1996,167.53,106.34,109.62,93.38,101.68,88.96,110.23,141.47,52.37,80.51,105.61,112.78,81.3,93.78,114.52,52.62,167.15,89.77,93.79,196.48,102.41,138.22,137,126.77,92.1,81.74,115.93,115.76,66.71,76.58,38.76,104.6,58.94,56.59,100.67,70.11,167.06,52.56
29/10/1996,169.03,106.93,110.17,93.31,102.62,88.95,111.08,142.1,52.55,80.79,105.52,113.45,82.07,94.38,116.08,52.61,167.34,89.95,94.35,196.58,103.16,138.93,137.26,127.51,92.55,81.36,116.02,115.85,67.28,77.25,38.64,104.93,59.24,56.88,100.6,70.29,167.45,52.74
30/10/1996,168.25,106.55,109.31,92.03,102.11,88.34,110.52,140.96,52.4,80.66,104.76,112.04,81,93.8,114.55,52.43,167.32,89.88,93.49,195.33,101.99,137.46,136.73,126.78,91.51,81,114.44,114.27,67.3,76.87,39.35,105.15,58.83,56.5,99.98,70.29,166.4,52.52
31/10/1996,166.42,105.8,108.22,91.11,101.18,87.31,109.32,139.29,52.28,79.85,104.48,111.2,80.43,93.11,113.12,52.17,166.09,89.55,92.64,193.87,100.67,136.33,135.61,125.42,90.17,80.19,112.21,112.05,66.99,75.98,39.35,103.74,58.42,56.11,99.65,70.38,164.59,52.36
1/11/1996,168.14,106.17,108.52,92.59,101.55,87.71,110.24,140.43,52.46,80.62,104.61,111.79,80.75,93.5,113.79,51.56,166.61,89.36,93.39,194.78,101.78,136.18,136.45,126.14,91.37,80.74,113.78,113.61,66.94,76.71,39.35,104.53,58.88,56.54,99.43,70.38,166.12,52.66
