Date,FTSE JAPAN AUTO & PARTS - PRICE INDEX,FTSE JAPAN BANKS - PRICE INDEX,FTSE JAPAN BASIC MATS - PRICE INDEX,FTSE JAPAN BEVERAGES - PRICE INDEX,FTSE JAPAN CHEMICALS - PRICE INDEX,FTSE JAPAN CON & MAT - PRICE INDEX,FTSE JAPAN CONSUMER GDS - PRICE INDEX,FTSE JAPAN CONSUMER SVS - PRICE INDEX,FTSE JAPAN ELECTRICITY - PRICE INDEX,FTSE JAPAN ELTRO/ELEC EQ - PRICE INDEX,FTSE JAPAN FD & DRUG RTL - PRICE INDEX,FTSE JAPAN FD PRODUCERS - PRICE INDEX,FTSE JAPAN FIN SVS L - PRICE INDEX,FTSE JAPAN FINANCIALS - PRICE INDEX,FTSE JAPAN FORESTRY & PAP - PRICE INDEX,FTSE JAPAN FXD LINE T/CM - PRICE INDEX,FTSE JAPAN GEN RETAILERS - PRICE INDEX,FTSE JAPAN GENERALS INDS - PRICE INDEX,FTSE JAPAN HEALTH CARE - PRICE INDEX,FTSE JAPAN INDS ENG - PRICE INDEX,FTSE JAPAN INDS TRANSPT - PRICE INDEX,FTSE JAPAN INDUSTRIAL MET - PRICE INDEX,FTSE JAPAN INDUSTRIALS - PRICE INDEX,FTSE JAPAN LEISURE GDS - PRICE INDEX,FTSE JAPAN MEDIA - PRICE INDEX,FTSE JAPAN NONLIFE INSUR - PRICE INDEX,FTSE JAPAN OIL & GAS - PRICE INDEX,FTSE JAPAN OIL & GAS PROD - PRICE INDEX,FTSE JAPAN PERSONAL GOODS - PRICE INDEX,FTSE JAPAN PHARM & BIO - PRICE INDEX,FTSE JAPAN S/W & COMP SVS - PRICE INDEX,FTSE JAPAN SUPPORT SVS - PRICE INDEX,FTSE JAPAN TCH H/W & EQ - PRICE INDEX,FTSE JAPAN TECHNOLOGY - PRICE INDEX,FTSE JAPAN TELECOM - PRICE INDEX,FTSE JAPAN TOBACCO - PRICE INDEX,FTSE JAPAN TRAVEL & LEIS - PRICE INDEX,FTSE JAPAN UTILITIES - PRICE INDEX
20/01/1995,133.76,103.61,109.01,83.29,99.67,86.42,90.7,128.41,51.06,70.31,98.05,109.56,78.8,89.99,126.6,52.44,148.79,88.43,84.34,177.01,94.01,140.03,122.85,108.78,74.76,75.28,115.68,115.5,57.95,65.66,36.29,90.31,51.92,49.9,95.29,79.57,167.33,51.7
23/01/1995,128.22,98.59,105.18,79.97,95.24,84.31,86.73,122.2,47.56,67.48,93.86,103.45,72.8,84.94,121.74,48.56,138.22,85.19,80.62,168.34,90.35,134.71,117.44,103.69,70.72,71.41,109.82,109.66,55.32,63.13,34.65,89.22,49.86,47.91,90.39,77.99,161.53,48.56
24/01/1995,129.22,98.63,107.21,81.53,96.14,87.35,87.67,123.14,49.51,68.14,95,105.5,74.62,85.61,121.34,50.18,141.11,85.51,82.05,172.14,90.84,136.67,119.23,105.22,72.56,72.79,112.25,112.08,56.32,64.39,35.24,88.21,50.66,48.68,92.01,78.78,161.29,50.5
25/01/1995,129.26,99.72,110.29,81.02,97.52,90.93,87.72,123.43,49.72,69.11,93.81,104.97,76.95,86.93,121.36,49.59,140.88,86.22,81.95,175.42,90.97,141.33,121.14,105.33,72.28,72.69,112.29,112.12,57.22,64.32,35.12,88.57,51.04,49.04,90.87,78.52,161.64,50.62
26/01/1995,129.12,98.2,109.82,81.61,96.5,90.23,87.76,123.09,49.01,69.13,92.2,103.85,75.73,85.64,118.09,48.83,139.15,86.69,81.61,174.14,90.51,142.88,120.79,105.61,72.35,71.93,111.47,111.3,56.65,64.21,35,87.25,50.52,48.54,89.36,77.99,158.41,49.95
27/01/1995,128.6,98.21,110.24,81.83,96.18,90.93,87.33,122.73,49.02,69.09,90.98,103.6,75.02,85.41,117.93,48.94,137.28,86.73,81.63,174.8,90.32,143.85,120.99,104.96,72.5,71.81,111.07,110.91,55.64,64.44,35.24,87.38,50.17,48.21,88.56,77.99,159.34,50.07
30/01/1995,129.71,108.83,113.87,84.33,96.86,97.72,88.03,124.57,49.35,69.47,92.64,105.92,81.9,93.88,119.58,50.08,138.88,86.68,83.15,177.74,91.87,145.42,122.25,105.72,73.9,73.83,113.02,112.85,56.67,65.14,36.18,89.95,50.63,48.66,90.3,77.91,159.42,50.32
31/01/1995,127.13,110.2,113.53,83.19,96.73,97.39,86.15,124.57,49.86,68.74,88.61,104.77,83.87,95.65,118.3,49.3,136.91,87.11,82.34,175.42,92.69,145.07,120.99,103.24,72.23,76.67,113.83,113.66,56.05,64.65,36.41,91.44,49.15,47.27,87.08,78.78,159.55,50.71
1/02/1995,127.18,109.29,112.57,83.57,96.93,95.66,86.83,125.81,50.06,68.59,87.29,106.41,82.89,94.86,118.39,48.71,136.97,87.86,82.89,176.62,94.21,143.89,121.39,105.12,73.29,77.02,117.67,117.49,56,64.88,36.65,89.88,49.94,48.02,85.86,77.82,160.25,51.01
2/02/1995,127.13,108.33,111.22,83.38,96.8,93.41,86.75,125.37,51.28,68.23,87.88,105.49,81.71,93.67,118.48,47.79,137.03,87,82.61,175.52,93.48,142.43,120.64,104.93,73.21,74.77,117.48,117.3,55.32,64.96,35.94,88.81,49.74,47.81,85.8,77.2,161.59,52.12
3/02/1995,126.77,107.68,110.28,83.3,96.71,91.86,86.73,124.88,52.19,68.3,86.94,105.53,80.41,92.82,118.02,48.98,137.22,86.65,82.71,174.38,93.18,141.51,120.26,105.27,73,74.34,116.52,116.35,55.05,65.17,35.59,88.23,49.74,47.81,85.75,77.29,161.76,52.96
6/02/1995,127.31,107.83,111.59,83.37,97.51,93.27,87.18,125.01,51.99,68.78,88.02,105.95,81.21,93.16,119.18,48.8,138.02,87.24,83.28,174.51,93.13,143.13,120.74,105.96,73.04,74.22,117.31,117.14,54.99,65.82,35.82,89.07,50.4,48.44,86.41,77.91,161.82,52.79
7/02/1995,126.62,106.81,110.48,82.77,96.78,92.28,86.74,124.68,51.56,68.54,88.22,105.23,80.46,92.32,118.62,48.9,138.16,86.13,82.94,171.78,92.66,141.32,119.49,105.47,72.78,74.05,116.92,116.75,55.33,65.66,35.12,88.43,50.05,48.09,86.61,78.08,162.32,52.34
8/02/1995,125.86,104.51,109.14,81.35,95.83,91.24,86.08,123.13,50.26,67.79,87.08,104.14,77.86,90.08,117.08,48.32,137.25,84.54,82.08,169.45,91.49,139.21,117.94,104.46,72.26,72.27,114.51,114.33,55.92,64.91,35.24,85.93,49.82,47.88,85.51,77.91,159.78,51.23
9/02/1995,124.62,103.22,108.12,80.96,95.28,90.19,85.29,121.98,50.42,67.62,86.17,103.86,77.68,89.27,115.86,47.23,136.34,83.69,81.65,167.44,91.38,137.8,117.03,103.6,71.82,72.99,114.06,113.88,55.11,64.63,34.88,85.41,49.08,47.17,84.33,77.82,158.72,51.3
10/02/1995,124.96,105.23,109.05,82.82,95.91,91.62,85.83,122.51,51.18,67.71,87.46,105.34,79.18,90.91,115.68,47.35,137.49,82.75,82.42,169.01,92.41,138.35,117.49,104.75,71.77,73.36,115.1,114.92,54.8,64.91,34.41,84.68,49.39,47.46,85.29,77.73,158.47,52.07
13/02/1995,125.1,104.94,108.94,81.98,95.96,91.33,85.72,122.65,50.93,67.75,87.81,105.82,79.47,90.86,115.48,46.53,138.01,83.62,82.46,169.24,92.13,138.4,117.72,104.27,72.26,72.97,114.8,114.63,55.35,64.81,34.3,85.54,49.24,47.31,85.12,77.91,159.18,51.75
14/02/1995,123.66,104.38,107.43,81.85,94.78,89.59,84.61,120.94,50.32,66.99,86.48,105.02,78.15,90.06,115.24,45.26,136.04,83.42,81.94,166.56,90.99,136.82,116.23,102.71,71.39,72.74,113.7,113.53,54.49,64.45,33.94,83.2,48.45,46.56,83.54,77.64,158.42,51.15
15/02/1995,122.64,104.15,106.37,81.86,93.71,89.02,83.72,118.99,50.27,66.25,85.47,105.21,77.17,89.53,115.02,44.31,134.5,82.8,81.7,163.66,89.3,134.8,114.64,101.35,70.58,72.07,112.35,112.18,54.18,64.05,33.47,81.09,48.14,46.26,82.35,77.03,158.03,51.04
16/02/1995,121.17,103.82,105.28,81.99,92.76,88.27,82.29,117.86,50.12,64.94,85.24,104.04,77.01,89.25,114.3,43.53,131.5,82.3,81.09,162.08,89.08,133.02,113.08,98.91,69.05,71.57,111.26,111.09,53.33,63.64,32.89,81.18,47.36,45.5,81.8,76.24,156.11,50.83
17/02/1995,121.79,104.82,106.38,82.56,93.96,88.84,83.1,118.7,51.32,65.79,86.44,104.67,78.08,90.2,114.92,45.42,133.55,82.33,81.54,164.66,89.13,134.89,114.57,100.52,70.15,72.13,113.3,113.13,54.31,63.72,32.77,84.16,48.48,46.56,83.59,76.24,157.34,52.02
20/02/1995,121.27,104.5,106.08,82.25,93.36,88.27,83.03,118.59,51.3,65.79,84.88,104.41,77.53,89.83,114.12,44.67,132.86,81.66,81.3,163.99,89.62,135.67,114.26,100.89,69.63,71.52,112.11,111.94,54.26,63.55,31.36,84.47,48.5,46.56,82.12,75.89,157.16,52.06
21/02/1995,122.01,104.83,106.38,82.29,93.92,88.22,83.69,119.05,51.82,66.34,85.04,105.07,77.69,90.14,114.21,44.9,133.28,82.29,82.06,164.57,90.33,136.29,114.94,101.95,69.85,72,112.81,112.64,55.2,64.35,32.65,85.2,49.09,47.15,82.35,75.63,158.28,52.56
22/02/1995,121.93,104.77,106.24,80.93,93.86,88.31,83.85,118.66,51.52,66.6,85.11,105.23,77.65,90.06,114.34,45.58,133.7,82.56,81.51,164.4,89.82,135.58,115.11,102.49,68.83,71.49,112.76,112.59,54.56,63.86,31.83,83.43,49.52,47.54,82.74,74.93,158.28,52.28
23/02/1995,120.68,103.73,105.24,80.88,93.24,87.87,83,116.88,50.61,65.69,84.27,103.95,76.31,88.97,111.78,44.75,132.23,82.4,80.65,162.08,88.25,133.58,113.65,101.47,67.65,70.96,111.56,111.4,53.94,63.29,31.6,83.19,49.07,47.1,81.74,71.43,155.13,51.33
24/02/1995,119.03,103.12,104.02,79.62,92.35,86.61,81.78,115.64,50.67,64.91,82.57,102.54,75.65,88.26,110.99,44.33,131.33,80.83,79.62,159.71,87.32,132.07,112.06,99.85,66.73,69.56,109.99,109.82,54.14,62.49,31.13,82.5,48.54,46.6,80.33,70.9,153.59,51.35
27/02/1995,114.82,98.56,100.31,77.66,89.01,83.63,78.83,111.55,49.34,63.06,80.38,97.79,72.21,84.37,106.76,43.25,126.65,79.1,76.98,151.91,85.19,127.31,107.86,96.16,63.47,66.62,106.61,106.45,53.74,60.69,31.13,80.04,47.26,45.38,78.25,67.84,148.28,50.06
28/02/1995,116.85,101.21,101.96,77.91,89.71,84.59,80.58,114.93,50.33,64.15,83.04,99.69,74.18,86.64,109.77,42.97,129.1,78.93,78.21,156.01,87.03,130.93,110.01,98.87,66.37,68.83,106.92,106.76,54.18,61.94,31.01,81.2,48.45,46.51,79.98,70.38,150.73,50.82
1/03/1995,115.3,98.91,100.13,77.3,88.27,83.1,79.56,113.42,49.42,63.63,82.85,96.48,71.87,84.51,106.52,43.78,127.65,78.13,76.73,152.58,86.27,128.61,108.36,97.69,65.23,67.44,104.41,104.25,53.63,60.81,29.95,81.39,48.15,46.2,80.25,70.81,149.63,49.92
2/03/1995,118.09,100.51,102,78.44,90.36,84.08,81.71,115.85,49.81,65.03,83.02,97.61,73.96,86.25,109.35,45.19,130.84,78.67,77.71,157.52,87.56,131.25,111.12,100.7,66.4,69.46,106.44,106.28,54.53,61.3,30.54,82.77,49.75,47.74,81.08,74.32,151.05,50.33
3/03/1995,117.3,101.25,102.58,79.11,91.31,84.16,81.74,116.24,50.88,65.56,84.42,98.24,74.16,86.74,110.32,46.94,130.88,79.32,78.18,159.24,87.78,132.03,112.17,101.66,66.64,69.4,106.98,106.82,54.69,61.54,32.42,83.35,50.11,48.11,82.95,75.89,150.29,51.37
6/03/1995,118.22,100.86,102.89,79.33,91.89,84.34,81.85,116.16,51.11,65.22,84.06,98.33,73.93,86.38,110.75,46.61,130.16,79.78,78.37,159.42,87.81,132.16,112.05,100.95,66.46,68.88,107.5,107.34,54.76,61.76,32.42,84.14,49.89,47.9,82.53,76.33,150.56,51.69
7/03/1995,117.49,100.09,102.6,79.77,91.53,84.01,81.18,115.42,51.25,64.72,83.97,98.16,73.45,85.77,110.83,46.01,129.55,78.79,78.02,158.8,87.44,132,111.34,99.85,65.42,68.74,106.59,106.43,53.47,61.34,31.95,84.51,49.21,47.24,82.16,77.2,149.19,51.62
8/03/1995,115.19,98.93,101.41,77.68,89.69,83.3,79.79,113.91,51.34,63.63,82.71,96.67,72.83,84.82,110.63,45.52,128.57,77.79,76.91,155.78,86.39,130.75,109.39,98.46,64.6,67.57,105.1,104.95,53.11,60.85,31.95,84.5,48.11,46.2,81.03,76.33,147.83,51.73
9/03/1995,115.67,98.88,102.29,77.74,90.39,84.33,80.1,114.74,51.21,63.72,83.48,97.38,72.95,84.91,111.9,45.57,128.78,78.31,77.28,156.42,87.31,131.33,109.75,98.81,64.97,68.6,106.55,106.39,53.09,61.18,31.83,84.48,48.56,46.62,81.6,76.68,148.34,51.57
10/03/1995,114.25,97.65,100.41,75.49,88.31,82.89,79.11,113.5,50.25,63.42,82.4,95.16,72.18,83.86,109.57,45.02,126.79,77.17,75.71,153.12,86.49,129.35,108.26,97.57,63.49,67.24,104.12,103.97,52.63,60.07,31.24,84.09,48.09,46.17,80.56,75.72,145.18,50.68
13/03/1995,114.68,97.03,100.72,76.65,89.11,83.36,79.14,112.91,50.37,63.32,81.71,95.87,71.6,83.33,109.98,45.13,126.03,77.42,76.36,153.12,85.9,128.65,108.23,97.18,62.89,67.58,105.64,105.48,53.29,60.59,31.13,84.28,48.02,46.1,80.13,75.8,146.32,50.76
14/03/1995,113.34,95.74,99.29,75.59,87.97,82.18,78.19,112.22,50.37,62.68,81.36,94.85,70.09,82.1,108.58,44.57,124.86,76.92,75.57,150.22,85.63,126.56,106.71,95.98,62.36,66.98,103.63,103.48,52.57,59.94,31.36,83.56,47.29,45.42,79.6,75.28,146.2,50.68
15/03/1995,115.91,96.28,100.93,77.07,89.73,83.18,79.85,113.63,50.67,63.56,82.03,97.06,71.04,82.82,110.96,45.05,125.38,78.31,76.97,153.35,86.26,128.77,108.6,97.85,63.81,67.71,105.42,105.27,52.84,60.84,31.13,84.05,47.88,45.97,80.31,75.45,148.84,51.05
16/03/1995,114.43,95.11,99.1,76.45,88.66,81.4,78.6,112.12,50.49,62.41,81.44,95.75,69.75,81.68,108.92,44.7,122.88,77.18,75.81,150.89,85.46,126.17,106.78,95.93,62.37,66.97,103.31,103.15,52.37,59.81,29.72,83.11,47.16,45.26,79.73,75.28,147.09,50.81
17/03/1995,113.23,93.99,98.41,77.16,87.85,80.89,77.62,111.93,50.22,61.92,80.56,95.16,68.2,80.54,108.46,44.62,121.49,76.82,75.51,148.52,85.8,125.39,105.58,94.48,62.82,66.4,102.85,102.7,52.42,59.28,28.54,82.05,46.93,45.02,79.06,75.28,145.01,50.61
20/03/1995,112.22,93.02,97.38,76.7,86.26,80.37,76.79,110.94,50.5,61.46,81.35,95.14,66.69,79.51,108.68,44.11,121.31,76.29,75.59,146.74,84.95,124.03,104.57,93.26,62.89,66.51,101.72,101.56,52.67,59.37,27.37,81.92,46.5,44.6,79.36,74.4,142.45,50.89
21/03/1995,112.22,93.02,97.38,76.7,86.26,80.37,76.79,110.94,50.5,61.46,81.35,95.14,66.69,79.51,108.68,44.11,121.31,76.29,75.59,146.74,84.95,124.03,104.57,93.26,62.89,66.51,101.72,101.56,52.67,59.37,27.37,81.92,46.5,44.6,79.36,74.4,142.45,50.89
22/03/1995,111.44,92.58,95.34,75.96,84.74,79.01,76.08,109.43,50.42,60.44,80.05,93.71,64.81,78.67,105.64,43.53,118.85,74.23,74.63,144.52,83.5,120.64,102.8,92.11,62.53,66.22,100.65,100.49,51.51,58.68,27.37,80.54,45.9,44.03,78.16,74.67,141.21,50.81
23/03/1995,110.81,90.69,93.96,75.74,83.88,78.43,75.77,108.91,49.53,59.79,79.19,93.35,63.37,77.09,104.85,43.31,118.18,73.41,74.23,142.66,83.29,117.15,101.59,91.92,62.7,65.18,100.12,99.97,51.1,58.35,25.49,80.2,45.4,43.52,77.44,74.4,140.71,50.04
24/03/1995,110.29,88.8,93.28,75.45,83.15,77.99,75.6,107.94,49.46,59.38,78.09,93.46,63.18,75.96,102.71,43.1,118.18,73.6,74.02,141.69,82.1,116.58,100.99,92.01,63.5,64.86,100.53,100.37,51.03,58.16,24.31,78.12,45.56,43.65,76.56,72.57,139.4,50
27/03/1995,112.4,92.4,95.18,75.79,84.83,79.11,77.05,109.48,49.39,60.39,78.6,94.25,65.64,78.79,104.08,43.35,120.42,75.07,74.53,146.74,83.06,120.03,103.62,93.78,64.48,65.96,101.29,101.14,52.14,58.32,24.78,78.17,46.65,44.69,77.06,70.46,140.64,49.87
28/03/1995,114.59,101.68,98.72,76.59,88.1,81.06,79.05,112.53,50.03,62.49,79.59,95.09,72.96,86.59,108.67,46.61,123.94,77.51,75.72,151.77,84.32,126,107.18,97.04,66.7,69.71,102.91,102.75,53.41,59.47,27.01,82.66,48.54,46.52,79.39,71.78,145.97,50.48
29/03/1995,114.37,98.16,98.74,76.41,88.71,80.97,78.93,112.34,50.08,62.94,80.82,94.95,70.55,83.9,109.26,47.25,123.36,76.86,75.75,150.4,84.09,125.29,106.96,96.94,65.5,69.58,102.26,102.11,53.96,59.75,27.6,82.22,48.61,46.6,80.58,70.99,145.55,50.66
30/03/1995,115,98.12,99.36,76.25,90.27,80.8,79.39,112.8,50.62,63.44,80.53,95.82,71.74,84.22,110.18,47.14,123.89,77.47,76.46,151.19,85.1,125.93,107.67,97.55,65.83,69.39,103.25,103.09,53.6,60.65,28.54,81.71,48.73,46.73,80.32,70.81,145.68,51.16
31/03/1995,116,96.04,98.97,73.36,90.38,80.41,79.69,112.14,50.94,63.47,80.86,93.65,69.43,82.22,107.54,46.52,123.63,74.81,75.22,150.73,84.68,125.48,107.17,97.27,65.53,67.79,100.91,100.76,54.36,60.16,26.31,82.49,48.77,46.73,80.24,70.99,144.01,51.36
3/04/1995,111.32,90.63,94.37,71.34,85.13,76.81,76.28,106.57,49.77,60.42,77.9,89.44,66.47,77.96,103.16,45.07,118.91,72.93,72.55,143.33,80.56,120.67,102.2,92.81,62.28,65.08,97.59,97.45,51.83,58.23,26.31,78.85,47.34,45.37,77.44,69.85,138.86,50.08
4/04/1995,112.27,92.14,96.06,71.93,86.78,78.28,77.25,108.24,50.78,61.2,79.34,90.7,68.33,79.5,105.19,46.5,120.69,73.75,73.37,145.56,81.19,122.43,103.64,94.49,63.72,66.37,99.59,99.44,52.23,58.86,27.01,80.68,47.69,45.71,79.16,73.09,141.49,51.04
5/04/1995,112.72,93.03,96.98,72.88,87.75,79.04,77.54,109.03,51.13,61.64,79.11,91.68,68.83,80.2,105.99,46.67,121.79,74.8,73.73,147.29,81.63,123.47,104.68,94.83,64.82,66.7,100.52,100.36,52.24,58.82,28.19,81.28,47.84,45.88,79.09,70.73,142.23,51.51
6/04/1995,112.12,92.32,97.19,72.69,87.69,79.38,77.2,108.76,51.13,61.33,78.94,91.58,67.98,79.47,107.07,46.09,121.16,75.31,73.58,147.57,81.65,123.51,104.62,94.52,64.61,66.54,100.08,99.93,52.13,58.75,27.72,80.54,47.43,45.48,78.68,70.99,142.74,51.44
7/04/1995,110.77,92.23,96.9,73.09,87.01,79.15,76.57,108,51.02,60.84,78.4,91.09,68.26,79.51,107.06,46.27,120.65,74.69,73.12,146.25,81.53,123.64,103.74,94.22,63.68,66.54,99.18,99.03,51.45,58.18,27.25,81.04,46.97,45.04,78.39,71.69,140.76,51.26
10/04/1995,112.92,94.28,98.78,74.31,88.77,80.88,77.81,110.05,51.68,62.02,79.97,93.19,70.77,81.59,109.3,46.93,124.06,76.79,74.37,149.41,82.74,125.55,105.94,95.35,64.98,68.2,101.67,101.52,51.69,58.97,27.48,82.22,47.43,45.48,79.82,73.09,141.16,52.01
11/04/1995,113.74,94.78,99.03,75.12,89.15,80.64,78.31,111.28,51.57,62.52,81.04,93.28,71.94,82.28,110.2,47.87,123.34,78.5,74.77,150.27,83.49,126.32,106.84,95.87,65.4,67.98,102.49,102.34,51.75,59.42,28.19,83.87,47.73,45.78,81.05,73.09,142.56,51.92
12/04/1995,114.15,95.3,99.51,75.98,89.73,80.92,78.65,111.11,51.26,62.64,80.85,94.07,71.86,82.46,110.51,47.83,122.76,78.81,75.01,151.55,83.47,126.99,107.39,96.38,65.73,67.09,103.91,103.76,52.11,59.38,28.07,83.71,47.99,46.02,80.89,71.87,142.98,51.52
13/04/1995,113.88,95.72,100.48,76.8,90.37,81.5,78.51,111.35,51.48,62.91,80.57,94.31,72.49,82.9,111.37,46.98,122.98,79.31,75.45,151.94,83.6,128.99,107.79,96.28,65.66,67.22,104.11,103.96,52.48,59.72,28.31,82.45,47.88,45.92,80.27,72.65,144.2,51.83
14/04/1995,111.91,93.34,98.63,75.16,88.95,79.93,77.14,110.44,51.52,61.8,79.8,92.49,70.13,80.7,110.04,46.57,121.61,78.16,74.17,148.75,82.87,126.24,105.75,94.58,64.47,65.69,102.96,102.81,51.9,58.78,28.31,81.83,47.15,45.23,79.52,72.65,142.39,51.88
17/04/1995,112.62,95.1,99.97,75.68,90.23,80.56,77.69,111.74,52.27,62.7,80.16,93.77,71.68,82.22,111.29,47.24,123.23,78.51,74.95,150.79,83.65,128.79,107.14,95.36,65.1,66.51,104.38,104.22,52.71,59.35,28.66,81.67,47.71,45.76,80.12,71.69,141.5,52.6
18/04/1995,111.94,94.78,99.42,75.53,89.81,80.14,77.41,111.52,52.18,62.19,80.38,93.23,70.99,81.77,110.3,46.92,122.79,77.98,74.81,150.11,83.67,128.02,106.47,95.31,64.99,65.78,104.56,104.4,53.38,59.22,28.31,81.76,47.21,45.28,80.1,71.78,142.26,52.48
19/04/1995,111.36,96.24,99.95,76.43,90.37,80.52,77.13,112.49,53.06,62.38,80.56,94.33,71.81,82.93,111.78,46.92,122.95,78.32,75.4,150.28,84.36,128.47,106.71,95.15,65.55,66.71,106.04,105.88,53.36,59.56,28.19,82.34,47.07,45.15,80.23,71.34,143.33,53.36
20/04/1995,113.15,96.88,101,77.58,91.39,81.42,78.24,113.8,53.27,62.77,80.59,95.12,72.98,83.77,112.56,47.65,124.16,78.61,76.18,151.84,85.16,129.69,107.56,96.33,66.31,67.61,108.53,108.37,53.69,60.23,28.66,82.68,47.75,45.81,80.62,71.25,144.57,53.6
21/04/1995,114.87,98.66,102.4,77.58,92.83,82.46,79.52,115.42,53.61,63.49,81.07,96.29,75.34,85.56,115.88,47.86,126.06,79.72,77.02,154.13,86.4,130.98,109.01,98.04,67.22,68.32,109.2,109.03,53.52,61.23,28.66,82.68,48.66,46.67,81.07,70.99,146.22,53.87
24/04/1995,113.77,97.25,101.65,76.76,92.42,82.04,78.6,114.53,53.02,63.04,80.45,95.55,74.63,84.44,116.05,47.8,124.75,78.98,76.36,152.64,85.77,129.05,108.07,96.66,66.75,67.37,108.8,108.64,53.07,60.63,28.19,82.37,48.17,46.19,80.6,70.55,145.4,53.19
25/04/1995,114.68,98.53,101.77,77.27,92.6,81.94,79.27,114.81,53.01,63.46,81.25,95.97,75.17,85.34,115.96,48.05,124.81,78.72,76.75,152.75,86.43,129.52,108.38,97.54,66.92,67.56,108.58,108.41,53.35,60.93,27.84,82.48,48.2,46.22,81.29,70.64,144.83,53.22
26/04/1995,113.93,99.04,101.22,76.7,92,81.77,78.6,114.01,52.22,62.93,80.97,95.15,74.87,85.52,114.65,46.97,123.28,78.84,76.32,151.33,85.96,128.61,107.53,96.46,66.91,67.29,108.7,108.54,52.72,60.77,27.01,82.62,47.79,45.81,80.54,69.76,143.28,52.53
27/04/1995,112.96,100.39,101.53,76.87,92.84,81.9,78.33,114.28,51.92,63.05,81.13,95.36,75.62,86.53,115.02,46.65,123.7,78.52,76.24,151.65,86.14,128.48,107.69,96.79,67.29,67.49,110.59,110.43,52.9,60.4,27.01,82.7,47.71,45.74,80.49,69.24,144.54,52.28
28/04/1995,112.97,100.28,101.35,77.08,92.85,81.78,78.22,114.15,51.85,62.88,81.72,95.04,75.8,86.54,115.41,46.22,123.59,78.83,76.15,150.6,86.16,127.81,107.25,96.45,66.8,67.63,109.26,109.09,52.89,60.33,27.37,83.01,47.47,45.51,80.69,69.24,145.3,52.22
1/05/1995,113.06,100.66,101.28,77.23,93.08,81.73,78.11,114.01,51.74,62.47,81.64,95.24,75.87,86.78,114.51,46.14,123.01,78.75,76.16,150.57,86.34,127.52,106.93,96.05,66.82,67.84,110.7,110.54,52.62,60.29,27.48,81.86,47.35,45.4,80.59,69.94,145.56,52.11
2/05/1995,114.17,103.58,102.76,78.72,94.41,82.64,78.89,115.39,52.68,62.89,82.72,96.73,77.6,89.01,115.39,46.65,124.51,79.92,77.33,152.11,87.25,130.15,107.91,97.03,67.35,68.31,113.29,113.12,54.13,60.9,28.07,82.81,47.65,45.7,81.61,70.03,147.1,53
3/05/1995,114.17,103.58,102.76,78.72,94.41,82.64,78.89,115.39,52.68,62.89,82.72,96.73,77.6,89.01,115.39,46.65,124.51,79.92,77.33,152.11,87.25,130.15,107.91,97.03,67.35,68.31,113.29,113.12,54.13,60.9,28.07,82.81,47.65,45.7,81.61,70.03,147.1,53
4/05/1995,114.17,103.58,102.76,78.72,94.41,82.64,78.89,115.39,52.68,62.89,82.72,96.73,77.6,89.01,115.39,46.65,124.51,79.92,77.33,152.11,87.25,130.15,107.91,97.03,67.35,68.31,113.29,113.12,54.13,60.9,28.07,82.81,47.65,45.7,81.61,70.03,147.1,53
5/05/1995,114.17,103.58,102.76,78.72,94.41,82.64,78.89,115.39,52.68,62.89,82.72,96.73,77.6,89.01,115.39,46.65,124.51,79.92,77.33,152.11,87.25,130.15,107.91,97.03,67.35,68.31,113.29,113.12,54.13,60.9,28.07,82.81,47.65,45.7,81.61,70.03,147.1,53
8/05/1995,112.24,104.67,102.81,78.73,94.45,82.95,77.93,115.61,52.39,62.67,82.76,97.11,78.82,90.08,115.96,46.96,124.09,79.53,77.41,151.02,87.55,129.61,107.34,96.45,68.18,68.97,112.57,112.4,53.96,61.04,27.84,82.57,47.54,45.59,81.8,69.5,146.2,52.66
9/05/1995,110.7,104.28,102.11,78.54,93.59,82.48,76.91,115.27,52.07,62.36,82.33,96.49,77.93,89.57,115.4,47.05,124.06,78.78,76.97,150.34,87.21,128.77,106.78,95.25,68.14,68.42,111.36,111.19,53.57,60.61,27.84,81.79,47.01,45.08,81.54,69.41,145.8,52.39
10/05/1995,108.15,104.26,101.08,78.03,92.36,82.18,75.31,114.83,51.9,61.3,82.16,96.42,77.36,89.29,114.23,46.46,123.61,78.34,76.81,148.7,86.95,126.85,105.4,93.55,67.5,67.93,110.18,110.02,53.58,60.52,27.01,81.7,46.01,44.13,81.12,69.41,145.37,52.25
11/05/1995,105.96,103.66,99.32,77.38,90.18,81,73.63,112.9,51.7,59.6,81.98,95.4,75.83,88.41,111.97,45.87,121.83,76.61,75.82,145.96,85.25,125.02,103,91.21,65.95,67.31,107.44,107.28,53.1,59.63,27.37,81.36,45.01,43.18,80.7,69.15,140.12,52.06
12/05/1995,106.91,104.47,98.78,77.31,89.86,80.65,74.37,111.82,51.43,59.58,82.01,95.19,76.41,88.97,111.16,45.51,120.17,74.36,75.68,145.51,84.3,124.01,102.52,92.27,66.21,66.84,107.72,107.56,52.96,59.54,26.07,80.1,45.77,43.88,80.54,68.89,140.1,51.75
