Date,FTSE USA H/C EQ & SVS - PRICE INDEX,FTSE USA TRAVEL & LEIS - PRICE INDEX,FTSE USA TOBACCO - PRICE INDEX,FTSE USA TCH H/W & EQ - PRICE INDEX,FTSE USA SUPPORT SVS - PRICE INDEX,FTSE USA S/W & COMP SVS - PRICE INDEX,FTSE USA REIT - PRICE INDEX,FTSE USA PHARM & BIO - PRICE INDEX,FTSE USA PERSONAL GOODS - PRICE INDEX,FTSE USA OIL & GAS PROD - PRICE INDEX,FTSE USA OIL & GAS - PRICE INDEX,FTSE USA NONLIFE INSUR - PRICE INDEX,FTSE USA MINING - PRICE INDEX,FTSE USA LEISURE GDS - PRICE INDEX,FTSE USA LIFE INSURANCE - PRICE INDEX,FTSE USA INDUSTRIAL MET - PRICE INDEX,FTSE USA INDS TRANSPT - PRICE INDEX,FTSE USA FD & DRUG RTL - PRICE INDEX,FTSE USA FD PRODUCERS - PRICE INDEX,FTSE USA FIN SVS L - PRICE INDEX,FTSE USA FORESTRY & PAP - PRICE INDEX,FTSE USA FXD LINE T/CM - PRICE INDEX,FTSE USA GEN RETAILERS - PRICE INDEX,FTSE USA GENERAL INDS - PRICE INDEX,FTSE USA INDS ENG - PRICE INDEX,FTSE USA INDUSTRIALS - PRICE INDEX,FTSE USA MEDIA - PRICE INDEX,FTSE USA TECHNOLOGY - PRICE INDEX,FTSE USA TELECOM - PRICE INDEX,FTSE USA UTILITIES - PRICE INDEX,FTSE USA AERO/DEFENSE - PRICE INDEX,FTSE USA AUTO & PARTS - PRICE INDEX,FTSE USA BEVERAGES - PRICE INDEX,FTSE USA CON & MAT - PRICE INDEX,FTSE USA ELTRO/ELEC EQ - PRICE INDEX,FTSE USA BANKS - PRICE INDEX,FTSE USA BASIC MATS - PRICE INDEX,FTSE USA CHEMICALS - PRICE INDEX,FTSE USA CONSUMER GDS - PRICE INDEX,FTSE USA CONSUMER SVS - PRICE INDEX,FTSE USA ELECTRICITY - PRICE INDEX,FTSE USA FINANCIALS - PRICE INDEX,FTSE USA HEALTH CARE - PRICE INDEX
19/01/1996,458.94,320.83,582.4,180.33,1554.66,176.63,66.44,294.51,418.79,215.63,217,266.14,505.38,205.81,186.26,264.74,236.55,230.28,423.68,275.8,204.28,165.4,231.43,205.56,171.8,275.33,219.28,178.62,336,259.49,292.68,199.52,502.71,214.32,290.02,206.25,210.23,246.46,400.11,350.57,271.74,239.77,349.31
22/01/1996,458.13,320.6,584.94,184.67,1549.25,177.84,66.81,293.75,416.28,213.8,215.65,264.29,520.71,207.63,185.95,269.93,236.05,228.51,425.22,276.77,209.6,163.01,234.43,205.94,177.24,276.57,218.95,181.97,331.38,258.26,292.25,208.73,500.06,215.16,290.48,207.52,214.03,250.71,414.19,351.28,270.26,240.32,348.76
23/01/1996,460.75,323.15,581.22,185.01,1542.67,175.67,66.17,295.96,413.97,211.34,213.32,262.57,520.49,207.67,185.39,275.48,238.61,228.52,424.48,276.25,205.64,162.8,236.95,205.75,177.03,275.02,217.69,181.53,331,258.67,289.39,209.24,504.88,217.4,287.98,207.37,213.17,249.19,414.93,352.9,270.74,239.75,349.87
24/01/1996,478.7,326.85,586.54,190.15,1547.46,178.86,65.62,300.63,419.66,212.27,214.02,263.08,513.31,209.21,187.38,275.94,239.84,230.39,434.37,275.59,205.63,165.48,235.87,207.09,176.88,276.98,219.38,186.04,336.16,260.57,289.74,211.44,511.82,218.74,291.71,208.81,215.43,253.19,418.93,354.19,272.94,240.71,356.65
25/01/1996,479.06,324.63,579.75,186,1550.83,175.44,65.43,298.16,414.29,213.32,215.26,262.14,523.32,211.09,187,273.98,237.4,229.4,428.17,276.17,210.43,164.13,234.25,207.63,175.21,277.99,218.96,182.14,333.56,259.23,289.23,210.34,506.51,219.15,294.93,209.09,215.8,252.47,418.44,352.58,271.57,240.78,353.6
26/01/1996,482.62,328.52,579.29,186.9,1553.72,176.54,65.53,303.68,420.09,215.22,217.1,264.11,524.48,211.98,186.99,272.5,238.42,229.74,431.5,280.7,209.75,165.12,235.06,209.13,176.87,280.09,221.29,183.09,335.42,259.7,291.11,212.17,510.43,220.38,297.19,209.34,216.81,254.69,421.53,355.46,271.77,242.15,357.47
29/01/1996,483.52,330.55,579.85,186.55,1542.86,178.08,65.27,304.94,416.55,215.96,217.82,266.6,525.37,213.42,187.64,276.18,238.67,229.66,431.9,283.24,214.35,166.3,234.74,210.03,178.7,280.74,221.02,183.33,337.54,260.34,293.08,214.08,512.37,221.92,296.1,211.91,218.74,255.82,425.08,355.51,272.25,244.64,357.99
30/01/1996,490.43,337.06,589.47,189.26,1541.52,179.39,65.11,312.82,414.67,214.94,216.92,267.9,528.12,215.09,189.14,287.11,238.95,230.38,439.24,289.81,223.74,166.8,235.65,212.52,182.15,283.71,222.71,185.6,338.57,260.39,294.9,217.73,515.6,220.86,298.81,213.87,223.88,260.47,431.19,357.7,272.29,247.4,363.42
31/01/1996,491.5,340.9,578.73,190.54,1549.46,182.09,64.33,315.63,414.11,217.23,219.17,273.8,531.31,214.77,194.47,286.24,243.74,231.99,440.55,296.52,225.61,168.87,241.32,214.14,182.55,286.25,225.31,187.32,342.59,261.72,295.04,216.95,515.56,223.39,303.59,217.21,224.93,261.55,429.91,363.09,273.36,252.12,364.1
1/02/1996,487.47,337.33,580.88,194.59,1550.41,184.57,64.75,316.3,413.38,220.46,222.74,271.63,551.73,214.48,193.39,286.63,242.9,237.31,440.64,293.61,223.95,168.98,248.42,214.59,181.84,286.4,225.55,190.86,343.6,260.77,295.33,220.95,516.35,222.89,303.72,215.89,226.12,264.4,435.4,365.33,271.85,250.33,363.97
2/02/1996,487.24,335.73,579.38,195.21,1551.64,183.73,64.24,314.22,412.98,218.84,221.43,270,560.23,212.57,191.39,287.94,243.97,233.73,435.74,289.16,222.4,168.06,246.86,214.68,181.85,286.92,225.07,191.03,341.37,259.58,296.14,215.9,513.58,223.3,304.62,215.66,225.18,262.89,427.16,364.37,270.51,248.87,362.19
5/02/1996,487.68,337.42,589.86,202,1554.41,187.57,63.41,316.06,412.04,218.03,220.81,270.12,566.23,212.91,192.09,286.32,244.14,234.54,436.84,291.45,222.92,170.28,249.7,216.08,182.28,289.47,224.62,196.88,345.53,261.04,301.04,217.45,520.03,222.56,307.36,216.99,226.46,265.51,429.55,366.07,271.95,250.15,364.26
6/02/1996,488.69,341.39,587.53,205.81,1532.07,187.28,63.62,313.29,409.71,218.4,221.13,275.69,564.89,213.41,192.96,288.58,249,236.09,445.59,295.29,224.54,173.69,250.41,217.4,183.45,291.84,228.59,199.4,351.99,261.54,301.57,217.94,525.05,223.69,311.48,218.78,227.86,267.03,430.52,369.97,272.67,253.05,364.45
7/02/1996,491.88,346.69,588.9,202.15,1515.84,186.86,64.49,318.43,414.35,218.19,220.58,274.39,551.34,216.53,193.87,289.95,248.9,238.37,444.7,299.6,224.03,176.19,255.3,218.64,183.97,292.35,229.81,196.76,356.88,263.02,304,218.47,536.88,226.65,310.06,220.68,228.43,267.6,433.07,373.9,274.28,254.84,368.57
8/02/1996,497.26,350.52,595.71,203.09,1532.81,190.74,64.24,321.12,425.25,221.99,223.99,279.66,543.4,218.79,195.4,291.24,251.76,241.6,454.77,303.54,222.65,175.56,256.74,221.51,185.81,294.79,231.6,198.61,356.23,263.28,305.4,215.34,545.59,229.53,311.9,223.82,229.2,268.88,429.92,377,274.18,258.51,373.85
9/02/1996,500.04,348.62,599.72,202.74,1541.76,191.27,64.14,320.66,432.58,222.82,224.7,277.84,540.61,217.17,195.73,287.65,252.44,243.08,457.02,305.78,221.55,175.25,256.44,220.75,186.76,295.11,231.54,198.54,355.88,263.81,307.91,216.93,545.81,228.08,311.92,223.3,227.89,267.64,431.25,376.61,274.49,258.32,375.36
12/02/1996,502.64,349.67,608.14,203.68,1560.01,190.73,63.64,323.53,428.1,225.59,227.26,278.69,538.4,217.81,198.04,290.08,252.61,244.29,457.77,307.73,224.1,178.41,257.89,221.65,191.05,297.17,230.16,199.02,361.81,265.77,310.44,220.26,545.6,230.77,313.14,224.52,231.45,272.64,436.33,377.82,276.82,259.74,376.83
13/02/1996,502.35,349.27,606.49,200.01,1575.08,190.5,64.24,323.39,430.69,226.08,227.78,280.8,540.25,218.92,199.63,287.17,252.95,243.37,455.56,306.98,221.05,177.11,256.13,221.9,191.22,296.99,230.92,196.43,359.31,266.56,309.69,220.13,547.14,229.83,312.66,225.08,230.09,271.8,436.78,376.97,277.6,260.45,376.86
14/02/1996,496.43,350.76,602.72,199.5,1574.37,190.69,65.19,321.46,423.57,223.79,225.92,278.49,552.9,217.06,198.43,284.59,252.98,242.9,453.22,305.2,217.63,173.18,256.87,223.74,191.92,296.72,231.83,196.13,352.08,264.23,310.17,219.84,545.24,228.5,309.34,224.29,228.39,270.45,435.3,376.88,275.16,259.13,373.94
15/02/1996,488.31,348.67,595.9,199.1,1574.42,190.94,65.19,320.61,425.74,225.61,227.41,278.8,543.31,217.41,197.9,280.9,250.29,242.41,452.06,303.01,215.22,169.48,253.95,224.6,190.56,295.89,231.59,195.94,345.28,264.37,307.22,213.59,543.94,229.18,308.27,224.39,227.25,269.7,426.65,374.7,274.84,258.78,372.15
16/02/1996,481.53,348.47,598.53,201.86,1560.5,190.17,65.62,318.06,424.22,223.58,225.51,276.26,544.33,217.45,196.88,279.48,249.75,243.12,449.51,300.11,212.87,167.69,250.97,220.97,188.91,293.39,229.12,197.59,342.12,262.87,306.29,214.44,538.92,227.64,306.75,222.76,225.55,267.79,427.89,371.75,273.18,256.73,369.5
19/02/1996,481.53,348.47,598.53,201.86,1560.5,190.17,65.62,318.06,424.22,223.58,225.51,276.26,544.33,217.45,196.88,279.48,249.75,243.12,449.51,300.11,212.87,167.69,250.97,220.97,188.91,293.39,229.12,197.59,342.12,262.87,306.29,214.44,538.92,227.64,306.75,222.76,225.55,267.79,427.89,371.75,273.18,256.73,369.5
20/02/1996,477.25,341.06,595.5,203.12,1555.41,189.32,65.4,311.45,417.59,221.77,223.56,271.47,534.81,216.93,193.62,273.55,249.05,242.5,444.83,294.28,210.64,164.67,247.57,220.05,188.81,292.06,226.65,198.19,336.52,258.36,305.23,212.24,538.12,224.03,304.75,219.01,222.94,265.24,424.47,367.58,268.4,252.27,364.97
21/02/1996,484.91,347.41,605.31,207.56,1563.89,193.26,65.84,311.58,414.77,224.12,225.91,270.92,539.93,217.12,194.3,276.23,253,243.18,444.44,297.18,212.62,167.44,252.29,220.97,193.62,295.19,228.95,202.47,341.68,258.68,309.18,212.66,546.96,227.57,307.89,222.81,225.51,268.4,425.18,373.61,268.82,255.02,367.17
22/02/1996,491.12,352.93,616.62,214.73,1590.08,196.29,66.35,316.87,414.69,227.83,229.49,274.83,542.57,219.18,197.16,280.66,257.52,246.49,447.91,302.3,216.06,168.87,259.95,226.12,196.66,300.86,231.45,208.33,344.77,260.92,312.13,217.74,561.57,229.04,314.6,225.51,228.59,272.01,433.55,380.94,271.26,258.54,372.59
23/02/1996,490.6,353.6,618.83,215.02,1597.96,196.72,66.43,317.73,416.49,225.06,226.98,277.25,546.97,217.24,197.47,284.25,256.62,246.98,449.77,305.21,216.03,168.15,261.88,227.55,196.72,301.28,231.67,208.66,343.54,259.02,311.62,214.76,563.4,229.12,314.37,227.92,229.89,273.84,428.21,381.53,269.18,260.99,373.53
26/02/1996,487.29,348.66,620.01,213.19,1599.54,193.24,66.23,310.78,413.1,220.98,223.28,274.23,553.29,213.93,196.62,280.66,253.86,242.73,447.77,301.38,213.07,164.98,255.97,225.61,194.84,297.38,228.23,206.33,337.13,256.18,305.07,216.45,553.2,226.55,310.09,225.89,227.59,271.54,428.72,375.49,266.06,258.42,368.88
27/02/1996,484.27,346.6,615.51,212.68,1600.72,191.63,66.35,308.51,410.16,219.32,221.73,273.12,554.53,214.42,196.62,278.63,252.08,243.88,443.93,297.91,211.32,163.81,255.23,225.04,194.62,295.7,226.3,205.48,335.17,256.36,303.2,216.81,551.97,224.55,307.2,225.23,227.19,272.08,429.51,373.57,266.7,257.16,366.5
28/02/1996,487.5,351.46,615.73,212.31,1573.22,191.23,66.37,308.57,406.38,217.1,219.58,273.89,552.66,212.9,197.92,275.63,249.12,242.42,440.38,296.28,208.65,163.36,253.93,226.68,193.1,294.17,226.2,205.1,334.13,254.25,301.85,218.01,548.35,222.87,302.69,226.25,225.89,271.35,430.34,372.32,264.82,257.71,365.79
29/02/1996,485.44,350.45,610.84,205.76,1565.64,188.77,65.83,308.96,409.52,218.26,220.72,270.32,554.42,212.58,195.72,277.31,250.38,242.34,434.18,293.31,203.65,162.81,252.81,225.78,191.49,292.27,225.32,199.85,333.12,251.77,299.88,216.6,545.35,222.66,300.32,225.34,223.52,268.37,428.16,371.67,262.16,255.76,364.68
1/03/1996,494.59,351.15,614.91,195.9,1559.43,184.08,65.91,313.25,419.73,220.1,222.54,274.46,557.42,215.13,197.9,280.81,252.53,241.74,439.58,299.42,204.57,162.99,260.16,227.64,192.87,294.96,225.58,191.62,333.36,253.52,300.98,219.98,553.94,223.36,304.31,228.05,225.67,271.39,434.41,375.76,263.88,259.44,370.24
4/03/1996,498.3,358.13,625.48,192.99,1582.56,184.47,66.08,319.59,424.67,219.35,221.3,277.43,536.27,220.36,200.82,285.47,257.82,246.1,446.47,305.51,209.5,163.28,269.75,231.66,195.74,299.56,227.99,189.75,334.54,256.25,305.53,221.3,567.97,227.27,308.67,229.87,229.29,275.08,439.25,384.08,266.67,262.44,376.54
5/03/1996,497.6,359.61,638.16,197.54,1595.28,188.69,66.72,321,428.59,220.51,222.42,276.74,536.96,221.79,199.63,285.28,256.49,248.67,448.18,309.04,208.55,165.09,273.8,232.08,195.69,299.76,229.58,194.18,338.22,255.26,303.31,222.47,569.52,228.43,309.87,232.52,230.56,277.69,441.74,387.3,265.64,264.46,378.47
6/03/1996,495.75,359.06,634.5,192.47,1601.92,186.29,67.06,317.85,423.93,223.99,225.74,277.69,538.01,222.35,198.81,288.05,256.57,243.91,447.9,303.7,210.01,164.49,274.03,233.23,195.55,299.53,230.75,189.96,336.42,253.64,303.78,222.43,559.07,229.66,307.81,230.68,230.93,277.19,442,387.6,263.81,262.52,375.19
7/03/1996,504.05,360.27,638.18,192.16,1631.39,186.74,67.63,322.53,427.34,224.38,226.24,277.21,543.12,223.84,198.7,290.54,255.26,245.87,448.57,305.21,217.09,163.92,272.5,232.66,194.92,299.01,230.52,189.88,335.67,253.89,302.81,223.78,561.93,229.93,307.85,229.52,231.5,275.29,444.76,387.38,263.95,262.02,379.02
8/03/1996,485.29,348.8,612.97,189.15,1606.95,182.15,66.35,311.49,416.75,217.37,219.32,266.59,532.06,218.26,192.08,286.24,249.92,240.84,435.94,288.11,215.9,158.6,264.27,225.72,192.56,290.47,222.4,186.39,325.22,247.35,295.52,217.65,541.31,226.35,297.08,220.5,227.46,269.36,432.89,376.11,257.04,250.97,366.3
11/03/1996,486.74,351.29,625.58,194.34,1610.99,185.16,66.62,310.62,420.46,218.72,220.7,263.36,535.73,219.65,190.26,299.59,257.92,240.21,436.83,288.06,219.84,159.28,271.3,228.96,196.69,295.97,224.99,190.89,326.36,246.46,303.94,223.88,547.94,227.18,302.22,219.24,232.78,275.58,442.5,382.33,255.87,249.49,368.15
12/03/1996,482.5,351.18,627.76,191.45,1626.93,183.27,66.43,307.24,418.18,219.69,221.3,260.73,523.29,222.48,187.85,299.06,256.22,242.38,436.73,286.13,220.65,156.47,272.96,230.01,197.57,294.82,223.77,188.32,321.58,243.53,301.38,225.68,549.79,228.6,298.77,217.94,234.31,278.06,446.67,382.41,252.68,247.67,366.39
13/03/1996,484.49,353.62,604.04,194.46,1625.39,189,66.4,302.41,413.1,222.56,224.06,262.6,525.26,224.12,187.85,301.24,257.55,243,436.32,287.31,221.82,155.95,278.07,228.09,198.56,293.69,225.68,192.16,320.73,242.86,300.29,225.61,545.59,231.36,297.85,218.61,236.42,280.83,447.51,386.07,251.51,248.64,362.42
14/03/1996,482.08,357.23,574.72,194.82,1630.47,188.69,66.45,302.2,411.1,226.33,227.87,263.33,534.49,226.49,188.83,302.5,262.67,245.32,437.61,293.59,222.2,154.62,280.4,229,198.45,295.35,226.67,192.31,318.67,242.87,302.56,227.21,546.33,232.27,300.28,221.04,238.04,283.42,451.13,389.41,250.94,251.46,360.33
15/03/1996,483.21,356.37,589.01,201.3,1622.48,191.44,66.35,302.33,409.39,222.43,224.11,261.72,532.04,226.91,189.11,300.64,260.32,244.04,435.83,295.04,225.03,154.74,281.97,227.7,199.51,295.29,225.07,197.62,318.69,242.33,301.01,225.77,543.92,232.29,301.75,220.61,238.71,283.97,449.34,388.9,250.39,251.19,360.78
18/03/1996,487.38,355.3,565.32,206.77,1643.51,195.51,66.97,301.69,417.89,227.51,228.97,266.37,533.75,229.04,193.06,308.47,266.97,247.83,440.12,301.13,230.03,158.98,287.27,226.19,203.1,299.55,228.01,202.63,326.98,247.81,309.64,230.7,553.22,235.2,308.93,225.42,242.36,287.3,457.53,394.45,256.27,256.36,362.09
19/03/1996,481.16,350.44,538.03,204.07,1637.82,196.22,66.65,301.47,417.96,230.03,231.4,266.46,535.38,229.72,192.81,308.22,268.29,246.12,439.06,299.42,229.79,160.39,283.73,226.31,202.25,299.32,227.75,201,329.28,246.9,312.94,232.92,553.21,233.47,307.02,225.79,243.34,289.55,461.06,391.31,255.01,256.26,359.51
20/03/1996,483.3,351.48,554.69,195.98,1619.26,194.03,67.28,303.92,422.77,225.82,227.26,267.85,529.58,229.4,193.33,301.7,264.87,245.67,440.51,303.89,224.92,161.05,284.03,224.6,200.06,298.69,225.9,194.77,330.41,248.08,314.59,231.86,560.83,233.14,307.47,226.83,240.09,286.33,459.37,390.03,256.77,258.01,363.15
21/03/1996,487.81,348.3,543.28,193.93,1619.03,188.9,67.24,314.06,423.29,226.13,227.71,267.75,535.95,229.31,192.38,301.88,263.8,248.47,439.47,301.63,222.06,161.6,282.23,224.58,198.33,298.02,224.49,191.77,331.83,248.52,314.2,232.27,557.56,231.69,306.75,225.32,239.5,286.44,459.91,387.73,257.28,256.62,366.46
22/03/1996,488.01,349.82,540.12,194.57,1637.23,188.88,67.38,311.22,426.9,226.7,228.38,267.54,541.17,231.08,193.57,300.82,265.36,249.56,441.39,303.31,219.65,160.83,283.4,225.27,199.93,300.56,224.26,192.2,330.61,249.02,316.87,231.11,558.94,233.56,310.76,227.15,238.73,285.74,459.27,389.27,257.8,258.06,365.98
25/03/1996,484.4,347.52,545.25,189.1,1649.71,185.87,67.51,309.32,422.34,229.88,231.46,269.03,543.41,232.17,193.58,301.52,259.87,249.18,441.02,303.11,220.44,161.53,281.47,225.38,199.46,300.17,224.22,187.51,331.81,249.83,314.05,233.81,561.84,234.49,311.2,229.11,238.68,285.1,463.71,386.68,258.64,259.47,364.87
26/03/1996,484.25,347.4,553.57,189.47,1657.64,188.71,67.09,312.91,424.34,234.12,236.15,268.98,569.95,231.94,193.15,304.34,260.7,249.74,441.28,304.43,222.49,162.02,278.29,225.51,199.59,300.32,223.97,188.65,332.79,250.8,314.17,232.64,565.2,236.95,311.32,229.68,238.99,284.09,461.93,385.31,259.73,260,367.29
27/03/1996,481.16,346.11,548.11,191.83,1634.59,188.61,66.77,308.34,415.95,232.25,234.31,266.82,567.79,229.55,191.1,302.72,256.71,247.87,434.75,301.89,222.11,160.62,278.48,225,198.3,299.64,222.44,190.24,329.97,251.7,313.8,231.34,560.94,234.21,310.89,229.1,237.21,281.54,458.73,382.93,259.96,258.62,362.75
28/03/1996,481.69,345.36,550.9,190.75,1649.73,189.98,66.6,309.24,415.9,233.25,234.85,266.32,551.32,228.07,190.88,304.14,260.21,250.17,432.45,304.15,221.33,159.72,279.67,225.66,197.38,298.78,221.07,189.92,328.69,250.74,312.16,232.99,561.35,234.36,309.08,228.96,238.24,283.51,460.22,383.7,258.98,258.84,363.09
29/03/1996,483.83,346.5,544.89,191.84,1649.33,189.71,66.52,307.77,410.73,229.34,231.09,263.87,549.38,224.66,188.37,300.53,257.62,249.38,429.97,304.3,222.69,158.89,276.2,224.13,196.11,296.95,221.01,190.59,327.04,248.59,309.75,231.46,554.87,232.02,307.62,229.97,238.07,283.67,456.1,381.35,256.76,258.81,360.98
1/04/1996,488.83,350.15,559.8,192.98,1705.38,189.92,66.72,314.75,416.14,231.2,232.69,264.41,542.66,227.26,191.64,299.2,257.11,250.24,433.19,314.3,221.25,162.75,278.37,225.96,196.55,299.88,222.39,191.44,334.21,250.01,309.65,237.52,564.88,231.75,313.37,233.59,238.58,285.42,466.17,384.72,257.99,263.18,367.13
2/04/1996,492.05,352.23,561.67,194.67,1693.68,190.34,66.62,316.39,416.44,233.23,234.74,264.77,548.04,224.26,191.82,299.61,259.18,250.31,432.51,316.36,221.5,162.78,272.71,226.57,195.66,300.16,221.83,192.73,334.26,249.71,309.99,238.23,563.55,232.25,313.75,233.81,239.07,286.12,465.45,382.81,257.82,263.77,368.06
3/04/1996,489.73,353.94,572.35,196.98,1702.57,189.57,66.42,315.61,419.15,232.9,234.89,263.85,566.04,224.25,191.33,298.24,258.8,251.58,434.05,315.54,220.7,162.82,273.08,227.01,197.84,302.04,222.21,194.08,334.54,248.83,312.66,236.31,564.3,232.59,315.95,233.29,238.37,285.27,462.73,383.23,256.49,263.1,368.59
4/04/1996,489.28,353.78,571.38,196.18,1689.79,189.54,66.1,316.67,421.01,236.6,238.3,263.89,562.25,226.6,191.79,300.1,259.21,255.24,435.2,314.52,221.28,160.41,272.58,229.12,198.45,302.76,221.24,193.51,330.71,248.21,310.39,237.78,564,232.3,316.37,232.62,238.94,285.86,466.16,382.49,255.46,262.53,369.17
5/04/1996,489.28,353.78,571.38,196.18,1689.79,189.54,66.1,316.67,421.01,236.6,238.3,263.89,562.25,226.6,191.79,300.1,259.21,255.24,435.2,314.52,221.28,160.41,272.58,229.12,198.45,302.76,221.24,193.51,330.71,248.21,310.39,237.78,564,232.3,316.37,232.62,238.94,285.86,466.16,382.49,255.46,262.53,369.17
8/04/1996,481.53,349.93,559.42,198.13,1675.04,186.1,65.66,310.81,410.32,232.45,234.66,258.7,573.86,222.16,186.76,304.7,254.55,250.14,424.87,303.63,219.53,155.13,266.16,225.28,195.56,297.78,217.74,193.78,320.33,241.38,302.44,234.35,553.29,228.26,312.45,226.05,237.07,282.77,458.75,375.9,248.13,255.24,361.87
9/04/1996,478.61,348.43,552.34,198.49,1691.56,183.16,65.74,306.69,403.49,234.17,236.23,257.06,571.51,222.13,188.04,309.64,255.35,250.79,423.73,295.97,223.47,155.15,268.15,224.22,195.15,296.09,216.91,193.11,320.46,242.62,303.4,234.26,549.21,230.06,308.76,225.44,238.48,282.88,458.62,376.42,249.05,253.25,358.27
10/04/1996,466.08,339.24,541.19,199.87,1697.23,182.88,65.24,296.26,394.91,231.54,233.84,252.37,575.73,221.3,185.05,310.98,252.21,246.29,414.65,288.15,225.23,155.98,264.19,219.64,192.67,290.99,215.32,193.97,321.29,239.59,297.76,232.77,531.32,228.38,304,219.54,237.44,280.3,456.03,371.67,245.85,247.19,348.29
11/04/1996,460.81,335.51,540.14,198.26,1703.81,181.96,64.92,296.53,395.77,231.94,234.25,250.4,576.98,220.38,181.59,309.57,249.05,251.35,415.23,283.62,225.94,155.3,266.49,217.39,193.69,288.13,213.22,192.58,320.82,237.94,294.72,230.35,535.16,225.4,299.68,217.8,236.02,278.05,452.09,370.2,243.95,244.67,348.26
12/04/1996,468.68,339.37,548.73,194.39,1689.37,181.99,65.44,302.56,400.81,229.54,231.58,256.81,561.09,222.71,184.54,308.42,249.46,256.23,418.93,291.65,224.94,157.28,276.14,220.14,193.62,291.21,215.26,189.94,325.16,239.23,298.1,233.04,542.69,225.45,303.38,222.35,236.88,280.23,457.22,376.54,245.41,250.3,353.78
15/04/1996,475.01,345.08,550.53,197.41,1692.98,184.1,65.24,301.32,403.66,233,234.86,257.02,561.7,223.91,185.01,307.06,253.02,260.21,420.69,295.26,226.4,158.68,278.49,222.2,194.85,294.13,218.1,192.66,328.32,240.17,300.35,235.98,544.77,227.93,307.32,224.39,238.2,282.07,462.07,380.77,245.63,252.25,354.94
16/04/1996,477.74,349.25,558.83,203.09,1709.11,189.18,65.96,299.9,406.1,234,235.71,255.86,557.44,227.53,184.33,309.56,257.33,260.11,418.52,290.56,235.4,158.98,278.95,223.1,195.77,293.87,220.74,198.14,328.85,240.07,298.77,238.19,544.45,226.77,305.9,222.33,241.37,284.55,467.26,383.97,245.17,249.92,355.39
17/04/1996,472.44,348.51,552.67,198.19,1699.15,188.47,65.74,297.67,401.73,231.72,233.28,255.48,546.76,231.31,184.97,306.71,258.83,260.56,416.12,292.84,232.7,159.62,277.34,221.95,193.42,292.77,220.28,194.56,330.08,238.75,297.73,240.73,537.54,225.61,305.91,221.32,240.14,283.87,473.02,382.41,243.92,249.72,352.04
18/04/1996,474.74,351.47,551.11,201.72,1722.1,191.89,65.59,302.95,405.95,228.37,230.12,256.88,547.45,230.71,184.93,308.8,263.95,258.41,415.8,294.81,233.35,159.13,275.21,223.47,191.82,294.77,222.56,198.05,328.85,238.4,300.01,239.18,535.69,224.01,309.36,222.67,240.63,284.44,470.48,384.35,243.56,251.14,354.45
19/04/1996,473.83,353.06,544.39,202,1729.41,192.2,65.53,306.06,407.45,229.53,230.9,258.81,534.79,230.37,185.98,306.15,263.65,259.61,418.19,294.81,229.71,160.84,276.78,224.16,193.91,295.34,224.75,198.34,332.15,237.72,299.36,238.59,532.05,225.25,309.4,222.67,240.28,285.36,469.45,386.1,242.65,251.59,355.15
22/04/1996,469.75,353.08,543.38,204.69,1729.59,197.12,65.43,303.36,412.49,230.04,231.51,260.56,539.57,230.54,187.27,301.2,264.61,260.79,419.15,297.31,229,162.05,276.45,225.33,195.23,297.94,225.27,201.72,334.54,237.95,302.57,238.59,540.13,227.67,312.93,223.81,239.7,285,469.54,386.81,242.71,253.16,355.05
23/04/1996,474.14,351.64,544.12,209.96,1725.03,199.57,65.31,301.56,411.18,235.31,236.7,260.71,547.59,231.7,187.4,299.92,263.12,265.16,419.6,297.58,228.98,162.05,281.15,226.09,196.77,298.52,225.47,206.08,335.19,238.38,303.97,239.84,541.37,229.08,312.25,224.25,239.93,285.45,471.98,388.29,242.59,253.51,355.01
24/04/1996,470.32,350.11,539.16,215.36,1725.15,199.17,65.41,295.91,408.22,236.25,237.61,259.08,548.27,231.87,185.96,296.79,263.9,264.65,415.36,296.6,227.4,161.53,281.14,225.64,196.36,298.11,224.5,209.64,334.17,238.6,302.64,238.55,536.84,229.15,312.43,223.55,238.51,283.87,470.23,387.74,242.59,252.5,350.83
25/04/1996,471.83,353,542.55,217.39,1729.77,200.71,65.5,297.78,413.67,236.02,237.77,257.38,563.01,231.71,185.56,296.75,263.1,263.73,420.43,297.36,233.64,163.66,282.18,227.4,197.72,298.7,224.43,211.51,337.9,239.13,303.79,237.31,540.72,228.61,310.86,224.48,238.16,281.05,468.38,388.68,243.03,252.86,353.53
26/04/1996,471.79,353.74,551.82,216.67,1736.52,200.8,65.65,298.84,413.07,236.15,237.72,257.37,556.56,232.63,186.58,300.29,263.51,262.69,419.14,297.92,231.57,163.08,286.11,227.36,195.14,298.56,223.65,211.05,336.7,239.37,305.73,236.66,540.84,228.11,310.98,225.99,237.9,280.76,467.96,390.49,242.91,253.94,354.29
29/04/1996,475.36,353.08,553.04,215.17,1733.83,200.42,65.42,301.82,410.04,238.56,239.9,257.31,552.65,232.5,186.92,300.41,263.75,263.45,419.34,299.79,237.12,163.48,284,226.68,193.3,297.29,224.92,209.9,337.53,239.59,305.54,237.39,543.27,229.15,309.34,225.13,239.11,280.88,468.93,390.13,243.19,253.79,355.93
