Date,FTSE USA H/C EQ & SVS - PRICE INDEX,FTSE USA TRAVEL & LEIS - PRICE INDEX,FTSE USA TOBACCO - PRICE INDEX,FTSE USA TCH H/W & EQ - PRICE INDEX,FTSE USA SUPPORT SVS - PRICE INDEX,FTSE USA S/W & COMP SVS - PRICE INDEX,FTSE USA REIT - PRICE INDEX,FTSE USA PHARM & BIO - PRICE INDEX,FTSE USA PERSONAL GOODS - PRICE INDEX,FTSE USA OIL & GAS PROD - PRICE INDEX,FTSE USA OIL & GAS - PRICE INDEX,FTSE USA NONLIFE INSUR - PRICE INDEX,FTSE USA MINING - PRICE INDEX,FTSE USA LEISURE GDS - PRICE INDEX,FTSE USA LIFE INSURANCE - PRICE INDEX,FTSE USA INDUSTRIAL MET - PRICE INDEX,FTSE USA INDS TRANSPT - PRICE INDEX,FTSE USA FD & DRUG RTL - PRICE INDEX,FTSE USA FD PRODUCERS - PRICE INDEX,FTSE USA FIN SVS L - PRICE INDEX,FTSE USA FORESTRY & PAP - PRICE INDEX,FTSE USA FXD LINE T/CM - PRICE INDEX,FTSE USA GEN RETAILERS - PRICE INDEX,FTSE USA GENERAL INDS - PRICE INDEX,FTSE USA INDS ENG - PRICE INDEX,FTSE USA INDUSTRIALS - PRICE INDEX,FTSE USA MEDIA - PRICE INDEX,FTSE USA TECHNOLOGY - PRICE INDEX,FTSE USA TELECOM - PRICE INDEX,FTSE USA UTILITIES - PRICE INDEX,FTSE USA AERO/DEFENSE - PRICE INDEX,FTSE USA AUTO & PARTS - PRICE INDEX,FTSE USA BEVERAGES - PRICE INDEX,FTSE USA CON & MAT - PRICE INDEX,FTSE USA ELTRO/ELEC EQ - PRICE INDEX,FTSE USA BANKS - PRICE INDEX,FTSE USA BASIC MATS - PRICE INDEX,FTSE USA CHEMICALS - PRICE INDEX,FTSE USA CONSUMER GDS - PRICE INDEX,FTSE USA CONSUMER SVS - PRICE INDEX,FTSE USA ELECTRICITY - PRICE INDEX,FTSE USA FINANCIALS - PRICE INDEX,FTSE USA HEALTH CARE - PRICE INDEX
2/04/1998,756.6,556.58,700.24,369.57,2194.65,393.25,83.97,636.81,817.85,342.19,332.58,500.02,340.59,322.82,366.25,314.84,392.64,482.76,695.77,669.21,273.26,263.45,503.93,383.89,313.97,518.54,367.26,377.32,552.08,323.89,414.36,354.66,1007.41,299.28,616.47,476.73,315.41,400.28,686.65,622.95,320.64,530.49,650.52
3/04/1998,769.1,565.41,699.62,369.38,2205.21,395.21,83.72,639.34,810.93,339.79,330.77,501.45,362.53,322.5,369.3,312.62,394.74,485.85,688.79,683.23,271.16,264.66,507.42,383.16,314.02,517.17,369.02,377.84,554.75,322.47,414.24,358.07,1004.4,294.51,613.62,479.37,313.64,399.01,691.36,627.51,319.59,535.1,651.41
6/04/1998,762.98,560.65,685.68,362.44,2200.16,384.11,83.14,641.45,805.87,336.57,327.82,503.45,367.54,322.24,377.04,311.73,390.83,483.55,686.31,700.41,267.93,262.64,496.56,384.8,311.77,516.75,367.63,369.53,550.75,320.83,414.44,356.94,988.42,292.71,611.64,501.45,310.03,393.55,689.6,619.75,318.61,552.03,648.03
7/04/1998,756.59,549.35,658.55,353.12,2162.81,375.39,83.68,639.7,799.55,334,325.18,499.55,358.47,319.16,368.17,307.76,384.08,475.11,685.24,695.84,267.03,259.65,497.13,384.31,308.93,516.67,365.83,360.41,544,319.31,415.66,357.02,981.57,289.22,612.83,491.16,314.78,405.04,688.01,615.22,316.85,543.76,643.49
8/04/1998,749.87,546.32,695.15,356.65,2141.03,379.55,82.88,628.61,790.55,329.11,320.66,496.78,364.73,320.42,368.1,310.41,377.62,473.54,676.6,690.24,265.72,254.56,493.04,384.66,307.67,513.47,363.55,364.15,534.61,317.12,409.97,359.38,971.59,290.09,606.97,484.11,313.73,402.68,692.04,610.58,314.7,538.06,637.54
9/04/1998,754.13,543.94,705.55,359.27,2169.34,381.94,83.43,627.43,792.47,330.87,322.14,502.02,355.64,322.2,375.11,313.59,380.36,473.33,684.18,701.56,264.96,256.6,501.59,387.57,309.73,516.28,364.33,366.69,538.23,318.4,411.38,367.16,976.99,289.79,609.56,491.56,317.58,410.13,703.87,615.78,315.66,546.01,639.82
10/04/1998,754.13,543.94,705.55,359.27,2169.34,381.94,83.43,627.43,792.47,330.87,322.14,502.02,355.64,322.2,375.11,313.59,380.36,473.33,684.18,701.56,264.96,256.6,501.59,387.57,309.73,516.28,364.33,366.69,538.23,318.4,411.38,367.16,976.99,289.79,609.56,491.56,317.58,410.13,703.87,615.78,315.66,546.01,639.82
13/04/1998,746.58,546.05,697.28,357.65,2179.58,381.51,83.79,627.43,791.42,329.72,321.11,502.96,358.59,321.56,374.67,318.24,382.07,468.43,677.44,701.74,274.72,252.14,501.56,387.57,308.74,515.87,364.63,365.47,529.43,315.5,406.54,370.14,965.25,288.34,611.11,504.07,320.7,411.99,707.59,616.43,312.53,553.28,636.39
14/04/1998,742.96,556.42,701.51,363.98,2222.18,381.73,83.47,624.49,781.69,329.41,320.8,507.71,357.77,322.65,375.8,329.33,383.9,469.84,678.18,698.69,292.19,253.37,509.65,392,314.94,519.41,370.3,369.78,531.86,318.12,407.06,378.03,969.42,289.73,612.25,505.02,328.79,418.94,719.15,624.75,314.57,554.15,634.72
15/04/1998,738.99,555.07,699.61,372.01,2239.43,390.01,83.4,618.84,773.26,335.9,327.01,516.09,359.79,323.72,380.14,339.08,390.64,468.37,675.22,687.89,287.02,252.63,517.09,394.55,318.87,521.13,371.91,377.88,530.29,317.79,405.11,382.9,963.8,292.31,612.89,502.49,330.06,420.89,726.54,629.78,314.03,552.65,630.17
16/04/1998,725.39,504.2,696.61,366.24,2196.11,389.47,83.17,611.86,766.72,342.53,333.35,512.44,361.22,319.87,374.21,330.9,392.27,463.05,670.61,678.38,286.55,254.83,509.65,391.81,314.97,517.17,370.62,373.84,533.36,315.58,407.03,378.41,946.1,291.3,606.45,492.56,326.15,415.13,717.98,616.04,312.34,543.87,622.48
17/04/1998,744.69,514.09,695.11,368.35,2207.42,393.53,82.73,631.65,786.69,344.87,335.46,521.67,355.59,324.02,376.34,332.24,393.44,465.24,678.55,690.44,288.87,258.79,511.82,393.87,315.53,522.24,372.41,376.59,540.84,318.29,408.96,374.58,964.82,297.79,616.6,499.01,330.68,421.7,715.24,620.04,314.4,551.78,637.28
20/04/1998,745.51,522.77,696.83,376.75,2209.24,400.02,82.48,647.7,783.17,346.77,337.12,516.94,348.52,322.66,372.41,334.26,390.02,462.45,673.88,687.17,284.88,256.46,508.09,392.99,315.09,518.95,374.75,384.36,536.19,315.32,407.15,370.98,954.42,294.28,609.77,494.55,327.75,417.64,709.43,621.36,310.85,547.37,641.32
21/04/1998,739.08,524.64,688.45,389.99,2209.3,401.52,81.12,647.75,777.07,350.2,340.76,518.73,367.18,325.28,373.61,334.17,390.13,462.03,665.6,679.9,292.59,254.51,510.07,393.22,315.34,519.29,376.52,393.73,532.61,314.42,407.87,371.02,947.64,293.71,609.97,492.3,328.59,416.52,711.07,622.71,309.84,545.03,637.86
22/04/1998,748.58,519.82,678.34,395.8,2194.95,409.27,80.59,642.3,784.31,347.21,338.18,521.04,379.43,326.11,376.21,334.42,390.71,457.19,664.62,684.93,287.79,256.09,509.35,390.05,312.48,515.67,374.34,400.18,534.66,312.79,408.94,369.99,966.03,293.86,604.81,499.63,328.06,417.22,710.17,620.66,308.62,550.82,639.15
23/04/1998,740.96,531.65,673.33,391.18,2166.63,394.46,81.04,638.75,793.56,347.99,338.87,517.07,377.09,326.11,372.3,334.48,385.64,455.05,663.5,670.98,284.43,253.38,503.8,386.69,310.79,510.85,369.23,392.19,529.46,308.81,401.97,363.1,958.49,290.09,599.62,491.04,326.32,415.8,700.64,615.87,304.08,542.19,636.55
24/04/1998,734.21,528.91,666.12,396.07,2139.47,390.16,81.47,634.34,784.76,344.44,335.3,504.01,367.74,322.97,366.16,329.08,377.55,451.55,653.4,660.22,279.77,249.78,493.71,386.36,304.3,506.83,364.98,394.05,522.42,307.44,395,358.76,943.25,285.65,595.47,483.9,321.74,410.44,692.73,606.98,303.48,533.12,629.95
27/04/1998,722.05,525.2,657.83,386.92,2068.95,380.78,81.19,615.92,772.07,346.25,336.69,493.14,351.93,318.99,355.65,325.41,367.94,437.5,638.82,639.95,272.6,246.17,483.49,378.46,294.75,497.09,357.54,384.82,513.63,303.91,389.4,353.58,930.32,279.01,585.48,468.36,315.74,403.29,683.15,595.42,300.12,517.35,616.78
28/04/1998,724.02,538.21,657.47,387.65,2067.65,381.89,80.19,622.26,757.91,344.37,334.99,491.07,356,320.7,356.53,322.03,366.22,439.2,640.77,640.86,276.92,244.41,483.4,378.56,294.88,493.79,359.92,385.68,510.74,304.98,387.69,353.28,911.46,280.69,577.19,469.86,314.35,399.2,683.77,598.8,301.43,518.11,616.14
29/04/1998,734.74,545.55,653.77,392.69,2125.54,389.24,80.46,624.92,761.86,348.7,339.22,493.76,361.5,322.06,358.41,323.75,370.37,443.97,643.66,651.56,275.75,244.86,489.78,381.52,295.66,498.55,364.45,391.48,512.34,305.8,389.43,357.83,919.62,285.64,585.46,472.1,315.56,400.65,690.89,607.39,302.3,522.14,619.94
30/04/1998,750.35,544.2,652.39,398.81,2182.19,388.08,80.81,639.94,774.59,348.54,338.95,503.41,355.9,324.25,366.44,329.02,372.14,456.93,660.14,666.45,281.2,248.38,502.65,387.99,301.36,509.97,372.05,395.19,520.78,311.47,394,358.99,939.18,292.39,603.92,480.68,320.53,406.02,693.83,618.28,307.63,532.39,632.75
1/05/1998,745.59,547.45,655.88,401.47,2185.43,384.7,81.28,630.8,781.23,361.32,350.92,505.72,348.2,321.93,370.78,329.16,370.4,459.62,662.97,675.64,280.65,250.73,503.36,390.81,302.78,512.13,376.5,395.86,525.45,310.91,398.89,363.16,942.37,293.99,603.63,489.48,324.01,412.87,698.18,620.83,306.45,540.04,630.34
4/05/1998,745.29,552.54,680.57,402.38,2189.13,383.07,81.53,635.87,784.59,356.52,346.37,503.13,348.67,323.08,374.44,328.88,375.45,455.67,666.4,673.04,285.48,255.67,507.27,391.09,301.74,511.06,377.18,395.93,533.65,311.16,399.32,364.34,943.56,295.84,600.74,483.44,326.66,416.02,700.51,624.32,307.13,535.97,634.45
5/05/1998,742.92,549.15,685.92,402.51,2183.39,382.1,81.58,632.82,778.48,354.56,344.49,500.53,348.05,322.57,375.46,327.55,370.64,449.57,661.41,665.72,281.07,253.35,506.15,388.95,299.24,507.3,373.9,395.7,528.49,310.9,396.99,360.54,943.46,294.24,595.35,477.28,325.84,416.7,694.96,620.45,306.04,530.64,632.14
6/05/1998,736.89,543.14,682.39,400.79,2160.67,377.72,80.87,623.31,767.49,353.71,343.58,494.97,343.2,320.41,369.57,323.62,364.44,443.49,663.4,651.85,281.1,249.18,501.55,386.93,297.19,505,373.09,393.1,520.02,308.82,396.73,368.25,936.92,294.47,592.6,469.7,323.46,412.66,704.28,615.31,303.86,522.02,625.59
7/05/1998,733.1,531.64,673.45,400.58,2165.31,369.01,79.92,619.78,759.34,347.47,337.37,491.67,330.3,319.39,367.37,320.42,363.68,441.48,657.43,647.4,278.13,245.57,501.36,384.44,296.88,499.93,368.46,390.08,513.21,307.7,391.21,372.44,927.58,292.62,584.41,465.51,319.23,406.34,709.45,610.96,302.49,517.98,620.68
8/05/1998,740.08,531.27,670.99,409.48,2182.72,379.05,80.03,635.78,762.9,349.08,338.94,496.88,332.51,323.14,369.78,321.78,368.3,443.27,665.74,657.71,280.14,247.32,503.73,386.07,299.33,505.17,371.38,399.36,516.64,308.92,396.18,376.86,939.05,293.1,593.25,468.33,320.83,408.41,717.85,614.99,303.86,522.73,629.79
11/05/1998,735.83,533.21,665.38,404.29,2182.7,371.18,79.86,635.31,764.6,347.97,338.02,496.87,338.06,324.43,369.03,322.6,365.12,446.01,667.63,650.48,283.53,245.96,506.8,386.38,298.64,505.03,372.81,393.28,514.64,307.98,393.46,376.96,948.07,292.35,594.07,469.15,328.61,422.76,718.78,616.24,302.67,521.71,630.28
12/05/1998,738.7,529.74,659.51,409.65,2167.63,376.55,80.23,642.17,773.65,349.61,339.38,496.4,329.24,327.25,369.04,324.02,365.2,444.27,665.6,659.78,287.86,247.27,517.7,387.89,300.97,506.43,370.55,398.64,516.71,308.63,393.76,378.67,955.07,294.1,594.82,476.07,331.16,425.57,722.86,619.42,303.54,527.36,634.44
13/05/1998,746.48,533.74,645.24,412.76,2151.03,380.13,80.05,641.83,779.49,350.05,339.84,500.72,330.9,327.93,371.97,323.56,369.49,449.92,668.08,660.99,285.88,244.34,525.64,389.21,299.89,509.49,371.8,401.91,512.39,305.86,395.08,387.36,949.29,293.12,601.48,473.89,332.96,430.27,735.28,624.61,300.66,527.34,634.9
14/05/1998,750.81,528.67,635.5,406.1,2154.62,384.43,79.72,642.82,781.44,351.1,340.88,497.8,332.99,328.29,374.03,322.92,371.62,454.38,671.62,660.09,288.21,244.13,526.62,391.72,303.13,509.85,371.44,398.85,512.75,303.93,395.21,389.23,953.09,295.55,597.89,472.13,333.18,429.43,738.08,624.46,298.79,525.72,636.35
15/05/1998,744.02,513.67,616.7,396.09,2138.84,382.65,79.29,638.51,773.52,349.14,339.05,497.24,334.5,327.38,374.61,319.45,368.01,447.92,666,661.85,281.1,243.37,523.67,392.9,302.19,506.28,372.08,391.55,510.32,303.45,393.91,385.02,937.82,292.69,587.96,473.91,328.87,424.83,731.71,619.65,298.36,526.99,629.82
18/05/1998,745.16,508.46,613.92,395.26,2124.96,373.18,79.39,648.5,788.55,343.02,333.03,496,325.34,327.31,374.21,311.72,362.84,448.68,662.37,657.55,276.54,244.19,522.62,388.25,301.4,503.19,372.97,387.88,511.9,303.09,390.46,382.34,942.62,290.08,586.9,472.61,325.51,421.99,727.97,616.97,298.07,525.13,635.33
19/05/1998,748.09,509.2,620.23,398.1,2123.34,378.86,79.18,653.15,784.35,342.68,332.62,496.48,321.18,325.29,373.81,308.16,361.62,452.84,664.97,658.64,274.12,242.79,526.3,390.58,301.11,505.1,371.94,391.65,510.09,301.74,390.59,383.61,948.18,290.51,589.44,476.58,326.64,425.84,728.49,617.84,296.6,527.69,638.03
20/05/1998,752.68,520.2,630.63,390.99,2129.76,374.46,78.8,659.31,795.2,339.48,329.62,499.23,322.78,323.7,375.52,309.65,364.67,453.93,673.5,675.57,277,248.3,531.37,392.87,303.21,512.34,373.74,385.44,520.14,303.53,389.58,390.88,974.11,290.02,605.77,483.4,328.58,428.45,737.56,624.15,298.39,535.45,646.28
21/05/1998,752.23,522.64,651.55,384.93,2113.15,375.57,78.81,645.62,788.69,336.27,326.69,499.25,328.52,325.97,374.88,309.73,361.98,454.5,673.86,676.91,272.85,248.26,536.38,391.18,303.17,511.24,374.05,381.73,520.16,302.28,390.43,396.43,969.96,289.89,604.4,481.99,326.57,426,746.61,625.81,297.03,534.84,641.12
22/05/1998,748.88,520.55,650.1,381.92,2095.03,370.48,78.79,641.5,784.64,336.11,326.44,496.13,324,325.7,375.38,307.82,361.27,454.24,673.8,671.93,270.75,248.79,535.35,387.77,299.37,507.15,370.95,378.04,521.07,301.58,391.68,398.26,964.75,287.66,598.6,480.52,326.9,428.35,748.98,623.02,296.13,532.52,638
25/05/1998,748.88,520.55,650.1,381.92,2095.03,370.48,78.79,641.5,784.64,336.11,326.44,496.13,324,325.7,375.38,307.82,361.27,454.24,673.8,671.93,270.75,248.79,535.35,387.77,299.37,507.15,370.95,378.04,521.07,301.58,391.68,398.26,964.75,287.66,598.6,480.52,326.9,428.35,748.98,623.02,296.13,532.52,638
26/05/1998,738.63,505.33,644.49,377.23,2073.67,362.76,78.26,630.57,770.56,330.9,321.13,491.98,307.57,321.6,371.09,300.8,359.28,446.9,667.75,660.66,263.32,246.26,527.44,383.02,294.29,497.75,366.1,372.35,515.32,299.3,384.89,397.93,955.75,283.69,584.25,472.75,318.7,417.01,746.02,614.29,293.81,524.7,629.06
27/05/1998,736.96,509.03,643.3,378.83,2093.22,367.82,77.77,637.89,770.71,331.35,321.47,488.11,303.67,319.65,365.51,300.92,354.91,451.3,664.03,653.32,256.48,244.9,525.73,378.12,291.18,495.26,362.95,375.1,513.6,298.85,378.91,395.29,965.27,281.81,587.39,464.43,317.35,417.27,741.18,612.41,294.16,517.32,631.95
28/05/1998,742.27,508.87,650.6,377.05,2130.77,369.61,78.77,635.07,777.53,333.76,323.78,490.66,304.95,322.79,369.45,299.41,355.09,455.79,666.45,658.23,251.5,245.99,536.51,380.69,292.42,498.38,365.09,374.49,516.32,302.74,379.8,398.98,969.18,282.42,591.82,467.25,315.79,416.22,748.19,619.24,298.04,520.75,633.52
29/05/1998,737.31,507.52,651.62,368.86,2147.2,365.27,79.67,625.49,777.7,332.96,322.9,488.82,299.46,322.45,367.73,294.85,354.07,454.7,664.82,659.47,247.92,245.72,538.57,382.22,290.01,497,365.2,367.57,515.65,307.38,382.55,395.78,965.68,283.92,586.3,464.49,312.21,411.04,743.57,619.61,303.03,518.95,628.92
1/06/1998,733.51,503.65,655.63,359.01,2150.92,357.88,80.53,623.23,786.76,329.46,319.29,489.87,286.41,320.95,368.33,292.86,347.37,460.32,670.8,667.1,249.64,247.84,546.53,381.82,288.25,495.23,366.17,358.54,520.37,315.04,381.08,397.53,978.74,282.85,583.52,466.87,310.7,407.97,745.07,621.53,312.31,522.02,630.71
2/06/1998,726.44,499.75,654.2,365.39,2131.24,365.38,80.08,620.4,785.24,328.1,318.18,491.1,294.93,320.76,369.57,292.75,345.21,463.44,671.86,668.26,249.78,248.28,546.4,386.34,285.97,494.94,363.22,365.28,521.68,313.83,372.33,408.43,979.92,284.84,582.54,469.68,311.09,408.31,760.01,619.24,310.99,524.16,628.6
3/06/1998,719.24,496.91,639,357.41,2088.41,360.04,79.74,616.79,784.59,323.72,314.03,489.58,295.16,320.28,367.11,290.74,347.88,467.64,670.82,660.9,250.32,246.75,539.62,385.96,283.49,491.01,361.09,358.17,519.63,314.46,371.56,407.64,976.27,283.73,573.94,462.71,311.55,409.68,758.62,614.22,312.03,518.35,624.9
4/06/1998,727.13,499.47,631.52,368.05,2103.51,368.63,79.32,631.6,787.64,330.61,320.58,495.94,295.02,321.38,368.51,289.56,347.67,472.24,669.64,664.04,253.08,248.2,546.32,386.96,283.82,495.3,362.51,368.14,522.99,313.49,369.18,407.59,983.79,284.47,585.27,466.15,313.31,412.27,759.22,618.85,310.87,522.23,631.96
5/06/1998,738.7,512.07,671.58,373.88,2152.92,371.52,78.86,647.06,802.53,338.53,328.11,499.6,295.47,325.46,370.48,293.74,351.47,477.62,683.56,676.44,253.5,253.03,558.69,391.17,287.63,501.22,367.52,372.99,532.54,315.53,373.68,409.73,1006.44,287.22,592.49,472.91,318.87,421.84,764.67,629.99,312.18,529.31,646.82
8/06/1998,745.12,512.25,681.16,375.36,2173.37,372.04,78.52,650.77,803.23,333.92,324,503.68,307.79,326.95,372.81,295.52,354.93,481.72,675.38,689.8,254.32,250.1,562.81,394.63,288.98,502.62,370.14,374.16,527.96,314.55,376.01,409.72,996,287.3,590.57,476.27,320.04,423.5,765.56,634.21,310.92,534.73,647.87
9/06/1998,745.39,516.92,692.37,380.2,2190.85,377.58,78.02,659,802.4,329.04,319.09,508.9,295.71,328.16,371.87,294.03,364.75,483.77,680.86,687.77,249.67,251.35,564.76,393.1,289.62,503.47,368.85,379.23,530.54,314.21,378.16,407.56,1002.49,286,593.37,473.95,317.05,419.86,763.33,637.08,311.43,533.89,652.56
10/06/1998,750.68,517.58,661.73,371.71,2175.68,373.32,77.93,659.13,788.73,324.98,315.17,507.36,292.57,324.25,371.13,286.38,360.89,483.89,679.44,682.62,243.49,252.14,570.9,387.7,285.34,499.31,366.85,372.13,531.98,317.18,372.93,402.94,996.48,282.86,592.83,474.89,311.56,413.44,754.56,637.64,315.39,533.04,649.27
11/06/1998,744.56,510.6,635.59,366.26,2152.3,368.78,77.47,649.7,770.87,317.81,308.03,497.28,277.57,318.76,365.34,278.71,358.49,479.53,675.66,669.7,237.52,247.21,566.03,381.86,277.91,491.72,361.32,366.98,522.42,318.63,369.8,392.15,979.19,277.1,584.15,468.61,305.49,406.35,736.29,630.36,317.86,524.56,639.3
12/06/1998,739.59,506,641.79,365.53,2147.09,371.12,76.82,661.57,771.96,324.26,314.15,500.28,276.84,318.13,363.28,274.94,355.47,480,674.24,668.12,236.73,250.08,563.38,382.2,276.86,493.94,362.58,367.28,527.65,318.33,369.34,388.41,988.61,277.69,590.45,466.76,303.92,404.15,730.75,628.6,317.34,523.51,644.2
15/06/1998,721.06,493.52,632.67,356.98,2084.69,368.92,75.74,650.97,764.23,315.92,306.05,487.27,269.18,313.24,354.07,269.24,353.07,478.19,668.38,646.46,231.52,246.62,546.88,374.17,272.84,485.07,354.75,360.84,521.14,316.14,360.08,380.93,980.37,270.96,581.92,458.19,294.85,390.52,717.42,614.09,316.32,511.23,634.67
16/06/1998,733.84,498.5,631,365.97,2116.78,381.89,76.43,658.67,771.47,322.31,312.34,486.1,279.14,313.51,355.14,272.99,354.11,478.01,669.23,649.26,230.86,247.7,549.11,378.34,274.12,489.54,361.91,371.15,523.04,315.42,357.8,385.15,979.19,268.83,589.55,457.53,297.93,396.65,723.42,619.71,315.21,511.27,639.98
17/06/1998,751.3,499.68,658.83,365.71,2166.09,388.08,76.4,667.59,787.04,330.88,320.66,493.52,287.39,314.78,361.73,276.88,354.4,487.09,686.08,673.33,235.82,252.35,560.63,387.1,280.77,500.14,367.45,373.03,532.89,315.2,360.76,394.02,993.48,274.5,603.44,468.04,303.03,402.99,736.45,628.52,314.33,523.83,651.93
18/06/1998,754.98,494.09,678.28,364.64,2151.82,388.26,75.98,673.11,793.21,325.73,315.6,487.97,279.47,312,361,275.74,352.93,489.1,682.32,672.92,231.3,252.15,561.76,389.66,280.71,502.19,370.59,372.38,532.85,315.5,361.8,391.35,1001.24,276.16,605.58,466.41,302.81,404.17,731.06,629.99,314.87,521.78,656.25
19/06/1998,753.5,487.86,667.11,363.85,2163.21,394.95,75.72,668.41,776.99,322.38,312.46,490.64,281.68,312.65,358.18,275.19,353.32,488.49,672.97,668.37,230.21,254.27,557.45,390.96,274.01,497.53,369.67,374.07,536.56,313.68,358.9,386.73,984.89,274.32,596.06,464.79,298.31,396.03,725.08,626.84,312.43,520.33,649.23
22/06/1998,751.29,493.6,669.3,372.56,2170.55,400.94,75.82,662.76,771.41,326.25,315.96,493.97,273.72,314,359.7,275.12,350.68,491,674.13,667.05,231.24,254.7,560.41,386.02,275.51,493.41,372.1,381.88,537.75,313.3,355.73,391.59,992.85,275.18,591.35,461.03,296.1,390.99,732.61,629.79,312.32,518.67,647.27
23/06/1998,756.85,503.41,678.45,383.51,2216.34,416.23,75.25,667.81,785.34,331.04,320.61,497.4,278.31,319.86,362.47,274.63,350.18,497.53,677.54,682.34,230.71,260.24,566.99,387.61,276.41,498.84,382.77,394.26,548.76,314.41,358.81,395.88,1009.78,274,602.37,462.86,297.24,393.86,742.12,639.2,313.22,523.45,654.05
24/06/1998,770.95,515.4,670.85,390.94,2233.28,426.37,75.16,680.87,794.71,332.41,321.76,508.33,271.23,328.51,370.33,272.99,351.01,496.24,677.57,695.4,230.38,251.17,573.67,388.99,279.16,504.6,390.86,402.59,532.27,314.26,365.45,398.4,1026.11,274.33,612.02,475.38,300.6,401.04,750.88,648.22,312.91,535.7,663.14
25/06/1998,768.65,513.42,668.46,388.64,2252.71,419.36,75.55,677.2,785.09,332.04,321.51,506.97,275.72,328.55,370.93,271.12,353.18,496.21,674.41,699.52,229.35,251.19,570.12,389.02,277.02,503.45,390.01,398.73,532.31,310.91,363.76,400.12,1025.84,272.55,610.68,475.4,298.7,398.38,753.28,647.01,309.03,536.38,659.85
26/06/1998,776.61,512.33,678.34,390.65,2227.06,423.21,75.12,684.06,791.51,329.45,319.1,510.44,278.19,329.76,373.81,277.73,353.22,494.86,674.57,699.35,234.02,250.26,570.75,389.3,278.52,505.66,390.08,401.35,530.41,313.16,369.57,400.21,1033.97,272.94,612.99,475.28,300.46,398.65,754.14,647.28,310.64,537.11,665.68
29/06/1998,783.86,517.51,674.11,394.93,2248.01,431.47,76.77,683.92,802.7,328.38,317.99,515.62,273.75,328.72,376.92,277.75,357.4,499.29,670.58,704.46,230.85,248.43,581.72,390.58,276.88,506.96,392.94,406.95,527.86,318,365.73,402.4,1034.93,273.97,617.54,478.45,298.81,396.3,756.53,655.44,315.14,541.17,667.4
30/06/1998,769.9,497.15,673.29,391.86,2275.83,432.84,78.52,675.94,795.69,327.67,317.5,518.11,282.45,330.21,378.21,279.94,357.76,500.58,665.41,703.8,233.65,249.47,570.66,392.37,279.46,508.84,394.98,405.35,529.94,318.04,371.79,401.72,1030.48,275.86,616.58,474.32,300.93,398.64,756.5,648.39,313.89,539.37,660.84
1/07/1998,781.4,504.49,691.96,397.19,2323.32,437.28,77.71,676.37,808.65,334.16,323.62,524.65,280,334.45,385.57,281.41,361.15,507.89,663.88,716.02,235.57,252.54,576.78,396.02,284.54,513.59,401.98,410.38,536.66,319.66,379.86,404.68,1037.74,278.72,619.08,487.7,304.22,403.6,763.18,657.35,315.86,551.11,665.77
2/07/1998,784.96,500.72,688.19,389.83,2305.65,427.83,77.76,680.26,812.2,335.33,324.62,527.44,275.48,331.06,389.48,280.13,359.93,507.5,662.39,720.59,234.13,251.88,579.04,394.04,283.7,512.57,400.08,402.33,535.4,318.85,383.45,403.73,1041.31,279.45,617.42,490.39,302.8,401.41,759.8,655.99,314.88,554.38,668.09
3/07/1998,784.96,500.72,688.19,389.83,2305.65,427.83,77.76,680.26,812.2,335.33,324.62,527.44,275.48,331.06,389.48,280.13,359.93,507.5,662.39,720.59,234.13,251.88,579.04,394.04,283.7,512.57,400.08,402.33,535.4,318.85,383.45,403.73,1041.31,279.45,617.42,490.39,302.8,401.41,759.8,655.99,314.88,554.38,668.09
6/07/1998,789.84,505.34,686.12,392.88,2285.97,432.18,78.32,689.96,828.4,333.79,323.16,535.96,275.18,333.41,396.74,276.64,365.78,515.65,666.83,732.34,234.18,252.89,594.67,395.34,284.66,515.2,403.62,405.81,538.55,319.24,384.9,412.63,1050.82,280.82,621.91,494.63,305.15,406.6,773.53,666.94,314.48,561.23,675.5
7/07/1998,792.43,508.16,678.94,396,2317.31,429.32,79.38,690.6,821.8,327.95,317.77,537.65,282.44,331.67,399.68,278.29,366.82,518.58,662.04,735.5,232.14,252.84,592.23,392.61,282.83,515.18,402.4,406.92,538.94,316.43,385.02,409.05,1039.02,280.33,625.87,496.08,302.17,401.12,767.52,667.23,311.8,563.32,673.27
8/07/1998,785.84,516.59,655.72,404.85,2386.99,437.22,79.18,695.16,822.59,329.43,319.06,540.97,277.31,332.06,403.03,277.12,367.83,523.11,662.53,748.59,232.75,253.8,602.47,394.08,282.86,517.89,407.53,415.44,541.4,316.39,388.65,415.46,1050.04,282.02,629.85,509.31,303.37,403.19,776.61,675.9,311.95,574.28,674.16
9/07/1998,785.5,519.66,672.74,407.21,2413.53,440.8,78.81,692.44,806.67,323.26,313.01,537.92,268.87,330.39,400,275.63,368.33,511.73,652.07,739.52,227.02,253.28,592.74,391.65,277.27,517.26,405.57,418.21,538.61,314.85,385.76,409.78,1041.32,277.03,634.99,505.11,292.77,385.4,767.75,671.52,310.93,569.31,670.14
10/07/1998,788.03,527.87,687.98,407.74,2397.68,444,77.79,697.87,828.11,322.61,312.32,540.8,265.35,330.27,404.32,270.3,367.09,519.65,651.41,747.96,225.1,254.41,599.95,389.65,279.23,516.1,407.11,419.63,541.93,314.4,384.59,404.31,1051.24,277.62,633.74,510.58,289.25,380.04,760.12,676.51,310.21,574.85,676.64
