Date,FTSE GERMANY AUTO & PARTS - PRICE INDEX,FTSE GERMANY BANKS - PRICE INDEX,FTSE GERMANY BASIC MATS - PRICE INDEX,FTSE GERMANY CHEMICALS - PRICE INDEX,FTSE GERMANY CON & MAT - PRICE INDEX,FTSE GERMANY CONSUMER GDS - PRICE INDEX,FTSE GERMANY CONSUMER SVS - PRICE INDEX,FTSE GERMANY ELTRO/ELEC EQ - PRICE INDEX,FTSE GERMANY FD PRODUCERS - PRICE INDEX,FTSE GERMANY FIN SVS L - PRICE INDEX,FTSE GERMANY FINANCIALS - PRICE INDEX,FTSE GERMANY GEN RETAILERS - PRICE INDEX,FTSE GERMANY GENERAL INDS - PRICE INDEX,FTSE GERMANY H/C EQ & SVS - PRICE INDEX,FTSE GERMANY HEALTH CARE - PRICE INDEX,FTSE GERMANY INDS ENG - PRICE INDEX,FTSE GERMANY INDS TRANSPT - PRICE INDEX,FTSE GERMANY INDUSTRIALS - PRICE INDEX,FTSE GERMANY NONLIFE INSUR - PRICE INDEX,FTSE GERMANY PERSONAL GOODS - PRICE INDEX,FTSE GERMANY PHARM & BIO - PRICE INDEX,FTSE GERMANY S/W & COMP SVS - PRICE INDEX,FTSE GERMANY TCH H/W & EQ - PRICE INDEX,FTSE GERMANY TECHNOLOGY - PRICE INDEX,FTSE GERMANY TELECOM - PRICE INDEX,FTSE GERMANY TRAVEL & LEIS - PRICE INDEX,FTSE GERMANY UTILITIES - PRICE INDEX,FTSE W GERMANY FXD LINE T/CM L - PRICE INDEX,FTSE W GERMANY LEISURE GDS L - PRICE INDEX,FTSE W GERMANY SUPPORT SVS L - PRICE INDEX
28/07/2014,380.08,55.19,789.66,867.6,189.08,421.04,102.09,93.02,255.36,171.1,143.97,79.15,485.8,842.08,838.64,1392.54,218.84,333.94,192.28,1008.13,1245.94,391.29,37.84,257.2,107.53,56.9,177.23,167.31,355.29,119.58
29/07/2014,382.27,55.22,794.65,873.08,191.41,423.73,102.01,93.02,254.72,173.76,144.61,78.82,487.95,841.84,840.05,1389.23,219.41,335.11,193.16,1014.21,1252.76,392.31,38.09,258.01,108.73,56.79,178.43,167.31,355.29,119.24
30/07/2014,378.76,54.64,794.46,872.88,186.7,419.81,101.47,93.02,249.11,174.27,143.23,79.06,484.22,846.26,844.56,1374.98,220.23,332.86,191.03,1007.81,1259.77,391.11,36.75,256.01,108.27,56.71,174.73,167.31,355.29,119.05
31/07/2014,373.05,53.2,775.63,852.19,181.83,408.92,98.17,93.02,241.66,172.37,140.21,78.03,481.9,873.39,861.42,1368.99,216.94,329.94,187.17,915.54,1255.65,385.21,35.25,251.19,106.73,53.63,171.08,167.31,355.29,115.51
1/08/2014,367.56,52.21,754.99,829.51,176.77,403.06,97.28,93.02,240.37,169.16,137.68,76.91,470.08,862.94,845.56,1332.78,212.87,322.28,183.68,901.61,1216.47,376.59,35.68,246.79,106.53,52.72,164.95,167.31,355.29,115.12
4/08/2014,369.1,52.02,745.9,819.52,178.38,403.52,96.26,93.02,239.45,168.78,137.19,75.05,467,856.63,840.64,1332.89,210.48,320.45,183.07,892.39,1213.04,373.46,34.99,244.35,104.69,52.42,164.98,167.31,355.29,115.27
5/08/2014,365.44,51.34,754.7,829.2,177.64,401.48,96.17,93.02,236.88,168.27,136.63,78.5,469.24,873.02,854.66,1343.39,214.53,322.11,183.09,901.38,1227.27,380.45,34.8,248.08,104.56,51.97,164.73,167.31,355.29,104.04
6/08/2014,361.66,50.97,754.1,828.53,175.02,397.9,95.17,93.02,229.98,165.41,135.41,77.52,468.93,874.34,850.77,1336.74,213.86,321.17,181.38,897.41,1206.59,377.24,34.58,246.06,101.86,51.37,162.72,167.31,355.29,101.24
7/08/2014,356.35,51.02,748.38,822.25,170.71,392.52,95.24,93.02,230.44,164.39,134.84,78.85,463.84,862.51,841.65,1332.29,211.1,317.54,180.01,872.59,1200.69,376.06,35.01,245.82,100.29,50.83,160.04,167.31,355.29,101.18
8/08/2014,356.94,50.8,744.53,818.02,170.63,392.71,94.96,93.02,231.91,166.49,134.91,77.89,463.53,852.61,831.47,1321.8,210.68,317,180.46,876.4,1184.61,373.37,35.02,244.33,97.98,50.2,160.97,167.31,355.29,99.52
11/08/2014,365.91,50.98,760.76,835.85,175.44,401.57,96.88,93.02,239.08,169.38,136.33,79.16,472.2,860.77,842.04,1363.84,215.54,323.71,182.69,889.97,1207.33,380.56,35.65,248.99,100.13,51.93,163,167.31,355.29,103.68
12/08/2014,360.72,51.04,750.35,824.42,172.98,395.13,95.96,93.02,232.83,169.86,136.29,78.66,465.65,848.96,830.4,1358.11,212.18,319.42,182.57,891.11,1190.39,377.22,35.16,246.64,98.61,51.72,160.29,167.31,355.29,103.17
13/08/2014,363.62,51.75,763.03,838.35,175.44,398.33,96.38,93.02,237.24,168.87,137.87,79.38,474.53,856.27,842.16,1364.17,214.03,324.24,184.8,898.74,1220.71,377.78,35.51,247.29,100.1,52.05,166.96,167.31,355.29,103.77
14/08/2014,365.03,51.47,763.99,839.4,178.04,400.68,97.08,93.02,241.84,171.19,138.27,79.41,478.02,865.39,849.78,1365.28,214.28,326.2,185.99,910.37,1227.85,378.99,36.06,248.51,99.36,52.73,165.48,167.31,355.29,104.02
15/08/2014,357.82,50.97,750.23,824.28,177.19,394.13,96.59,93.02,240.74,167.73,137.17,79.29,472.23,847.05,831.52,1360.24,212.45,322.96,184.92,902.4,1200.69,372.65,35.95,244.86,98.24,52.58,164.85,167.31,355.29,103.89
18/08/2014,364.98,51.55,765.06,840.58,180.89,401.23,97.7,93.02,240.56,170.65,138.61,79.74,480.17,862.46,845.73,1372.21,215.54,328.06,186.63,914.57,1218.57,380.7,36.6,250.02,99.39,53.5,166.29,167.31,355.29,104.7
19/08/2014,370.62,51.93,772.29,848.52,182.26,406.75,98.67,93.02,243.96,173.29,139.3,79.86,484.49,868.81,852.08,1377.55,220.02,331.56,187.13,920.26,1228.05,385.35,37.14,253.16,98.92,54.46,167.6,167.31,355.29,105.63
20/08/2014,369.71,51.88,770.42,846.47,181.34,405.3,98.32,93.02,239.27,174.75,138.98,80.01,485.26,869.71,851.86,1370.85,219.86,331.54,186.41,916.58,1224.55,383.95,36.63,251.87,98.59,54.33,168.16,167.31,355.29,104.93
21/08/2014,374.52,52.41,777.12,853.82,182.64,409.26,98.79,93.02,240.56,174.4,140.16,80.49,493.34,875.22,855.57,1405.75,221.83,336.37,188,912.33,1224.98,386.57,36.56,253.27,99.98,54.65,168.24,167.31,355.29,105.29
22/08/2014,371.69,52.58,772.06,848.27,183.38,405.98,98.86,93.02,240.56,173.76,139.93,81.06,487.37,874.59,854.63,1403.04,221.24,333.72,187.19,901.02,1222.65,384.7,37.2,252.86,98.96,54.69,166.15,167.31,355.29,106.46
25/08/2014,378.04,53.67,788.24,866.04,184.27,412.48,99.57,93.02,244.97,175.23,142.09,83.47,499.29,882.48,864.98,1410.13,225.58,340.53,189.78,912.85,1245.19,392.54,37.61,257.66,100.35,54.95,168.43,167.31,355.29,108.48
26/08/2014,380.84,54.77,796.56,875.18,188.12,415.13,99.84,93.02,251.59,177.04,143.59,82.77,502.94,887.76,870.72,1409.72,228.75,343.66,190.84,917.6,1255.1,394.22,37.68,258.68,100.57,55.38,168.38,167.31,355.29,110.26
27/08/2014,378.57,55.55,791.83,869.99,187.35,413.11,100.04,93.02,250.67,177.01,144.07,82.59,501,884.06,867.58,1409.52,229.14,342.85,190.34,912.69,1251.99,394.09,37.94,258.86,101.84,56.09,168.89,167.31,355.29,110.18
28/08/2014,373.19,54.57,783.73,861.09,185.7,407.63,98.78,93.02,249.47,173.1,142.53,81.56,495.04,880.75,865.32,1389.85,225.7,338.72,189.21,897.01,1251.59,389.37,37.63,255.91,100.95,54.89,167.36,167.31,355.29,109.22
29/08/2014,371.6,54.54,787.59,865.33,185.35,405.8,98.15,93.02,240.92,171.95,142.77,81.12,495.45,883.88,868.47,1397.85,224.95,338.93,189.93,892.64,1256.39,389.67,37.67,256.12,100.53,54.22,168.19,167.31,355.29,109.43
1/09/2014,369.48,54.36,787.68,865.43,184.53,404.21,98.52,93.02,245.43,173.76,142.87,82.17,496.62,888.41,872.68,1393.58,224.55,339.25,190.25,895.77,1261.77,391.53,37.95,257.44,101.3,54.39,169.45,167.31,355.29,110.13
2/09/2014,370.32,54.66,788.61,866.45,184.93,405.24,98.85,93.02,252.97,174.88,143.53,82.39,499.14,888.15,871.98,1398.16,224.98,340.61,191.03,894.86,1259.51,393.41,38.24,258.78,102.03,54.48,169.56,167.31,355.29,110.69
3/09/2014,376.48,55.84,799.45,878.36,187.2,411.71,100.24,93.02,255.45,176.5,145.59,81.84,504.55,893.62,877.3,1398.59,227.7,344.12,193.25,905.37,1267.02,390.88,38.28,257.4,102.79,55.57,172.84,167.31,355.29,112.49
4/09/2014,383.03,57.12,802.72,881.95,188.39,417.85,101.15,93.02,255.73,176.02,147.15,83.02,512.45,890.61,875.12,1405.17,231.78,348.59,194.37,914.18,1266.13,395.53,38.3,260.02,103.12,55.81,175.17,167.31,355.29,101.81
5/09/2014,386.76,57.42,801.75,880.89,190.02,421.08,101.22,93.02,260.05,174.31,147.06,82.94,512.11,899.39,879.81,1393.97,232.09,348.48,193.75,907.61,1261.44,395.32,38.53,260.15,103.5,55.96,176.2,167.31,355.29,102.37
8/09/2014,386.3,57.7,799.75,878.69,189.85,421.07,101.06,93.02,257.93,175.16,147.71,84.23,510.29,913.22,891.54,1386.37,231.7,347.34,194.44,905.94,1273.02,399.7,38.83,262.9,103.63,55.5,175.82,167.31,355.29,100.5
9/09/2014,383.12,57.09,796.91,875.57,189.37,417.93,101.16,93.02,256.74,173.42,146.61,83.45,510.68,921.31,899.11,1379.16,230.41,346.84,193.34,895.88,1282.86,396.21,38.7,260.82,103.33,55.13,174.41,167.31,355.29,98.31
10/09/2014,379.57,57.75,798.06,876.83,188.46,414.46,100.54,93.02,254.35,173.35,147.45,83.14,508.58,926.03,901.6,1369.32,229.94,345.25,194.07,888.67,1280.2,395.22,38.67,260.23,102.29,54.94,175.34,167.31,355.29,94.81
11/09/2014,378.07,57.82,799.98,878.94,184.65,413.13,100.62,93.02,254.35,170.59,147.19,82.48,507.7,921.45,898.71,1368.23,229.33,344.15,193.76,886.42,1280.7,394.78,38.57,259.88,102.39,55.13,175.87,167.31,355.29,94.01
12/09/2014,376.21,57.47,797.58,876.3,182.74,411.5,100.79,93.02,241.84,172.72,146.82,82.29,505.06,907.91,888.04,1369.32,229.45,342.8,193.32,885.59,1272.93,395.12,38.41,259.91,101.58,54.92,175.12,167.31,355.29,92.71
15/09/2014,376.05,57.14,799.45,878.36,179.81,411.63,100.63,93.02,239.73,172.18,146.97,82.23,506.35,914.14,890.63,1363.93,226.4,341.93,194.4,890.75,1266.43,395.93,37.78,259.74,101.4,54.6,175.11,167.31,355.29,91.22
16/09/2014,374.86,57.15,792.6,870.84,179.85,410.76,100.22,93.02,231.73,175.51,147.11,80.86,507.54,906.17,884.28,1359.51,227.2,342.57,194.4,898.15,1261.56,391.71,37.42,257.01,101.57,54.28,174.84,167.31,355.29,91.65
17/09/2014,375.41,57.46,795.05,873.53,181.28,412.18,100.84,93.02,233.57,174.18,147.62,82.06,510.97,904.77,885.66,1368.26,230.56,345.5,195.07,913.84,1271.57,391.15,37.53,256.8,101.5,54.55,174.12,167.31,355.29,93.9
18/09/2014,379.5,58.65,818.31,899.08,179.97,416.01,101.41,93.02,234.39,175.13,149.95,82.69,509.37,909.84,891.62,1378.64,233.65,345.63,198.01,921.12,1283.04,394.88,38.05,259.42,102.06,55.53,175.8,167.31,355.29,93.42
19/09/2014,378.22,59.63,819.56,900.45,177.07,414.82,101.83,93.02,232.83,176.34,151.57,82.99,502.49,913.98,898,1375.89,235.79,342.85,199.9,923.52,1298.98,380.89,38.32,251.84,105.98,55.58,177,167.31,355.29,93.84
22/09/2014,371.26,58.83,817.96,898.7,175.17,408.32,101.07,93.02,231.45,176.24,151,83.47,500.25,907.13,903.12,1374.1,235.26,341.34,200.15,914.02,1340.84,382.63,37.48,251.98,106.12,55.23,177.87,167.31,355.29,92.81
23/09/2014,362.05,57.76,804.61,884.03,172.18,399.89,99.97,93.02,224.92,175.96,149.22,81.54,490.95,899.11,898.69,1361.27,231.4,335.31,198.18,910.64,1344.5,378.54,36.98,249.18,104.38,54.49,175.25,167.31,355.29,91.08
24/09/2014,364.59,58.21,810.84,890.88,172.87,402.48,99.6,93.02,222.72,176.18,149.96,81.96,492.98,905.86,906.05,1359.99,230.91,336.18,199,922.67,1357.26,379.98,36.69,249.71,106.49,54.66,177.79,167.31,355.29,92.03
25/09/2014,358.58,57.69,791.71,869.86,169.47,396.14,98.69,93.02,222.16,172.43,148.76,80.08,485.17,905.58,900.85,1384.82,228.97,332.41,197.73,914.6,1335.42,374.81,35.73,245.85,104.39,54.41,176.51,167.31,355.29,92.57
26/09/2014,359.99,57.99,791.67,869.81,169.28,396.96,98.46,93.02,228.23,170.59,145.32,79.61,488.54,906.85,902.8,1394.54,228.98,334,189.47,910.1,1340.25,378.36,36.3,248.41,104.95,54.59,176.53,167.31,355.29,91.85
29/09/2014,357.29,57.1,785.65,863.2,168.68,394,98.29,93.02,225.38,169.79,144.6,79.81,485.55,911.34,902.87,1393.45,227.86,332.41,189.72,899.98,1327.76,377.45,36.08,247.67,104.5,54.15,172.53,167.31,355.29,92.6
30/09/2014,356.63,57.68,794.08,872.46,168.74,393.4,98.03,93.02,228.78,169.47,145.16,80.32,490.08,923.27,911.9,1394.81,229.33,335.4,189.95,897.2,1332.95,377.73,34.9,246.65,105.18,54.14,175.55,167.31,355.29,95.26
1/10/2014,352.86,57.47,783.74,861.1,168.24,389.69,97.06,93.02,214.26,166.58,144.16,79.73,483.48,926.46,916.05,1390.47,226.88,331.82,188.48,895.45,1341.94,374.3,34.16,243.99,104.02,52.81,174.16,167.31,355.29,95
2/10/2014,347.33,55.4,768.7,844.58,167.99,383.9,95.38,93.02,213.34,165.31,140.84,78.25,473.07,915.97,901.03,1365.67,221.17,324.99,185.24,880.43,1306.5,369.79,33.46,240.76,101.74,51.69,169.1,167.31,355.29,92.72
3/10/2014,347.33,55.4,768.7,844.58,167.99,383.9,95.38,93.02,213.34,165.31,140.84,78.25,473.07,915.97,901.03,1365.67,221.17,324.99,185.24,880.43,1306.5,369.79,33.46,240.76,101.74,51.69,169.1,167.31,355.29,92.72
6/10/2014,345.51,56.22,773.87,850.26,171.57,382.6,96.93,93.02,211.68,165.63,141.71,78.87,466.76,907.08,899.48,1367.87,222.04,323.56,185.62,884.31,1325.14,373.25,33.36,242.61,101.74,53.32,170.18,167.31,355.29,94.86
7/10/2014,344.36,54.82,760.86,835.96,171.12,381.1,95.41,93.02,214.62,162.64,139.95,77.34,456.05,903.08,892.29,1367.71,217.49,317.53,184.58,881.19,1305.27,368.17,33.54,239.94,100.03,50.91,166.57,167.31,355.29,94.63
8/10/2014,339.37,54.22,754.2,828.65,169.1,377.32,94.19,93.02,215.91,164.8,139.49,77.09,449.65,917.56,900.55,1349,214.24,313.01,184.42,879.66,1299.87,354.54,32.68,231.44,98.98,49.6,166.22,167.31,355.29,92.52
9/10/2014,341.03,53.59,757.66,832.45,168.35,377.91,93.17,93.02,191.08,164.93,138.77,76.42,451.32,921.45,903.61,1339.68,213.57,313.27,183.95,872.26,1302.06,360.28,32.8,234.77,98.07,48.62,164.06,167.31,355.29,93.13
10/10/2014,330.37,52.49,738.7,811.61,161.98,367.21,91.83,93.02,190.16,163.79,136.8,75.28,434.11,912.44,891.9,1323.8,208.95,303.46,181.64,852.72,1276.82,359.22,30.56,231.94,95.33,47.2,159.83,167.31,355.29,91.82
13/10/2014,333.52,52.45,741.86,815.08,164.45,369.29,91.18,93.02,183.05,162.86,136.74,75.27,438.04,901.86,880.44,1359.05,208.47,305.6,181.77,850.95,1257.14,356.55,29.92,229.81,95.66,46.9,159.75,167.31,355.29,90.67
14/10/2014,340.55,52.23,740.87,813.99,166.48,374.12,92.07,93.02,187.96,161.82,136,75.88,438.86,889.73,872.17,1362.93,208.7,306.7,180.71,845.05,1255.81,357.83,30.61,231.21,94.72,47.7,158.12,167.31,355.29,92.5
15/10/2014,330.91,50.16,719.13,790.12,162.5,364.94,90.97,93.02,185.84,159.43,132.31,73.88,425.6,872.58,854.1,1331.7,202.03,297.66,176.72,833.08,1226.09,346.8,29.61,224.03,91.92,46.67,152.03,167.31,355.29,89.72
16/10/2014,336.02,48.84,730.83,802.97,161.49,367.96,91.51,93.02,185.66,160.58,130.22,75.17,426.73,858.72,842.47,1344.47,202.67,298.4,174.24,830.25,1215.08,342.7,30.11,222.23,90.73,47.48,149.68,167.31,355.29,89.84
17/10/2014,347.47,50.56,754.38,828.84,168.6,379.84,94.08,93.02,196.42,165.25,133.82,79.47,436.2,903.93,882.9,1383.62,208.13,306.13,178.38,844.03,1261.92,356.23,30.83,230.54,93.6,48.74,154.99,167.31,355.29,93.76
20/10/2014,341.38,50.7,740.1,813.16,168.58,375.55,94.03,93.02,196.88,162.74,133.14,78.98,430.1,893.82,872.72,1364.99,208.74,303.16,176.75,859.78,1246.49,337.16,30.37,219.39,93.21,49.31,152.47,167.31,355.29,92.23
21/10/2014,347.7,52.32,756.14,830.77,172.73,382.19,96.57,93.02,203.96,163.41,135.56,80.34,442.65,894.25,878.08,1388.85,211.62,310.42,179.01,876.32,1268.58,343.77,31.2,223.92,95.04,51.56,154.79,167.31,355.29,93.68
22/10/2014,350.89,52.56,762.4,837.65,173.85,385.46,96.99,93.02,196.14,168.33,136.69,81.28,443.28,901.57,890.39,1408.67,214.1,312.2,180.49,884.71,1301.29,338.89,31.67,221.65,95.2,51.74,157.12,167.31,355.29,95.42
23/10/2014,353.33,53.25,772.46,848.7,173.18,387.46,97.65,93.02,195.86,169.44,138.36,81.94,449.76,918.56,903.87,1415.71,216.13,315.65,182.66,888.01,1311.47,346.94,32.29,226.79,95.5,52.48,158.78,167.31,355.29,95.32
24/10/2014,351.09,53.3,759.98,834.99,172.55,384.58,97.1,93.02,196.32,168.11,138.24,81.41,446.89,927.53,908.78,1412.25,216.03,314.09,182.43,878.42,1307.19,342.56,32.22,224.26,97.75,51.91,157.6,167.31,355.29,94.17
27/10/2014,346.96,52.71,749.68,823.68,170.08,380.9,96.44,93.02,199.08,167.25,137.22,80.91,443.91,931.25,908.76,1398.54,214.57,311.59,181.39,872,1296.47,341.07,31.28,222.49,97.05,52.25,155.61,167.31,355.29,92.01
28/10/2014,351.89,53.85,765.94,841.55,173.65,386.32,97.21,93.02,201.01,171.99,139.44,81.51,451.45,941.27,916.58,1419.32,216.86,316.41,183.5,879.54,1301.92,346.79,31.51,225.93,100.56,53.34,159.7,167.31,355.29,93.64
29/10/2014,353.34,52.35,768.07,843.88,173.23,388.17,97.89,93.02,200,171.76,138.52,82.62,452.6,962.76,934.64,1438.13,217.7,317.6,184.22,885.05,1319.16,346.22,31.02,225.11,101.57,54.32,159.57,167.31,355.29,93.76
30/10/2014,356.14,51.95,774.55,851.01,173.11,390.27,98.3,93.02,199.18,171.95,138.56,85.77,452.54,962.17,937.56,1448,219.79,318.25,184.94,880.25,1333.55,348.89,31.04,226.63,102.08,52.65,160.07,167.31,355.29,93.13
31/10/2014,364.94,53.22,790.5,868.53,176.37,398.92,99.09,93.02,204.05,173.22,141.44,86,465.38,971.17,944.3,1461.68,225.64,326.27,188.69,891.04,1337.21,358.73,32.97,234.08,105.03,53.09,164.33,167.31,355.29,94.66
3/11/2014,364.16,53.25,781.66,858.82,177.46,397.81,99.33,93.02,210.39,170.78,140.57,85.73,461.57,969.21,942.5,1450.27,223.26,323.94,187.09,884.64,1334.94,354.98,33.17,232.17,103.96,53.89,161.78,167.31,355.29,94.94
4/11/2014,360.04,52.25,776.14,852.76,175.48,392.86,98.51,93.02,210.21,171.45,139.56,86.46,455.12,964.63,938.75,1450.57,222.38,320.62,186.49,862.31,1331.7,351.16,32.54,229.4,102.86,54.22,160.56,167.31,355.29,93.57
5/11/2014,365.69,52.93,790.83,868.88,177.41,399.15,99.27,93.02,214.99,173.89,141.42,86.44,460.59,975.19,948.23,1463.03,226.27,324.08,188.99,874.84,1342.83,357.52,32.98,233.4,105.03,55.55,164.16,167.31,355.29,89.99
6/11/2014,368.94,53.06,796.85,875.51,185.39,404.18,99.71,93.02,228.42,175.32,141.32,85.77,463.96,971.43,945.54,1457.96,226.99,326.66,188.46,905.59,1341.84,361.24,33.11,235.63,105.11,56.45,164.2,167.31,355.29,89.58
7/11/2014,364.87,52.25,784.61,862.05,184.44,401.06,99.03,93.02,228.14,175.45,142.32,84.87,456.88,959.78,934.8,1450.37,224.49,322.72,192.37,907.02,1328.38,355.69,32.34,231.74,105.19,55.75,161.23,167.31,355.29,90.15
10/11/2014,367.42,51.75,788.29,866.1,185.85,403.39,100.07,93.02,220.23,176.53,142.67,85.85,459.51,974.71,947.91,1459.25,225.26,324.57,193.95,913.64,1342.82,359.12,32.75,234.07,107.02,57.16,162.49,167.31,355.29,92.44
11/11/2014,365.85,51.68,788.28,866.09,186.43,403.93,100.33,93.02,219.31,177.13,142.78,86.54,461.02,970.94,946.19,1460.23,225.67,325.49,194.22,916.09,1346.06,359.43,32.64,234.14,109.37,57.79,163.26,167.31,355.29,93.01
12/11/2014,358.45,50.59,776.09,852.69,182.11,397.52,98.4,93.02,224,174.91,140.67,85.62,455.67,965.01,941.09,1443.72,218.87,320.38,191.78,913.98,1340.82,353.92,32.43,230.83,107.43,56.76,157.7,167.31,355.29,92.63
13/11/2014,358.57,50.76,779.07,855.97,181.58,399.21,98.67,93.02,232.28,175.26,141.1,85.15,457.14,977.78,957.77,1451.67,220.88,321.63,192.19,929.96,1376.96,354.91,32.31,231.27,108.62,57.14,156.11,167.31,355.29,92.93
14/11/2014,359.65,50.95,777.09,853.8,183.51,400.7,99.28,93.02,231.18,174.75,141.51,85.07,458.65,974.19,953.26,1452.62,218.89,322.1,192.72,940.99,1367.59,356.36,32.3,232.08,109.23,57.47,153.49,167.31,355.29,93.49
17/11/2014,360.59,51.55,782.54,859.78,183.47,401.42,100.04,93.02,235.59,175.35,142.43,85.22,461.39,972.97,959.22,1449.24,219.45,323.55,193.58,940.4,1397.02,360.04,32.48,234.32,110.28,57.86,154.21,167.31,355.29,94.86
18/11/2014,366.85,51.99,799.58,878.51,187.34,406.83,100.95,93.02,234.03,176.91,143.7,87.02,471.96,984.49,972.46,1465,222.64,330.05,195.33,945.34,1421.75,365.18,32.9,237.62,111.51,57.68,156.95,167.31,355.29,97.8
19/11/2014,367.41,52.22,802.27,881.46,186.58,407.87,101.27,93.02,233.57,175.8,143.98,87.22,471.68,980.41,966.84,1468.05,221.8,329.74,195.61,950.27,1408.96,365.63,33.46,238.43,112.59,57.74,156.86,167.31,355.29,97.64
20/11/2014,368.78,51.67,800.64,879.67,185.74,410.58,101.6,93.02,238.07,175.8,143.77,87.7,472.67,983.64,969.89,1466.31,221.4,330.47,196.17,968.2,1412.98,366.06,33.82,239.03,113.44,58.34,155.27,167.31,355.29,101.79
21/11/2014,379.67,53.22,825.27,906.73,193.28,420.16,103.21,93.02,245.7,178.72,146.9,88.08,488.8,990.39,977.14,1495.54,228.28,340.83,199.89,973.95,1425.28,373.43,34.64,243.98,114.92,58.98,160.98,167.31,355.29,103.53
24/11/2014,384.61,54.01,824.92,906.35,192.65,424.46,104.31,93.02,243.96,182.89,148.14,88.81,490.98,992.8,980.45,1502.21,230.33,342.4,200.58,970.39,1432.78,376.78,34.52,245.75,116.05,58.84,160.64,167.31,355.29,104.1
25/11/2014,389.82,55.02,828.2,909.95,194.33,428.69,105,93.02,234.67,183.58,149.08,89.35,495.49,1000.32,982.65,1504.03,232.81,345.4,200.53,963.84,1420.94,378.69,34.39,246.69,116.27,58.91,165.63,167.31,355.29,103.69
26/11/2014,389.86,55.71,832.47,914.65,194.35,429.17,104.83,93.02,234.76,185.33,150.16,88.05,499.21,1002.81,986.97,1508.55,233.51,347.06,201.46,968.19,1432.59,378.36,34.37,246.48,117.97,58.28,169.19,167.31,355.29,103.3
27/11/2014,393.54,55.89,837.81,920.5,194.1,432.55,105.65,93.02,232.1,186.09,151.08,89.12,501.04,1015.59,1000.4,1517.78,236.7,348.88,203.1,970.85,1454.56,377.82,33.55,245.36,117.51,59.87,170.04,167.31,355.29,103.03
28/11/2014,396.22,55.8,832.7,914.9,195.19,435.42,105.85,93.02,230.26,186.7,151.37,89.73,494.99,1011.65,996.52,1512.01,239.46,347.23,203.91,970.57,1448.92,377.15,33.55,244.99,119.36,62.42,170.18,167.31,355.29,103.67
1/12/2014,396.76,54.84,829.88,911.79,192.71,435.08,105.1,93.02,234.58,185.05,149.88,89.8,492.42,1022.78,1003.75,1507.57,240.06,346.01,202.56,965.02,1448.58,378.99,33.55,246.02,118.43,61.58,175.34,167.31,355.29,104.68
2/12/2014,395.36,55.45,827.47,909.15,193.16,433.66,105.02,93.02,239.08,187.21,150.61,90,488.47,1014.66,994.13,1490.16,239.15,343.72,202.79,955.53,1429.92,378.25,33.61,245.66,117.63,61.25,173.65,167.31,355.29,103.9
3/12/2014,396.26,56.06,833.09,915.32,193.98,434.09,104.88,93.02,241.2,187.68,151.69,89.98,490.08,1008.87,991.26,1501.7,240.81,345.56,203.96,942.42,1433.98,376.69,34.71,245.89,116.86,61.74,176.67,167.31,355.29,107.11
4/12/2014,392.99,54.58,822.31,903.47,190.1,429.69,104.84,93.02,237.61,185.14,149.19,90.03,483.35,998.94,984.83,1495.7,235.95,340.55,201.67,926.16,1434.33,370.44,35.74,243.41,116.5,62.58,175.36,167.31,355.29,105.89
5/12/2014,405.8,56.55,840.68,923.67,195.62,441.19,106.06,93.02,235.96,187.78,152.29,90.81,493.07,1007.27,993.63,1506.61,241.66,347.34,204.59,935.29,1448.89,379.48,36.3,249.04,119.62,64.2,180.93,167.31,355.29,106.78
8/12/2014,401.21,55.96,831.75,913.84,191.7,437.27,105.37,93.02,229.89,187.52,151.43,91.01,491.23,1015.69,1001.11,1504,239.92,345.29,203.84,932.57,1457.38,380.29,36.44,249.63,119.53,63.66,177.31,167.31,355.29,105.36
9/12/2014,393.66,54.04,811.16,891.23,186.11,430.06,103.41,93.02,227.77,184.03,148.05,89.15,482.9,1003.85,986.69,1487.89,235.99,339.28,200.35,918.35,1428.39,373.29,35.77,245.04,115.51,61.54,171.33,167.31,355.29,102.93
10/12/2014,393.73,53.55,814.04,894.39,185.18,429.84,103.35,93.02,225.47,185.81,148.22,90.86,485.09,1006.26,988.57,1446.42,235.4,338.97,201.41,907.92,1429.7,371.62,36.24,244.56,112.81,61.45,172.84,167.31,355.29,102.05
11/12/2014,396.87,53.91,815.47,895.96,186.13,432.79,104.69,93.02,224.65,187.02,149.36,91.9,488.04,1014.87,995.56,1466.27,239.77,341.81,203.15,910.36,1435.54,380.2,36.26,249.4,113.8,62.27,170.61,167.31,355.29,102.07
12/12/2014,386.48,52.51,790.38,868.4,182.49,422.19,102.8,93.02,220.51,180.66,145.66,90.87,475.34,991.95,969.67,1440.48,234.84,333.88,198.24,888.02,1388.27,370.8,35.57,243.43,111.03,61.6,164.79,167.31,355.29,100.8
15/12/2014,374.54,50.86,767,842.71,176.64,410.3,100.91,93.02,214.9,176.69,142.06,90.15,463.28,975.75,954.98,1419.55,231.5,326.65,193.77,872.97,1370.6,360.22,35,236.94,109.07,60.16,157.87,167.31,355.29,99.3
16/12/2014,386.62,51.52,787.53,865.26,180.21,420.62,102.99,93.02,218.03,184,144.73,91.25,476.07,996.59,974.78,1424.58,235.72,334.37,197.7,866.49,1397.31,366.15,35.45,240.71,112.36,61.83,161.25,167.31,355.29,101.28
