Date,FTSE GERMANY AUTO & PARTS - PRICE INDEX,FTSE GERMANY BANKS - PRICE INDEX,FTSE GERMANY BASIC MATS - PRICE INDEX,FTSE GERMANY CHEMICALS - PRICE INDEX,FTSE GERMANY CON & MAT - PRICE INDEX,FTSE GERMANY CONSUMER GDS - PRICE INDEX,FTSE GERMANY CONSUMER SVS - PRICE INDEX,FTSE GERMANY ELTRO/ELEC EQ - PRICE INDEX,FTSE GERMANY FD PRODUCERS - PRICE INDEX,FTSE GERMANY FIN SVS L - PRICE INDEX,FTSE GERMANY FINANCIALS - PRICE INDEX,FTSE GERMANY GEN RETAILERS - PRICE INDEX,FTSE GERMANY GENERAL INDS - PRICE INDEX,FTSE GERMANY H/C EQ & SVS - PRICE INDEX,FTSE GERMANY HEALTH CARE - PRICE INDEX,FTSE GERMANY INDS ENG - PRICE INDEX,FTSE GERMANY INDS TRANSPT - PRICE INDEX,FTSE GERMANY INDUSTRIALS - PRICE INDEX,FTSE GERMANY NONLIFE INSUR - PRICE INDEX,FTSE GERMANY PERSONAL GOODS - PRICE INDEX,FTSE GERMANY PHARM & BIO - PRICE INDEX,FTSE GERMANY S/W & COMP SVS - PRICE INDEX,FTSE GERMANY TCH H/W & EQ - PRICE INDEX,FTSE GERMANY TECHNOLOGY - PRICE INDEX,FTSE GERMANY TELECOM - PRICE INDEX,FTSE GERMANY TRAVEL & LEIS - PRICE INDEX,FTSE GERMANY UTILITIES - PRICE INDEX,FTSE W GERMANY FXD LINE T/CM L - PRICE INDEX,FTSE W GERMANY LEISURE GDS L - PRICE INDEX,FTSE W GERMANY SUPPORT SVS L - PRICE INDEX
17/12/2014,384.77,51.09,787.74,865.49,178.87,419.09,103.22,93.02,214.62,182.03,144.64,89.96,474.5,984.12,963.39,1426.74,233.66,332.84,198.53,871.06,1383.31,365.87,35.71,240.81,112.96,61.55,161.7,167.31,355.29,100.55
18/12/2014,396.69,52.85,806.11,885.68,185.04,429.82,105.18,93.02,214.62,188.1,148.7,92.91,488.44,1001.92,982.64,1464.82,240.71,342.8,203.37,883.59,1416.26,379.74,36.63,249.51,117.6,62.85,167.06,167.31,355.29,104.85
19/12/2014,397.99,52.16,799.69,878.63,185.27,432.09,103.93,93.02,213.06,188.29,148.5,92.28,483.59,1006.15,987.91,1463.89,239.77,340.82,204.03,886.23,1427.15,384.97,36.73,252.54,116.5,60.68,165.11,167.31,355.29,106.03
22/12/2014,399.42,52.4,808.72,888.54,186.05,434.01,105.21,93.02,216.65,190,149.67,93.62,488.48,1026.44,1005.5,1471.57,243.94,344.32,205.8,888.87,1445.78,385.53,37,253.13,118.02,60.99,164.63,167.31,355.29,106.64
23/12/2014,402.68,52.96,812.18,892.35,189.28,436.34,106.65,93.02,220.42,189.97,150.57,93.96,492.84,1017.19,996.28,1471.64,245.69,347.18,206.69,887.73,1432.05,388.12,37.26,254.84,118.9,62.11,166.26,167.31,355.29,107.19
24/12/2014,402.68,52.96,812.18,892.35,189.28,436.34,106.65,93.02,220.42,189.97,150.57,93.96,492.84,1017.19,996.28,1471.64,245.69,347.18,206.69,887.73,1432.05,388.12,37.26,254.84,118.9,62.11,166.26,167.31,355.29,107.19
25/12/2014,402.68,52.96,812.18,892.35,189.28,436.34,106.65,93.02,220.42,189.97,150.57,93.96,492.84,1017.19,996.28,1471.64,245.69,347.18,206.69,887.73,1432.05,388.12,37.26,254.84,118.9,62.11,166.26,167.31,355.29,107.19
26/12/2014,402.68,52.96,812.18,892.35,189.28,436.34,106.65,93.02,220.42,189.97,150.57,93.96,492.84,1017.19,996.28,1471.64,245.69,347.18,206.69,887.73,1432.05,388.12,37.26,254.84,118.9,62.11,166.26,167.31,355.29,107.19
29/12/2014,402.8,52.89,811.55,891.65,189.3,436.83,106.29,93.02,221.43,190.64,150.17,93.53,494.18,1025.95,1002.49,1474.48,245.91,347.88,205.87,890.09,1434.06,390.48,37.4,256.3,118.39,61.73,165.79,167.31,355.29,107
30/12/2014,397.52,52.25,799.87,878.83,188.31,432.3,106.27,93.02,220.05,188.19,148.34,93.47,488.4,1023.56,1000.29,1465.89,241.87,344.1,203.28,892.2,1431.32,387.84,37.67,255.09,115.91,62,162.65,167.31,355.29,107.6
31/12/2014,397.52,52.25,799.87,878.83,188.31,432.3,106.27,93.02,220.05,188.19,148.34,93.47,488.4,1023.56,1000.29,1465.89,241.87,344.1,203.28,892.2,1431.32,387.84,37.67,255.09,115.91,62,162.65,167.31,355.29,107.6
1/01/2015,397.52,52.25,799.87,878.83,188.31,432.3,106.27,93.02,220.05,188.19,148.34,93.47,488.4,1023.56,1000.29,1465.89,241.87,344.1,203.28,892.2,1431.32,387.84,37.67,255.09,115.91,62,162.65,167.31,355.29,107.6
2/01/2015,393.13,52.94,797.67,876.4,187.12,427.55,105.75,93.02,220.69,188.29,148.53,92.49,487.9,1007.41,988.16,1457.14,242.41,343.64,202.32,882.31,1424.66,388.09,37.86,255.42,115.37,62.92,161.38,167.31,355.29,107.07
5/01/2015,380.35,50.88,771.37,847.51,182.67,415.45,104.11,93.02,217.75,187.91,144.76,93.12,473.34,1009.19,990.34,1440.76,234.1,334.16,197.66,860.16,1429.03,376.02,37.06,247.85,111.94,62.72,153.37,167.31,355.29,105.51
6/01/2015,382.64,50.28,775.33,851.86,182.55,417.79,103.57,93.02,206.62,187.02,144.18,92.48,473.8,1014.3,990.94,1429.03,235.36,334.53,197.65,860.66,1417.04,367.88,36.12,242.35,110.76,62.9,152.67,167.31,355.29,104.72
7/01/2015,385.02,50.46,776.65,853.31,184.39,420.37,104.84,93.02,206.53,191.59,145.14,92.92,476,1006.1,991.89,1424.14,236,336.1,198.82,867.59,1444.63,366.96,36.66,242.36,113.74,63.97,152.31,167.31,355.29,105.78
8/01/2015,399.48,51.35,810.32,890.3,190.08,434.79,107.74,93.02,221.43,197.03,148.48,94.71,491.71,1042.42,1023.51,1456.28,241.09,346.11,203.82,892.96,1478.54,375.02,37.86,248.08,119.13,63.35,155.46,167.31,355.29,110.46
9/01/2015,394.39,50.12,791.07,869.16,187.74,431.02,108.57,93.02,213.24,195.76,145.93,94.46,481.7,1031.8,1017.24,1448.41,237.37,340.34,200.42,886.97,1481.59,366.61,37.37,242.88,116.17,63.03,149.77,167.31,355.29,109.93
12/01/2015,400.35,49.99,802.56,881.78,190.85,436.84,108.29,93.02,205.24,197.03,146.5,95.4,486.17,1054.9,1035.06,1463.77,238.9,343.45,201.71,893.68,1493.18,382.11,37.73,251.93,118.99,64.11,148.67,167.31,355.29,111.08
13/01/2015,409.32,51.81,820.61,901.61,194.73,444.86,110.48,93.02,193.11,199.25,149.68,95.75,486.98,1068.53,1049.46,1464.04,244.03,346.17,205.07,896.9,1516.95,384.81,38.15,253.86,121.2,66.24,145.83,167.31,355.29,111.84
14/01/2015,403,50.54,811.58,891.69,194.1,438.8,109.64,93.02,188.6,195.85,147.62,97.07,478.92,1075.25,1051.64,1442.4,241.29,341.49,203.3,889.27,1507.23,378.38,38.3,250.4,120.22,65.36,142.9,167.31,355.29,110.83
15/01/2015,412.08,51.56,832.05,914.18,198.04,448.89,111.55,93.02,187.31,200.55,150.67,98.36,489.82,1092.77,1068.1,1469.95,245.38,348.52,207.59,912.07,1528.85,386.58,38.68,255.38,121.76,65.81,146.07,167.31,355.29,111.99
16/01/2015,421.45,51.31,846.68,930.25,193.78,457.13,111.25,93.02,193.93,202.3,152.05,98.31,495.09,1114.55,1088.96,1467.31,247.4,350.56,210.65,916.59,1557.46,385.21,38.82,254.75,122.93,63.86,149.83,167.31,355.29,111.63
19/01/2015,423.76,52.12,852.2,936.31,195.08,460.78,112.71,93.02,203.86,204.37,152.83,99.17,501.89,1120.46,1097.47,1477.36,250.96,355.05,210.56,938.55,1577.64,384.36,39.49,254.94,124.13,64.15,150.57,167.31,355.29,113.9
20/01/2015,425.13,52.78,854.81,939.19,197.71,461.78,114.08,93.02,202.12,208.31,153.86,98.62,505.44,1123.27,1097.52,1491.16,251.83,357.33,211.16,937.47,1569.8,368.63,39.75,246.38,125.04,67.25,151.31,167.31,355.29,113.93
