Date,FTSE UK MINING - PRICE INDEX,FTSE UK OIL & GAS - PRICE INDEX,FTSE UK OIL & GAS PROD - PRICE INDEX,FTSE UK AERO/DEFENSE - PRICE INDEX,FTSE UK AUTO & PARTS - PRICE INDEX,FTSE UK BANKS - PRICE INDEX,FTSE UK BASIC MATS - PRICE INDEX,FTSE UK BEVERAGES - PRICE INDEX,FTSE UK CHEMICALS - PRICE INDEX,FTSE UK CONSUMER GDS - PRICE INDEX,FTSE UK CONSUMER SVS - PRICE INDEX,FTSE UK ELECTRICITY - PRICE INDEX,FTSE UK EQT IVST INS - PRICE INDEX,FTSE UK FD & DRUG RTL - PRICE INDEX,FTSE UK FD PRODUCERS - PRICE INDEX,FTSE UK FIN SVS L - PRICE INDEX,FTSE UK FINANCIALS - PRICE INDEX,FTSE UK FXD LINE T/CM - PRICE INDEX,FTSE UK GEN RETAILERS - PRICE INDEX,FTSE UK H/C EQ & SVS - PRICE INDEX,FTSE UK HEALTH CARE - PRICE INDEX,FTSE UK INDUSTRIALS - PRICE INDEX,FTSE UK LIFE INSURANCE - PRICE INDEX,FTSE UK MEDIA - PRICE INDEX,FTSE UK NONLIFE INSUR - PRICE INDEX,FTSE UK PERSONAL GOODS - PRICE INDEX,FTSE UK PHARM & BIO - PRICE INDEX,FTSE UK SUPPORT SVS - PRICE INDEX,FTSE UK TECHNOLOGY - PRICE INDEX,FTSE UK TELECOM - PRICE INDEX,FTSE UK TOBACCO - PRICE INDEX,FTSE UK TRAVEL & LEIS - PRICE INDEX,FTSE UK UTILITIES - PRICE INDEX,FTSE W UK CON & MAT L - PRICE INDEX,FTSE W UK ELTRO/ELEC EQ L - PRICE INDEX,FTSE W UK INDS ENG L - PRICE INDEX,FTSE W UK INDS TRANSPT L - PRICE INDEX,FTSE W UK INDUSTRIAL MET L - PRICE INDEX,FTSE W UK IT TCH H/W & EQ - PRICE INDEX
19/07/1999,302.8,483.9,479.46,189.34,493.25,741.14,184.49,355.51,221.06,491.94,368.95,465.06,511.31,216.7,255.83,444.42,457.24,671.85,244.1,754.06,309.31,245.23,409.19,345.51,245.73,662.73,666.29,404.4,58.87,420.97,350.26,313.55,495.01,130.46,24.1,194.72,271.68,226.77,58.03
20/07/1999,299.94,477.32,472.59,187.3,501.31,729.25,184.1,351.61,219.47,499.56,365.35,457.13,504.83,215.64,251.83,433.8,450.08,661.48,239.7,760.35,303.59,244.42,404.13,341.46,241.06,655.62,652.69,403.98,59.17,414.99,339.21,306.71,488.79,130.7,23.67,196.71,270.93,226.41,58.03
21/07/1999,298.23,463.93,457.47,186.95,502.11,727.46,183.39,349.74,217.95,499.06,361.91,452.46,501.93,215,246.96,427.2,448.87,661.44,237.44,747.86,299.07,243.22,401.34,337.37,243.1,653.25,641.52,401,58.6,414.82,336.35,303.22,484.77,129.76,23.32,196.95,270.45,232.55,58.03
22/07/1999,300.61,462.17,454.76,186.37,501.4,720.07,185.52,342.66,223.09,499.12,364.38,450,501.76,214.07,250.18,424,445.35,655.87,237.4,753.34,296.36,241.41,405,339.6,239.73,658.94,632.31,404.02,55.8,411.53,337.91,320.83,481.43,129.94,22.67,198.15,269.35,235.44,58.03
23/07/1999,301.67,463.18,455.65,182.63,495.44,698.05,184.61,338.7,222.51,493.62,360.76,446.76,497.01,214.11,250.95,427.81,435.26,643.44,235.42,754.36,293.06,238.2,403.58,338.46,236.1,671.73,621.8,404.44,55.64,404.67,337.29,304.26,474.65,128.64,22.48,195.3,267.19,236.52,58.03
26/07/1999,300.98,456.72,448.31,179,495.89,696.61,184.08,336.09,219.22,494.26,359.07,447.59,491.46,213.05,251.18,426.68,433.65,639.27,235.76,733.25,291.89,234.32,396.2,335.01,237.74,664.15,620,403.29,54.3,402.12,334.49,300.44,472.68,128.92,22.18,191.92,267.46,242.3,58.03
27/07/1999,303.56,455.67,446.38,180.49,492.63,711.04,185.03,344.11,217.12,491.24,359.88,443.89,497.21,215.21,252.81,434.3,441.29,659.12,234.16,736.29,300.28,236.86,399.7,337.1,241.09,743.73,641.76,406.03,52.86,413.59,342.7,301.57,472.62,130.42,22.54,193.41,268.89,253.13,58.03
28/07/1999,306.76,459.19,449.59,181.13,492.18,706.65,185.1,346.01,217.41,490.59,361.31,436.7,496.67,214.78,250.76,428.27,439.49,663.98,234.83,732.72,307.45,237.75,399.9,340.23,242.44,779.26,665.96,400.56,53.26,416.28,345.61,307.72,467.81,130.67,22.45,195.23,269.66,242.66,58.03
29/07/1999,305.37,455.93,446.19,179.27,492.58,680.65,185.35,336.15,218.2,490.77,355.61,429.85,484.37,214.15,245.41,414.47,425.52,641.47,228.16,716.16,290.47,238.75,397.17,337.38,233.3,818.11,615.24,393.1,51.22,403.35,337.4,297.44,463.44,130.68,22.33,198.23,268.62,237.6,58.03
30/07/1999,309.88,470.55,461.95,181.67,503.63,699.3,186.01,336.5,220.47,501.05,358.36,432.88,489.42,214.76,249.82,422.42,435.69,648.29,229.16,736.24,295.55,241,408.56,342.06,235.76,829,629.81,396.53,53.11,407.34,336.7,303.81,468.48,130.89,22.6,199.45,268.02,239.05,58.03
2/08/1999,315.34,469.65,459.39,183.56,510.26,710.71,187.17,337.66,223.4,507.41,361.57,435.09,493.17,215.89,250.71,419.39,441.79,648.56,230.04,731.18,299.56,242.19,416.06,347.57,237.31,820.95,641.78,395.3,53.75,407.69,342.73,306.42,471.09,131.53,23.05,198.06,269.77,235.44,58.03
3/08/1999,313.31,464.55,454.02,186.58,515.63,708.52,188.57,345.17,225.09,512.56,363.16,435.75,493.99,216.67,250.76,419.92,440.89,634.11,230.24,723.79,297.5,245.03,416.94,351.01,236.81,813.37,633.66,391.01,54.46,399.6,333.8,310.41,470.01,131.93,23.15,201.12,271.3,240.49,58.03
4/08/1999,320.96,471.19,459.62,186.47,520.33,707.42,189.65,345.74,226.08,517.38,363.73,434.05,495.64,224.07,255.17,415.47,440.37,614.74,229.29,724.18,297.12,243.4,418.61,351.51,234.97,807.68,628.5,392.27,56.03,389.89,338.66,309.95,473.24,132.54,22.53,202.3,270.35,246.27,58.03
5/08/1999,324.84,474.68,462.61,184.55,508.11,688.14,187.33,339.99,223.65,505.98,357.18,430.2,486.08,223.22,254.12,398.31,428.13,587.55,224.71,711.09,290.06,241.24,405.75,342.63,226.76,786.84,607.74,386.54,54.49,374.25,338.19,305.61,471.84,130.12,21.99,202.64,266.61,248.8,58.03
6/08/1999,326.37,480.57,469.04,186.51,506.54,690.6,188.66,336.34,225.99,504.48,356.19,431.33,490.23,224.27,252.03,398.26,430.06,584.83,225.28,724.06,291.89,241.1,409.13,343.67,227.9,765.52,617.86,389.18,54.33,372.89,334.28,300.15,472.59,130.68,21.89,202.4,265.63,249.88,58.03
9/08/1999,327.61,485.57,474.53,187.46,508.38,683.96,187.95,332.38,225.26,506.34,355.24,430.2,486.95,222.02,254.91,399.74,428.11,589.52,224.66,738.17,291.57,241.92,412.57,342.25,229.09,755.1,615.46,391.68,53.42,375.16,338.71,297.78,473.34,130.31,21.63,205.01,264.22,248.8,58.03
10/08/1999,325.96,484.64,473.9,183.86,498.04,659.06,187.01,326.48,226.01,496.85,346.76,417.99,483.1,218.5,253.02,387.98,414.12,566.35,218.28,720.4,285.96,238.93,399.95,333.75,220.85,751.31,600.78,377.81,51,361.34,335.15,290.52,464.89,128.7,21.02,205.01,262.24,248.8,58.03
11/08/1999,332.21,478.58,465.11,187.73,511.6,674.65,188.48,331.05,229.42,509.86,350.78,422.97,485.17,224.04,248.98,389.65,421.07,567.06,221.89,734.13,286.22,239.8,397.73,336.47,224.33,772.16,601.64,380.7,50.95,362.72,334.51,294.84,465.25,128.69,20.91,205.81,265.21,254.57,58.03
12/08/1999,352.6,492.88,476.11,191.73,511.91,694.89,190.65,330.59,231.59,510.16,354.05,422.71,489.42,222.22,251.81,391.19,432.31,586.06,223.96,731.26,291.91,245.78,408.14,336.79,232.15,772.16,618.57,388.79,51.36,373.23,341.23,294.5,462.48,130.6,21.63,209.94,269.59,258.55,58.03
13/08/1999,349.55,494.3,478.6,193.57,507.52,712.13,193.03,334.59,234.13,506.05,356.97,428.45,495.75,225.55,252,398.11,441.82,600,226.18,727.33,296.86,249.18,416.16,339.48,236.37,783.52,634.61,399.2,51.47,381.76,338.99,293.3,465.6,132.82,22.03,212.52,272.81,258.18,58.03
16/08/1999,345.01,492.33,477.56,191.89,504.39,706.31,192.07,329.02,230.61,503.16,358.23,427.77,498.33,229.77,254.82,397.63,439.87,599.49,227.25,730.25,297,249.02,416.93,340.45,238.25,778.79,636.01,402.8,51.41,382.21,338.15,296.16,465.14,133.14,21.92,213.47,272.59,256.02,58.03
17/08/1999,340.29,487.87,473.68,193.6,495.26,696.24,190.63,327.01,230.38,494.61,353.34,423.06,496.74,231.08,250.68,396.79,435.05,590.25,226.78,734.4,295.33,246.2,416.19,336.7,237.06,781.63,634.01,396.85,51.01,377.18,335.15,284.81,461.17,131.44,21.18,212.8,269.61,250.6,58.03
18/08/1999,337.1,489.98,477.03,197.43,497.46,702.15,188.85,327.4,225.72,497.98,355.13,435.95,497.29,228.9,251,393.65,438.78,587.69,227.55,763.71,298.1,248.85,422.4,339.06,240.45,772.16,642.75,393.76,51.37,375.34,335.13,286.94,466.32,131.16,22.04,210.62,272.44,247.71,58.03
19/08/1999,328.03,477.35,464.84,196.22,492.08,695.93,187.36,318.51,224.52,492.83,350.59,426.13,493.75,230.49,249.5,394.5,434.5,578.03,225.21,763.19,297.23,245.27,414.83,335.16,237.44,762.68,645.66,392.07,51.01,370.12,330.25,276.28,457.99,130.15,21.46,208.67,269.91,241.21,58.03
20/08/1999,326.89,481,469.4,200.71,487.25,704.54,188.87,328.33,225.11,488.09,351.98,433.16,496.69,229.49,251.45,399.71,439.7,579.87,226.72,772.23,302.63,247.85,418.07,336.45,242.39,778.79,658.26,392.79,51.66,370.98,332.24,275.51,463.73,131.5,21.94,208.53,272.49,247.35,58.03
23/08/1999,329.62,483.31,471.33,203.6,493.07,735.31,189.95,335.61,226.42,493.67,356.24,437.36,504.17,230.68,255.2,406.16,456.02,590.49,230.52,776.03,311.44,250.61,430.92,339.39,249.2,785.89,682.21,395.58,51.94,377.25,337.9,286.08,470.64,132.34,22.54,208.43,275.45,253.13,58.03
24/08/1999,323.21,480.21,469.5,204.11,485.95,730.85,188.14,339.73,224.99,486.74,357.3,433.98,505.28,232.01,254.3,404.13,453.83,593.95,231.47,771.72,311.81,250.32,429.07,338.53,248.82,775.94,683.13,401.18,52.26,379.45,335.61,291.93,471.66,131.05,22.74,206.58,273.88,249.16,58.03
25/08/1999,319.88,478.12,467.99,202.16,486.31,738.78,188.09,341.6,224.46,486.98,359.42,440.91,508.68,232.72,252.21,404.62,457.96,614.7,232.71,775.81,311.87,249.64,433.85,340.37,249.44,768.37,682.38,409.02,53.11,391.4,342.42,293.85,479.18,131.56,22.62,206.81,275.98,246.27,58.03
26/08/1999,312.54,460.33,449.31,197.69,476.11,746.92,185.17,346.62,221.45,477.4,360.77,448.32,510.52,238.01,256.55,406.6,463.18,624.86,235.76,778.61,314.82,246.41,436.2,339.78,257.47,752.26,684.95,408.42,54.92,398.12,357.52,288.09,483.61,129.55,22.76,202.14,279.38,242.3,58.03
27/08/1999,314.52,458.43,446.55,195.31,465.28,740.18,184.99,344.83,222.59,467.33,363.42,454.9,509.88,236.7,256.64,405.06,460.73,626.01,241.58,794.15,313.89,244.53,440.82,342.74,255.66,757,681.84,408.08,55.47,398.55,358.12,286.22,488.6,129.28,23.05,198.01,279.09,243.38,58.03
30/08/1999,314.52,458.43,446.55,195.31,465.28,740.18,184.99,344.83,222.59,467.33,363.42,454.9,509.88,236.7,256.64,405.06,460.73,626.01,241.58,794.15,313.89,244.53,440.82,342.74,255.66,757,681.84,408.08,55.47,398.55,358.12,286.22,488.6,129.28,23.05,198.01,279.09,243.38,58.03
31/08/1999,311.61,456.89,445.56,193.5,453.78,721.99,182.05,340.9,218.85,457.57,357.53,442.79,500.84,243.59,249.13,399.16,449.37,605.74,237.12,787.55,306.42,243.06,429.27,338.43,244.79,732.84,663.34,402.83,55.74,388.22,353.76,279.85,477.73,127.57,22.81,197.64,275.51,235.8,58.03
1/09/1999,310.89,464.16,454.23,196.93,470.88,714.15,185.59,345.74,221.85,474.28,359.17,450.43,501.88,248.36,252.53,395.32,446.74,609.55,234.35,789.04,306.42,247.98,433.65,342.43,244.38,719.1,658.76,408.18,55.85,391.24,356.02,288.42,483.32,130.21,23.05,203.18,275.49,244.1,58.03
2/09/1999,313,457.95,446.41,197.36,474.01,696.19,185.57,342.16,220.52,477.61,357.56,448.26,495.98,247.67,251.51,391.2,439.94,593.29,234.68,776.58,305.07,245.11,445.54,339.05,242.53,712.47,657.2,409.29,57.12,381.85,353.48,284.11,479.95,130.35,22.46,201.9,274.77,245.55,58.03
3/09/1999,317.42,464.48,452.8,200.45,477.14,705.74,186.92,344.04,221.43,480.61,363.84,454.89,504.37,255.11,254.85,403.64,450.58,609.04,238.78,791.48,312.44,246.94,472.29,346.61,257.4,736.15,679,418.46,61.81,392.14,355.45,288.32,486.24,131.36,22.65,202.77,278.19,251.32,58.03
6/09/1999,319.44,465.99,453.99,199.6,478.04,713.87,187.46,343.02,221.68,481.15,363.64,451.81,507.58,256.74,256.35,406.13,453.77,622.56,238.82,790.32,314.49,248.14,469.54,348.1,256.62,723.84,684.68,421.44,64.37,400.13,360.96,285.01,485.9,131.41,22.91,203.42,274.56,257.1,58.03
7/09/1999,319.82,461.71,448.91,196.2,480.9,710.65,186.64,346.83,220.29,483.58,361.71,449.28,505.45,249.92,253.63,405.04,451.02,608.32,237.24,785.49,311.47,245.67,463.1,346.51,254.86,733.78,674.38,414.38,62.35,390.81,360.56,288.36,482.4,130.9,22.64,202.15,271.43,254.93,58.03
8/09/1999,320.26,458.51,445.06,195.54,467.38,701.03,186.07,349.12,220.22,471.25,359.75,442.99,500.74,251.21,252.69,402.42,446.12,599.76,234.37,774.77,309.34,245.27,463.89,346.95,251.82,723.36,665.96,405.19,61.23,386.17,365.9,288.49,476.66,130.72,22.5,202.55,270.87,249.88,58.03
9/09/1999,315.24,467.23,456.6,193.55,467.07,700.38,184.29,348.27,219.54,472.63,359.02,444.12,503.06,248.22,256.38,398.48,445.11,602.15,231.7,770.06,307.47,244.48,461.47,346.64,250.06,727.15,658.22,407.49,61.72,387,363.05,286.42,478.02,129.11,22.74,200.46,273,244.46,58.03
10/09/1999,306.52,469.25,461.38,194.57,454.49,687.43,181.92,343.86,218.62,460.15,354.27,438.78,503.11,251.7,252.83,395.41,437.51,591.22,229.91,767.52,305.41,240.95,453.05,342.3,244.4,714.84,655.85,400.2,62.85,381.39,360.43,281.34,472.82,126.37,22.19,197.61,269.24,243.38,58.03
13/09/1999,299.79,463.25,456.25,190.85,445.99,680.84,177.31,332.67,214.59,452.42,352.63,448.77,500.12,251.74,252.15,393.86,434.34,600.09,228.36,770.44,302.57,239.14,453.34,342.07,242.97,714.36,651.33,400.73,63.6,386.45,357.58,276.18,482.98,122.2,21.96,197.29,267.98,243.02,58.03
14/09/1999,299.96,461.98,454.72,188.2,444.56,670.94,174.25,331.51,212.28,451.57,349.5,447.1,496.81,250.32,249.44,384.1,428.72,599.76,224.24,773.25,299.82,235.5,455.43,340.67,235.81,702.99,644.96,392.8,62.39,386.01,353.92,274.84,477.61,119.1,21.52,194.84,268.5,243.74,58.03
15/09/1999,295.24,451.06,443.32,187.66,440.8,663.17,169.58,338.77,209.58,446.91,345.55,447.31,489.88,247.38,249.24,377.07,424.6,594.63,219.26,751.85,301.81,232.75,451.74,339.3,236.85,734.26,648.54,387.2,61.69,382.57,358.62,267.93,479.18,115.05,21.57,190.18,265.35,239.05,58.03
16/09/1999,284.09,438.65,431.96,183.5,432.92,655.57,168.25,343.96,210,438.41,341.52,457.4,488.33,244.1,251.13,367.42,420.34,597.22,216.64,751.68,301.92,229.19,448.95,330.98,236.48,737.1,645.49,386.91,60.49,383.46,358.64,269.2,484.62,114.27,21.32,187.2,262.31,231.1,58.03
17/09/1999,286.62,438.99,431.65,182.54,417.48,661.35,168.65,351.97,209.51,424.23,337.98,459.8,488.96,243.37,251.36,369.13,423.32,602.69,213.58,754.65,305.51,228.32,450.65,328.77,237.62,734.73,653.56,383.64,60.54,386.45,363.32,263.83,488,114.77,21.36,185.81,260.77,227.49,58.03
20/09/1999,287.74,438.01,430.21,177.77,434.54,656.03,168.19,351.01,210.01,440.8,335.55,456.37,491.07,237.46,256.46,374.65,421.51,618.86,205.7,760.05,308,227.24,452.48,327.53,237.48,733.78,660.34,384.63,61.75,394.61,360.03,273.18,487.94,114.06,21.41,185.31,259.72,227.49,58.03
21/09/1999,285.89,428.66,419.83,176.17,430.15,643.5,165.51,341.45,207.43,436.59,329.74,453.05,482.78,234.95,252.67,366.91,412.38,612.86,200.03,751.49,303.45,228.86,435.96,324.1,231.28,717.2,653.16,377.88,59.91,390.75,351.5,263.73,480.82,112.04,21.88,185.64,258.68,221.71,58.03
22/09/1999,292.68,430.66,420.28,169.98,427.91,646.02,161.81,336.37,204.64,433.7,322.41,448.75,478.3,231.62,250.49,361.33,412.43,612.47,192.23,752.15,300.05,226.46,433.97,317.79,230.56,729.99,647.33,371.65,58.99,389.94,338.91,257.68,468.79,109.42,21.52,185.98,255.93,210.88,58.03
23/09/1999,295.72,437.84,427.79,168.64,439.41,646.62,164.17,335.88,203.44,444.84,321.03,444.62,477.06,230.72,247.44,360.65,413.75,639.27,194.61,739.49,298.74,225.85,440.82,308.75,232.08,744.68,645.88,371.99,60.82,405.04,333.82,259.76,467.53,111.97,21.78,183.75,256.84,218.1,58.03
24/09/1999,293.02,427.21,416.16,165.88,438.29,679.86,161.77,329.86,201.04,443.77,315.8,443.52,470.17,226.95,246.1,355.03,426.39,626.08,190.8,712.55,295.62,217.9,436.34,301.11,231.83,723.84,640.46,372.22,58.59,396.86,328.93,259.91,461.88,109.98,20.75,177.89,253.66,214.85,58.03
27/09/1999,307.41,432.25,418.04,173.2,449.03,718.05,164.3,342.01,203.87,454.18,322.76,443.15,475.86,233.8,251.64,370.34,444.96,634.07,197.9,721.72,300.18,221.31,444.41,306.59,236.52,734.26,646.36,372.07,60.19,402.63,335.42,268.97,464.39,111.75,20.89,180.2,257.28,215.57,58.03
28/09/1999,313.24,424.7,407.64,174.4,453.73,694.48,163.76,341.15,202.98,458.58,320.05,429.71,470.49,234.67,247.95,363.43,433.55,632.69,196.67,712.57,298.2,224.06,439.11,301.79,234.25,725.26,640.57,368.71,58.81,402,343.9,266.55,462.42,111.08,21.52,180.48,256.08,223.52,58.03
29/09/1999,308.36,431.85,417.31,172.61,452.71,689.17,164.09,345.95,204.18,457.59,318.44,429.48,471.52,237.58,247.83,362.27,429.28,640.52,195.56,700.61,298.55,225.09,426.85,300.01,230.91,724.78,638.91,368.05,60.91,406.97,350.28,259.04,459.83,111.12,21.56,182.56,256.75,222.07,58.03
30/09/1999,305.9,434.8,421.43,171.94,461.03,690.67,166.21,341.42,207.81,465.58,320.91,436.24,474.14,233.5,244.45,371.06,431.9,634.32,195.62,715.52,296.14,224.2,433.52,306.73,235.78,714.36,633.04,367.82,60.76,402.72,355.03,255.17,465.4,112.36,21.61,181,261.5,222.8,58.03
1/10/1999,302.47,440.41,428.92,173.55,463.22,686.9,164.64,332.34,203.16,468.11,318.24,433.58,471.19,225.45,241.56,364.54,429.56,617.8,195.35,700.61,291.67,220.03,433.52,306.93,233.23,701.1,624.38,364.03,58.56,391.89,351.06,255.74,460.32,112.05,21.19,176.17,249.94,222.8,58.03
4/10/1999,305.07,447.89,436.9,173.87,453.11,692.59,166.49,333.75,205.69,458.19,321.74,445.21,474.32,230.52,245.33,370.07,433.12,625.91,195.09,717.88,297.46,221.26,436.34,312.1,235.74,710.57,638.55,368.74,59.14,397.4,362.01,262.42,470.81,112.21,21.02,179.13,250.01,236.52,58.03
5/10/1999,316.7,440.16,424.68,175.01,461.25,703.31,164.77,337.24,203.97,466.11,323.61,443.49,478.49,230.96,247.97,370.57,438.3,629.94,196.57,722.71,301.51,221.26,435.79,314.35,239.04,724.78,649.79,368.98,59.4,399.77,359.94,266.46,470.23,110.56,21.01,178.82,248.58,232.91,58.03
6/10/1999,318.3,441.75,426.09,174.83,478.48,699.11,163.62,335.79,202.24,482.63,320.04,440.61,478.84,231.15,243.31,369.67,435.97,640.82,192.05,723.46,301.93,226.31,433.09,311.23,237.35,718.63,655.03,372.19,57.9,406.01,358.04,260.59,469.4,110.39,21.96,181.37,246.75,224.61,58.03
7/10/1999,319.89,440.31,423.96,177.05,471.5,712.13,166.05,345.46,204.52,475.83,320.97,451.23,483.28,233.47,244.88,375.82,441.84,667.26,193.64,744.85,309.7,229.62,433.63,312.26,236.98,733.31,677.9,380.59,57.63,421.49,351.05,258.37,474.21,111.04,22.93,180.12,246.38,238.44,58.03
8/10/1999,312.71,426.33,409.68,175.6,471.95,711.34,166.03,345.07,204.34,476.05,320.7,447.19,480.88,230.26,245.04,375.69,440.95,678.85,194.14,743.36,314.2,229.39,434.03,313.07,234.65,732.36,694.24,377.7,57.72,427.53,347.79,257.93,471.14,111.3,23.4,177.35,245.09,237.06,58.03
11/10/1999,309.28,423.82,407.71,173.32,468.28,706.99,165.21,343.43,202.79,472.43,317.69,443.99,479.39,234.28,243.53,372.5,438.62,698.61,191.09,728.88,321.1,227.7,433.85,310.65,233.71,729.05,719.72,375,57.56,439.49,349.92,258.02,468.28,111.17,23.47,174.85,241.27,239.83,58.03
12/10/1999,308.98,429.76,414.71,173.88,459.82,693.01,163.51,340.21,200.28,462.73,314.21,432.24,477.28,230.51,236.61,366.66,430.7,692.71,188.98,738.14,316.43,227.9,430.5,308.99,226.09,707.26,710.71,373.46,57.38,435.47,342.74,253.17,457.32,110.02,23.67,173.81,236.7,238.9,58.03
13/10/1999,307.43,438.74,425.6,168.49,449.84,686.01,161.6,336.16,198.59,451.99,311.27,426.96,474.31,229.76,234.83,364.63,426.69,666.6,187.52,726.24,314.08,224.69,428.01,306.61,224.31,692.57,707.72,370.29,56.79,420.46,334.56,244.08,451.65,109.09,23.38,172.08,235.97,231.06,58.03
14/10/1999,299.65,435.95,424.5,163.55,453.47,678.23,161.95,330.86,198.44,455.37,308.2,423.52,473.78,224.97,231.13,356.51,422.34,657.29,187.29,726.54,309.36,220.59,426.18,303.67,221.84,687.83,696.72,363.51,57.25,414.31,329.23,239.99,449.08,109.46,22.68,171.24,234.17,227.83,58.03
15/10/1999,292.85,425.31,414,163.43,439.55,651.89,159.67,317.65,196.71,442.02,303.86,419.21,466.7,220.71,228.88,345.24,407.84,647.9,183.9,712.11,303.27,217.88,417.66,298.37,213.82,686.41,685.44,360.8,57.89,408.2,316.25,236.04,443.03,107.34,22.6,167.23,234.35,228.3,58.03
18/10/1999,288,424.89,414.86,159.03,430.78,648.81,156.81,322.61,195.23,433.29,302.33,410.96,463.35,218.79,228.85,339.86,405.65,639.49,182.67,710.83,303.42,211.35,412.03,297.13,213.88,676.46,685.82,357.29,56.35,403.07,309.77,233.17,437.37,104.94,21.83,162.63,231.29,217.69,58.03
19/10/1999,291.86,428.97,418.54,159.3,435.7,663.27,158.24,332.87,197.57,437.8,307.4,423.55,466.11,228.97,232.5,340.91,413.76,643.54,183.9,728.22,313.78,216.47,424.89,304.58,216.17,680.73,713.62,360.16,58.32,407.17,317.05,238.82,452.56,105.55,22.65,165.99,233.09,218.15,58.03
20/10/1999,292.74,433.29,423.32,158.52,436.74,673.17,157.57,332.4,197.37,439,308.32,424.76,465.44,226.77,233.12,341.15,418.2,626.68,182.89,725.54,316.74,214.16,429.5,307.72,214.25,667.94,721.36,364.53,57.69,397.18,328.91,236.17,454.36,105.32,22.41,163.93,234.05,216.77,58.03
21/10/1999,288.53,437.68,429.6,152.08,441.53,659.57,154.18,321.88,193.5,443.49,302.95,417.57,462.6,222.44,229.05,336.6,409.94,648.77,182.27,724.28,302.65,211.81,420.07,297.7,208.72,658.46,684.62,362.28,54.67,409,304.19,229.68,447.99,102.88,22.47,161.77,231.51,211.69,58.03
22/10/1999,290.69,449.79,443.1,152.97,448.33,681.66,154.91,333.92,196.87,449.28,306.8,419.01,464.94,221.59,230.38,337.44,420.14,657.81,183.73,738.12,306.07,217.91,426.5,303.21,209.66,653.25,695.05,364.19,55,414,285.19,235.1,455.77,102.42,23.56,164.89,236.45,210.31,58.03
25/10/1999,288.94,441.19,433.57,162.13,452.13,679.12,155.29,334.59,197.68,452.5,304.22,418.42,465,219.75,230.52,335.2,417.81,648.62,182.44,720.2,305.99,216.86,424.32,299.25,204.6,668.89,694.48,362.47,54.6,408.44,285.78,232.6,454.51,103.1,23.36,161.33,235.29,208,58.03
26/10/1999,295,438.66,428.95,161.02,458,694.11,159.37,343.22,199.59,458.23,306.12,430.43,470.38,219.37,231.9,337.83,425.62,664.55,183.99,725.54,311.02,217.65,430.75,299.58,208.39,698.26,705.76,364.61,55.15,417.45,292.26,239.24,460.93,107.31,23.58,161.66,233.25,213.08,58.03
27/10/1999,294.19,441.68,432.69,157.71,463.01,684.06,158.88,335.21,196.15,463.68,303.39,424.12,471.35,218.13,232.47,336.57,420.24,664.1,185.48,724.55,306.75,215,420.43,297.66,208.27,684.52,695.34,356.84,54.88,416.98,287.3,236.44,451.74,108.64,23.33,159.92,228.94,206.62,58.03
28/10/1999,303.26,453.88,444.37,161.18,460.46,709.53,157.23,336.73,199.88,461.12,307.31,424.07,474.61,220.69,234.88,353.97,433.66,666.8,186.82,727.86,308.95,219.69,425.89,304.59,215.67,681.2,701.17,358.9,55.79,418.97,285.67,239.93,449.56,104.42,23.67,164.4,230.71,208.46,58.03
29/10/1999,298.93,452.18,443.59,161.51,459.03,731.79,158.73,340.65,198.37,460.07,308.61,427.08,482.14,221.3,239.09,370.3,447.39,688.3,187.57,726.04,311.52,226.94,438.99,308.98,226.08,699.68,705,365.07,58.47,431.33,288.51,232.59,454.27,106.31,24.37,172.04,232.74,214,58.03
1/11/1999,299.56,448.74,439.42,161.66,463.37,729.71,160.38,335.18,200.99,464.34,311.43,430.79,485.59,222.92,236.54,367.1,447.7,705.21,189.13,722.73,310.38,227.84,444,312.36,228.04,699.2,705.01,366.65,59.87,441.26,287.08,236.74,455.98,107.72,24.5,172.62,236.61,211.23,58.03
2/11/1999,303.5,440.78,429.06,163.08,480.29,728.6,161.12,330.09,202.36,480.67,313.59,437.17,488.75,223.63,237.26,374.42,448.51,693.48,187.87,726.31,306.03,231.03,444.71,316.43,231.19,710.1,691.97,372.14,60.35,434.7,283.45,243.85,459.84,108.77,25.64,170.46,237.37,205.24,58.03
3/11/1999,303.89,437.62,425.28,162.94,469.68,728.61,160.5,333.96,203.92,470.6,312.73,448.32,491.68,225.61,238.77,375.38,448.91,699.44,185.99,723.75,311.59,231.63,440.5,315.8,235.8,738.52,707.85,377.24,61.72,438.44,285.88,241.46,467.15,107.82,25.95,169.58,235.85,204.77,58.03
4/11/1999,302.58,431.87,418.94,161.13,463.95,739.7,162.19,339.71,203.92,465.11,315.43,451.94,503.36,223.12,235.37,382.23,455.74,708.59,189.21,738.73,314.31,236.18,446.04,318.07,240.92,716.73,715.85,384.13,66.46,443.22,291.91,244.09,468.86,109.24,27.09,170.68,236.08,208,58.03
5/11/1999,300.83,424.59,410.95,161.08,452.32,737.42,164.25,334.54,203.4,454.16,317.49,451.98,508.43,227.84,218.03,388.27,455.08,725.52,188.65,735.25,318.66,234.78,446.56,320.55,239.47,687.83,743.94,395.33,66.29,453.7,291.52,247.63,466.79,112.06,27.07,168.51,236.71,209.39,58.03
