Date,FTSE UK MINING - PRICE INDEX,FTSE UK OIL & GAS - PRICE INDEX,FTSE UK OIL & GAS PROD - PRICE INDEX,FTSE UK AERO/DEFENSE - PRICE INDEX,FTSE UK AUTO & PARTS - PRICE INDEX,FTSE UK BANKS - PRICE INDEX,FTSE UK BASIC MATS - PRICE INDEX,FTSE UK BEVERAGES - PRICE INDEX,FTSE UK CHEMICALS - PRICE INDEX,FTSE UK CONSUMER GDS - PRICE INDEX,FTSE UK CONSUMER SVS - PRICE INDEX,FTSE UK ELECTRICITY - PRICE INDEX,FTSE UK EQT IVST INS - PRICE INDEX,FTSE UK FD & DRUG RTL - PRICE INDEX,FTSE UK FD PRODUCERS - PRICE INDEX,FTSE UK FIN SVS L - PRICE INDEX,FTSE UK FINANCIALS - PRICE INDEX,FTSE UK FXD LINE T/CM - PRICE INDEX,FTSE UK GEN RETAILERS - PRICE INDEX,FTSE UK H/C EQ & SVS - PRICE INDEX,FTSE UK HEALTH CARE - PRICE INDEX,FTSE UK INDUSTRIALS - PRICE INDEX,FTSE UK LIFE INSURANCE - PRICE INDEX,FTSE UK MEDIA - PRICE INDEX,FTSE UK NONLIFE INSUR - PRICE INDEX,FTSE UK PERSONAL GOODS - PRICE INDEX,FTSE UK PHARM & BIO - PRICE INDEX,FTSE UK SUPPORT SVS - PRICE INDEX,FTSE UK TECHNOLOGY - PRICE INDEX,FTSE UK TELECOM - PRICE INDEX,FTSE UK TOBACCO - PRICE INDEX,FTSE UK TRAVEL & LEIS - PRICE INDEX,FTSE UK UTILITIES - PRICE INDEX,FTSE W UK CON & MAT L - PRICE INDEX,FTSE W UK ELTRO/ELEC EQ L - PRICE INDEX,FTSE W UK INDS ENG L - PRICE INDEX,FTSE W UK INDS TRANSPT L - PRICE INDEX,FTSE W UK INDUSTRIAL MET L - PRICE INDEX,FTSE W UK IT TCH H/W & EQ - PRICE INDEX
20/01/1997,279.41,312.54,306.28,155.55,276.66,451.35,162.81,279.68,197.26,310.24,298.77,329.41,338.67,191.04,195.65,278.09,302.02,219.26,204.16,772.61,210.87,226.27,282.96,279.52,201.25,666.52,381.57,291.83,29.15,172.11,211.83,262.52,307.68,114.05,15.91,193.71,200.8,177.75,29.15
21/01/1997,280.9,314.75,308.45,155.57,277.5,450.6,163.77,280.9,198.38,310.43,299.72,327.92,338.28,189.16,194.48,276.74,301.02,219.93,203.12,776.9,210.24,226.93,276.59,283.21,201.65,663.2,379.07,293.16,29.73,171.93,211.73,262.45,306.71,115.45,15.92,193.4,201.37,177.36,29.73
22/01/1997,280.9,316.13,309.81,156.43,274.66,453.28,164,283.12,198.64,306.64,300.39,336.46,338.76,189.79,193.64,279.2,301.71,222.41,202.55,777.98,211.87,228.53,271.99,285.17,199.71,663.2,383.44,295.74,29.63,173.43,215.1,261.39,313.21,115.8,16.12,193.03,202.1,177.47,29.63
23/01/1997,284.63,321.11,314.7,158.36,272.92,459.59,166.05,286.74,200.93,305.38,301.63,342.01,341.97,189.08,194.46,282.17,305.22,225.16,202.07,780.12,216.38,230.5,275.02,287.43,200.93,664.15,397.98,299.65,30.14,174.69,216.76,263.14,315.34,116.5,16.15,194.28,202.37,182.16,30.14
24/01/1997,294.31,315.69,309.28,157.57,274.7,452.94,164.65,285.3,199.44,306.3,299.09,339.24,338.72,178.3,192.43,282.08,302.02,222.82,200.59,779.05,214.03,229.31,274.04,283.41,200.1,663.67,392.08,297.46,32.19,170.33,214.12,262.48,312.15,116.11,15.89,194.92,201.71,179.96,32.19
27/01/1997,297.29,315.55,309.12,157.59,270.83,452.8,164.86,284.66,200.67,302.44,298.9,334.3,338.1,174.57,192.59,281.66,301.3,222.38,199.72,779.05,214.41,228.8,275.02,282.64,197.44,667.94,395.83,301.15,31.29,169.02,209.5,265.15,310.31,115.75,15.78,194.73,201.46,179.98,31.29
28/01/1997,295.8,319.09,312.62,157.22,277.46,455.95,165.4,285.46,199.84,309.39,301.35,333.02,339.92,176.83,194,283.49,302.33,223.19,202.56,775.83,215.3,228.47,275.25,284.58,196.33,673.15,395.63,306.08,31.96,170.1,214.5,267.6,308.64,116.72,15.72,195.55,201.16,180.74,31.96
29/01/1997,292.08,316.5,310.1,157.38,271.88,452.56,164.69,283.14,200.8,304.61,300.11,330.95,338.21,176.62,193.05,282.56,300.02,220.58,201.37,770.46,213.92,226.9,273.5,284.82,193.65,667.46,393.83,302.46,31.76,168.65,211.76,268.06,305.42,116.11,15.62,195.09,200.9,178.6,31.76
30/01/1997,293.57,318.24,311.8,157.58,272.17,455.5,163.71,282.91,200.48,304.43,301.09,336.52,338.78,176.9,193.53,282.82,301.92,220.08,204.11,774.76,215.66,226.47,273.85,284.68,196.23,671.25,401.18,303.32,32.02,168.47,210.72,269.21,308.93,115.34,15.51,195.35,201.19,177.25,32.02
31/01/1997,298.04,323.85,317.31,157.39,272.71,464.26,163.92,284.09,201.2,305.54,303.51,334.86,342.09,174.59,193.17,287.76,306.71,220.59,205.54,771.54,218.39,228.34,276.71,286.93,198.44,672.2,411.5,304.67,32.31,168.07,211.42,272.8,311.97,115.58,15.51,198.2,203.17,176.8,32.31
3/02/1997,295.8,323,316.48,156.49,271.21,463.17,163.43,282.7,200.99,303.96,301.66,333.31,340.34,174.4,192.02,286.35,305.87,219.63,202.62,769.39,217.19,226.66,276.01,285.7,198.11,671.25,409.38,304.54,32.12,167.51,209.7,275.67,311.31,115.49,15.41,197.83,201.72,175.04,32.12
4/02/1997,292.08,324.64,318.13,156.83,272.86,465.5,163.24,280.91,202.47,305.57,300.52,333.94,341.84,173.91,191.91,285.79,307.37,223.47,201.62,768.32,215.78,226.65,278.08,283.58,199.58,669.83,404.84,307.98,31.44,169.41,210.24,274.34,312.41,115.53,15.56,196.78,200.64,172.92,31.44
5/02/1997,294.31,326.9,320.34,156.81,271.96,469.56,162.53,280.74,202.38,304.8,301.39,334.76,343.76,177.22,192.79,287.18,309.99,227.34,201.28,776.9,215.47,227.44,283.29,285.74,199.87,673.15,402.83,308.04,31.92,172.43,210.21,273.98,312.63,115.13,15.63,197.63,201.27,171.32,31.92
6/02/1997,289.84,325.3,318.79,156.33,267.97,468.48,161.69,276.54,199.25,300.17,301.21,332.74,342.54,176.71,191.8,288.05,310.45,226.5,201.9,772.61,213.78,224.41,287.3,285.46,202.83,675.99,398.25,307.55,32.27,171.83,213.77,272.3,313.47,114.32,15.36,194.83,200.48,172.93,32.27
7/02/1997,286.86,322.97,316.52,156.14,268.98,479.41,162.71,280.65,199.43,300.86,304.01,337.25,344.05,168.53,192.35,295.2,316.61,227.4,205.54,772.61,216.83,224.42,289.79,287.17,206.58,670.31,403.6,310.61,32.42,169.95,222.97,271.16,320.24,114.71,15.34,194.98,201.98,175.89,32.42
10/02/1997,281.65,319.81,313.44,154.94,263.75,481.18,162.21,279.95,199.56,295.65,303.49,335.43,346.22,167.91,193.98,297.75,318.66,227.21,205.25,771.54,217.4,224.11,294.04,285.64,210.01,672.2,405.34,311.78,32.37,169.67,222.69,269.46,319.29,114.36,15.43,194.03,203.35,174.27,32.37
11/02/1997,283.88,311.16,304.89,152.9,263.26,478.4,162.88,283.18,200.48,296.03,303.33,331.17,345.69,163.27,199.34,296.59,318.06,229.12,204.87,768.32,221.1,223.39,298.21,285.11,211.92,689.26,409.99,316.6,32.48,169.36,230.61,270.34,314.53,115.04,15.51,193.15,203.48,174.54,32.48
12/02/1997,284.63,313.19,306.88,148.98,258.16,480.9,162.4,283.48,200.17,290.37,304.14,332.68,346.64,165.84,198.94,296.93,318.33,230.63,203.1,768.32,220.1,218.99,296.54,289.16,208.32,696.36,407.52,318.68,32.6,170.9,226.73,270.07,315.7,115.12,15.16,189.33,203.94,173.08,32.6
13/02/1997,283.14,315.14,308.82,150.97,257.74,481.04,161.92,284.06,198.62,290.2,306,332.56,348.34,167.54,201.28,294.57,318.15,232.01,204.61,806.95,222.59,220.18,296.41,290.85,206.56,717.68,414.44,319.91,34.12,172.13,226.77,272.1,315.32,114.57,15.14,190.58,204.44,174.19,34.12
14/02/1997,277.92,312.65,306.4,153.74,260.04,483.02,161.86,285.23,199.41,292.79,306.82,331.47,349.33,167.69,205.08,294.5,319.26,231.73,206.64,841.29,225.2,220.04,295.52,290.94,208.35,727.63,420.99,318.82,35.23,172.02,225.81,272.49,317.05,114.84,15.11,190.69,203.34,173.01,35.23
17/02/1997,279.41,314.49,308.21,153.5,257.41,484.5,162.01,284.58,198.4,290.35,307.34,331.56,349.15,167.65,208.19,294.44,319.51,231.7,206.95,809.1,224.24,218.51,293.31,291.26,207.38,726.2,415.63,318.48,35.3,172,225.84,276.9,314.86,114.9,15.03,189.46,202.64,174.34,35.3
18/02/1997,276.43,313.59,307.34,153.35,253.77,483.32,161.55,285.37,197.59,286.34,307.17,329.94,350.43,167.79,208.4,296.26,318.68,231.24,207.15,816.61,224.72,218.4,288.91,291.24,207.11,724.78,415.62,319.15,35.31,171.79,228.55,275.64,313.89,114.16,14.82,188.89,201.82,175.27,35.31
19/02/1997,271.96,311.98,305.79,154.11,251.59,483.93,161.96,286.93,198.09,284.33,307.98,329.86,351.36,169.05,207.91,295.73,318.99,233.08,207.37,826.26,228.66,218.59,287.57,293.21,207.65,720.52,427.92,316.14,35.22,173.13,235.9,275.38,315.89,114.66,14.87,189.1,203.51,175.34,35.22
20/02/1997,277.92,311.57,305.33,154.79,253.72,483.08,162.78,289.43,199.82,286.51,308.45,327.69,351.84,167.95,208.71,294.23,318.53,230.25,207.21,819.83,229.13,219.69,288.6,292.64,206.02,737.1,427.57,317.56,35.44,171.31,235.04,279.09,315.52,114.72,15.06,189.75,205.13,176.96,35.44
21/02/1997,279.41,309.5,303.29,155.31,255.48,482.18,163.9,289.13,201.55,288.22,308.39,325.46,348.77,166.68,208.29,291.95,316.96,228.48,206.49,818.75,227.89,218.51,285,294.23,202.79,753.21,424.2,314.27,35.13,170,231.64,276.27,313.38,114.77,14.85,189.82,206.56,178.66,35.13
24/02/1997,291.33,307.46,301.18,154.76,258.72,477.02,164.62,292.77,201.25,291.17,308.74,331,347.84,166.16,208.08,292.47,314.91,231.45,208.44,841.29,227.66,218.03,287.66,292.52,201.41,758.42,420.62,311.82,36.09,171.43,230.91,276.8,316.92,114.96,14.78,189.38,207.43,180.36,36.09
25/02/1997,301.76,305.4,299.07,154.96,261.38,478.14,165.34,294.19,201.27,293.85,310.67,329.7,348.32,166.15,209.22,295.08,315.76,232.13,211.24,832.7,229.34,219.03,288.49,292.56,200.96,771.21,422.76,313.29,35.84,171.79,236.29,278.65,316.67,115.68,14.8,190.39,209,182.04,35.84
26/02/1997,312.2,308.49,302.04,153.66,260.6,477.66,165.02,289.54,200.86,292.58,308.62,329.12,348.65,165.5,209.05,297.7,315.12,230.44,209.96,826.26,228.28,217.2,287.9,289.39,197.88,781.63,422.12,311.98,35.27,170.7,235.81,276.87,314.55,115.41,14.62,189.15,209.22,181.97,35.27
27/02/1997,316.67,309.42,302.92,155.87,261.83,477.36,165.61,289.89,201.36,293.78,308.61,329.32,348.61,166.88,208.78,297.31,315.74,229.2,209.95,825.19,228.73,218.66,290.55,289.98,201.38,765.05,425.73,311.84,35.68,170.44,232.37,276.1,316.27,115.76,14.9,189.99,208.55,183.21,35.68
28/02/1997,315.18,306.42,299.96,155.84,260.69,476.14,164.72,287.2,200.7,292.67,305.81,327.55,345.68,165.24,206.55,298.29,314.84,227.26,208.61,826.26,227.27,218.05,287.92,287.27,201.63,753.21,423.81,302.62,35.68,168.93,232.31,272.19,312.78,115.41,14.8,189.31,208.45,181.15,35.68
3/03/1997,330.82,305.06,298.51,157.15,261.05,470.07,164.43,286.39,199.26,293.14,307.09,331.77,345.73,165.68,205.01,295.36,312.77,228.45,209.65,819.83,227.13,219.6,288.97,289.06,204.9,749.89,423.86,299.8,35.64,169.69,235.49,274.83,313.94,115.48,14.97,189.64,209.3,181.51,35.64
4/03/1997,324.12,309.78,303.22,159.26,264.03,477.97,166.38,288.61,202,296.03,308.19,335.76,348.35,167.84,205.85,296.95,316.93,229.34,207.94,790.85,229.52,223.39,289.93,292.01,207.55,772.16,430.73,299.22,35.73,170.79,236.73,276.98,317.17,117.14,15.21,190.51,211.56,182.37,35.73
5/03/1997,325.61,311.96,305.35,160.56,264.16,479.99,167.57,291.06,202.65,296.11,308.05,337.3,347.93,167.02,205.69,299.03,318.14,229.88,207.18,783.34,227.91,223.06,291.31,292.31,208.05,769.79,425.68,299.31,35.43,170.84,229.44,277.65,318.27,117.81,15.16,190.58,211.76,184.43,35.43
6/03/1997,327.84,315.51,308.85,163.77,267.01,484.28,168.92,294.01,202.81,298.83,308.76,338.17,350.49,166.65,207.91,304.73,320.94,231.28,207.27,787.63,231.2,225.91,296.8,291.79,207.19,780.21,431.99,300.5,35.52,171.48,236.34,282.65,319.12,119.17,15.22,192.05,212.68,184.79,35.52
7/03/1997,323.37,319.08,312.4,164.33,271.09,483.85,168.96,295.51,201.67,302.68,309.35,337.56,350.94,167.83,207.99,306.91,321.4,230.88,208.24,786.56,233.12,228.51,302.87,291.31,206.63,765.05,438.63,299.86,35.97,171.61,236.95,286.79,319.69,118.74,15.09,191.79,212.37,186.25,35.97
10/03/1997,321.88,321.27,314.57,164.86,273.45,483.37,169.63,296.66,202.68,304.98,309.91,337.84,352.66,167.4,209.62,307.12,320.37,232.69,208.65,782.27,235.6,231.84,296.82,292.72,204.06,761.26,446.08,300.03,35.84,172.45,238.51,286.23,318.26,119.2,15.13,195.74,212.17,187.52,35.84
11/03/1997,321.14,317.83,311.19,166.31,274.98,484.84,170.57,295.77,203.36,306.7,310.25,337.59,353.94,166.46,210.85,306.41,321.28,231.59,207.82,773.68,237.11,232.31,298.46,293.9,204.85,755.58,451.47,304.27,35.8,171.59,240.23,289.12,317.09,119.27,15.12,196.83,210.37,190.33,35.8
12/03/1997,316.67,316.56,309.97,165.68,271.95,481.26,169.69,296.06,203.02,303.65,308.3,335.53,353.61,167.34,212.07,303.92,319.56,229.83,206.75,772.61,236.64,231.54,297.99,294.27,205.68,747.52,447.31,287.08,35.82,170.91,243.45,287.49,316.38,118.27,15.21,197.31,209,189.41,35.82
13/03/1997,319.65,314.51,307.92,165.84,270.4,478,169.47,294.14,203.21,303.55,306.53,333.88,350.68,166.76,212.11,301.98,317.8,230.65,206.34,771.54,234.72,230.59,299.41,292.88,204.17,745.63,442.46,279.77,35.63,171.18,239.89,284.26,315.2,117.81,15.17,197.77,208.18,189.3,35.63
14/03/1997,321.14,316.15,309.52,166.14,271.77,478.66,169.8,300.52,201.78,305.1,307.01,336.78,349.63,168.55,213.95,300.4,318.29,232.03,206.07,766.17,236.65,233.18,301.37,294.43,205.91,784,445.78,280.15,35.59,172.43,234.51,284.86,317.49,118.22,15.55,197.32,208.16,191.22,35.59
17/03/1997,309.22,317.35,310.8,165.41,265.38,470.87,168.4,299.14,199.48,298.96,304.33,330.99,349.15,164.39,212.92,300.99,314.16,230.75,203.78,761.88,233.03,230.91,299.89,291.11,201.42,782.1,436.8,282.21,35.18,170.54,224.89,283.44,312.82,118.11,15.43,196.78,206.31,187.32,35.18
18/03/1997,298.04,319.54,313.05,164.26,263.18,467.81,168.02,297.13,197.68,296.5,301.54,329.07,348.55,163.53,212.1,299.52,311.75,231.5,201.75,755.44,232.32,228.8,295.81,289.19,198.18,786.84,436.01,281.23,34.94,170.69,225.21,278.97,312.38,117.94,15.26,194.78,204.45,188.81,34.94
19/03/1997,298.78,318.6,312.12,163.82,262.68,459.74,167.81,296,197.89,296.48,300.85,325.28,347.93,164.52,211.48,297.31,307.26,236.53,203.92,755.44,230.7,228.35,290.75,286.29,195.37,797.26,431.97,279.51,34.91,173.66,221.39,276.06,307.97,118.01,15.24,194.73,203.37,187.39,34.91
20/03/1997,297.29,316.2,309.76,161.84,260.74,444.34,165.46,295.23,195.98,294.33,296.41,319.1,344.26,166.49,210.11,287.41,297.53,232.01,202.46,750.08,227.96,224.55,279.91,280.58,189.05,800.58,425.52,274.55,36.13,171.82,213.78,273.36,301.15,116.27,14.88,193.34,199.22,184.58,36.13
21/03/1997,306.24,315.66,309.16,161.86,261.47,439.41,165.6,295.15,194.49,294.78,297.56,320.77,344.23,167.07,211.83,285.72,295.94,229.88,202.35,749,228.26,225.65,282.03,281.9,190.26,788.74,424.93,278.59,35.41,170.86,215.56,275.17,301.17,116.7,14.9,194.96,199.94,185.65,35.41
24/03/1997,297.29,313.41,307.01,160.8,260.73,437.35,163.95,290.18,192.86,294.14,295.02,317.65,342.46,165.94,210.45,282.82,293.3,227.61,199.72,749,226,223.12,275.2,279.96,185.2,776.89,418.4,283.19,35.64,169.32,221.13,270.35,297.79,115.21,14.71,192.87,197.98,183.95,35.64
25/03/1997,301.76,313.53,307.09,161.43,264.62,450.39,163.8,292.68,194.2,298.45,297.64,316.53,342.29,168.69,214.15,282.9,300.19,229.32,201.23,752.22,229.61,224.26,280.84,282.91,190.62,783.05,425.19,283.71,36.04,171.03,228.45,273.4,298.95,114.14,14.64,193.21,200.71,184.51,36.04
26/03/1997,301.76,316.4,309.93,161.28,262.51,453.23,165.16,297.3,193.49,296.6,299.42,318.99,343.52,169.42,214.04,283.33,301.64,230.01,205.24,754.37,231.9,225.47,277.39,282.23,193.23,775.47,430.39,285.83,35.85,171.61,230.52,271.31,300.26,114.92,14.81,193.2,202.2,188.39,35.85
27/03/1997,309.22,317.74,311.18,161.09,261.96,452.45,165.4,298.94,193.85,296.18,299.88,325.3,344.02,170.65,214,283.62,301.98,229.44,206.67,768.32,232.4,225.41,284.77,283.86,192.51,772.63,433.3,283.13,35.83,171.66,224.79,271.59,305.63,115.07,14.82,192.96,200.12,188.45,35.83
28/03/1997,309.22,317.74,311.18,161.09,261.96,452.45,165.4,298.94,193.85,296.18,299.88,325.3,344.02,170.65,214,283.62,301.98,229.44,206.67,768.32,232.4,225.41,284.77,283.86,192.51,772.63,433.3,283.13,35.83,171.66,224.79,271.59,305.63,115.07,14.82,192.96,200.12,188.45,35.83
31/03/1997,309.22,317.74,311.18,161.09,261.96,452.45,165.4,298.94,193.85,296.18,299.88,325.3,344.02,170.65,214,283.62,301.98,229.44,206.67,768.32,232.4,225.41,284.77,283.86,192.51,772.63,433.3,283.13,35.83,171.66,224.79,271.59,305.63,115.07,14.82,192.96,200.12,188.45,35.83
1/04/1997,307.73,313.89,307.4,159.31,257.88,446.2,162.86,294.81,191.28,291.61,295.2,322.01,336.88,168.67,210.64,278.68,297.89,223.71,203.62,755.44,228.44,222.15,281.59,280.32,189.66,766,425.25,274.59,36.49,168.03,220.46,267.06,303.21,112.9,14.86,188.68,197.05,186.2,36.49
2/04/1997,304,311.13,304.71,159.54,257.68,442.95,163.24,293.7,190.73,291.44,295.63,323,337.07,168.81,209.88,277.69,295.75,224.99,204.65,746.86,227.6,222.19,278.97,279.39,187.83,761.26,422.75,274.55,36.05,168.76,222.08,270.23,304.42,113.23,15.12,188.91,196.51,187.23,36.05
3/04/1997,301.76,305.98,299.64,160.82,258.77,440.32,163.57,292.17,191.58,292.18,295.54,327.78,335.62,168.55,208.28,276.76,294.59,221.45,205.13,746.86,225.92,222.47,278.86,278.19,188.63,749.89,418.09,274.34,35.7,166.79,223.23,270.9,307.36,113.95,15.23,189.15,196.61,185.75,35.7
4/04/1997,301.76,302.1,295.81,162.44,261.78,445.75,164.3,292.01,192.4,295.19,296.68,333.4,337.11,169.6,207.99,278.02,297.25,224.09,205.38,742.56,226.64,223.07,280.9,279.74,188.95,748.47,420.78,273.71,35.71,168.5,224.79,274.51,313.46,114.23,15.1,190.18,196.16,187.15,35.71
7/04/1997,298.78,304.58,298.28,162.66,265.06,455.05,164.45,293.93,193.55,298.73,297.53,333.31,338.78,170.29,207.31,279.72,301.92,226.36,206.2,746.86,228.07,223.18,283.43,281.15,189.98,748,426.17,274.74,35.67,169.92,223.8,275.31,314.25,114.37,15.19,191.06,195.33,186.35,35.67
8/04/1997,298.78,306.02,299.7,162.49,266.25,458.2,164.31,293.02,194.59,300.52,295.32,332.91,338.61,173.01,206.55,278.3,302.97,226,204.88,742.56,227.7,221.33,281.46,277.66,189.8,743.73,425.35,275.88,35.96,170.51,225.77,271.67,314.14,114.94,14.9,189.93,195.13,183.34,35.96
9/04/1997,295.8,309.53,303.19,161.28,267.78,461.36,164.96,294.12,195.32,302.31,296.49,336.1,339.28,172.27,207.66,276.83,304.59,226.67,205.5,756.51,229.54,220.78,282.81,279.56,190.29,747.52,431.87,275.19,36.03,170.65,223.55,272.31,315.44,115.95,14.76,190.95,195.74,182.49,36.03
10/04/1997,298.04,310.61,304.24,161.92,265.9,462.5,164.06,296.91,193.42,300.14,296.55,343.61,338.67,173.33,209.59,277.55,305.48,228.57,205.39,766.17,231.26,220.69,284.67,279.46,191.52,743.73,436.34,274.04,36.09,171.97,221.29,272.84,322.19,115.37,14.67,190.45,196.22,182.22,36.09
11/04/1997,298.78,308.98,302.62,160.47,261.12,455.95,161.68,294.01,190.9,295.35,293.96,342.67,337.77,170.6,208.29,276.66,301.9,226.04,204.58,753.3,229.78,217.75,283.24,275.12,188.15,746.1,433.42,273.81,36,169.83,221.64,267.86,322.52,113.72,14.59,186.94,195.43,179.02,36
14/04/1997,296.55,304.44,298.16,160.26,261.73,454,161.19,290.99,188.72,296,292.43,348.36,335.76,168.75,207.05,274.86,300.66,224.9,203.49,766.17,228.76,216.53,281.93,273.49,187.99,752.26,432.45,273.71,35.62,168.69,221,265.55,326.26,113.16,14.62,184.77,194.88,181.2,35.62
15/04/1997,299.53,306.79,300.46,160.95,260.47,460.68,162.24,291.41,189.35,294.89,295.3,350.75,337.09,169.2,208.4,275.61,303.93,225.88,205.29,779.05,230.08,217.92,284.62,276.26,188.48,757.94,435.64,273.77,35.77,169.34,222.18,267.66,328.58,114.16,14.64,185.61,198.26,182.68,35.77
16/04/1997,301.76,305.62,299.28,160.57,258.39,461.91,162.43,292.96,189.08,293.03,295.58,348.1,336.34,168.56,209.36,275.96,304.04,225.66,204.89,772.61,232.2,218.01,282.1,276.27,188.33,753.21,438.01,273.3,35.55,169.04,233.22,270.3,327.08,114.65,14.58,185.56,199.23,182.46,35.55
17/04/1997,306.24,305.65,299.27,160.34,256.44,461.77,162.47,292.25,188.22,291.25,296.52,348.12,337.11,167.76,208.61,276.25,304.34,226.06,205.67,756.51,232.25,217.96,283.66,277.48,189.17,757.47,439.69,273.61,35.31,169.02,232.78,270.6,327.22,115.42,14.7,185.89,199.11,181.84,35.31
18/04/1997,308.47,307.01,300.61,160.75,255.32,467.23,162.71,295.14,187.45,290.28,296.26,345.54,336.27,169.87,208.8,275.57,306.48,226.1,205.69,760.81,232.69,217.81,284.15,277.77,188.85,758.42,440.39,272.31,32.2,169.65,229.89,269.87,324.44,115.92,14.63,186,197.68,182.81,32.2
21/04/1997,308.47,309.02,302.58,159.16,255.8,470.99,163.08,296.72,187.16,290.79,296.76,345.38,336.48,170.58,209.59,275.52,308.06,227.61,206.6,759.73,233.75,217.54,284.52,277.52,188.9,765.05,443.49,271.38,32.61,170.67,228.29,269.92,324.02,116.39,14.68,186.02,198.47,183.36,32.61
22/04/1997,309.96,313.64,307.14,158.91,254.23,470.72,163.21,296.33,188.1,289.14,297.28,341.97,336.68,171.36,210.01,276.48,308.36,228.48,206.71,756.51,235.25,217.48,283.82,278.73,191.03,780.21,450.62,273.79,32.62,171.36,225.3,269.19,321.59,116.21,14.66,185.44,198.3,183.07,32.62
23/04/1997,311.45,318.6,312.02,160.1,253.97,477.06,164.13,298.48,190.39,288.65,299.36,344.09,339.39,171.99,211.1,281.66,312.84,230.66,207.61,759.73,236.28,219.49,287.54,280.43,196.33,788.74,452.45,281.1,32.66,172.7,224.47,271.4,322.87,116.2,14.7,186.27,199.47,184.77,32.66
24/04/1997,309.96,316.77,310.22,159.33,249.45,488.9,163.76,297.53,187.98,283.84,299.21,343.16,339.73,171.74,210.96,283.71,317.88,227.79,207.53,756.51,235.25,215.81,288.76,281.35,195.77,788.74,448.94,281.88,32.56,171.09,224.85,269.37,322.43,116.69,14.46,182.04,198.33,184.57,32.56
25/04/1997,300.27,316.08,309.61,159.35,248.12,484.8,163.39,296.35,187.48,282.4,297.8,344.12,339.11,171.38,210.08,281.94,315.83,225.21,206.24,743.64,234.37,214.82,288.55,281.07,194.49,793.47,446.45,282.19,32.27,169.62,226.16,267.29,323.36,116.1,14.53,180.32,196.05,185.15,32.27
28/04/1997,300.27,314.19,307.75,158.13,244.48,493.56,162.89,296.6,187.26,278.5,297.27,347.11,340.01,171.22,210.73,282.63,320.57,227.39,205.72,747.93,235.31,214.76,294.89,281.09,196.33,786.84,451.11,279.61,32.17,170.73,223.19,269.13,325.09,115.69,14.51,179.86,194.99,184.42,32.17
29/04/1997,301.76,315.29,308.82,156.76,244.35,504.39,163.79,297.11,188.91,278.63,297.67,350.71,341.49,170.72,211.2,284.76,327.22,228.76,205.55,747.93,238.2,214.71,304.11,281.74,200.89,786.37,460.94,278.02,31.95,171.32,226.28,270.01,326.53,115.93,14.58,179.61,196.41,186.12,31.95
30/04/1997,305.49,317.26,310.75,157.03,249.77,500.66,163.43,297,189.4,283.74,296.94,348.27,342.31,170.64,210.6,285.4,325.85,228.59,204.97,745.78,239.67,214.56,300.54,281.41,202.49,793.47,468.09,277.48,31.58,171.2,224.94,268.73,324.8,115.65,14.33,180.7,196.02,184.97,31.58
1/05/1997,305.49,316.07,309.56,157.13,253.39,500.43,163.64,295.51,188.74,287.03,299.7,348.73,344.25,170.97,211.29,286.51,327.19,229.82,207.46,745.78,238.73,213.8,308.97,284.88,204.64,799.63,465.47,278.97,31.34,171.96,223.45,269.28,325.68,115.98,14.23,181.32,196.71,185.68,31.34
2/05/1997,309.22,314.7,308.19,157.85,254.33,504.04,164.41,297.09,188.4,287.91,300.36,339.66,345.87,172.38,212.21,287.5,329.06,229.5,208.5,743.64,239.41,215.89,306.67,286.29,207.71,813.84,465.63,278.2,31.25,172.19,224.91,269.4,320.05,116.55,14.16,182.35,195.11,188.02,31.25
5/05/1997,309.22,314.7,308.19,157.85,254.33,504.04,164.41,297.09,188.4,287.91,300.36,339.66,345.87,172.38,212.21,287.5,329.06,229.5,208.5,743.64,239.41,215.89,306.67,286.29,207.71,813.84,465.63,278.2,31.25,172.19,224.91,269.4,320.05,116.55,14.16,182.35,195.11,188.02,31.25
6/05/1997,310.71,323.75,317.1,159.57,253.32,514.11,165,301.21,189.61,286.44,304.16,342.52,349.99,174.54,212.2,291.09,334.82,231.93,211.33,745.78,241.98,217.58,312.04,291.11,210.29,826.63,470.67,280.93,31.57,174.11,230.01,272.19,319.31,117.01,14.08,183.76,195.7,187.85,31.57
7/05/1997,310.71,323.73,317.09,158.66,253.96,518.25,165.87,301.19,194.23,287.37,305.37,346.72,350.62,176.11,211.92,294.02,337.93,232.34,211.39,751.15,241.33,218.05,318.71,291.86,211.03,837.53,468.23,282.21,31.81,174.79,228.48,276.72,321.85,116.43,14.29,183.83,197.36,188.37,31.81
8/05/1997,312.2,323.71,317.05,159.54,252.7,538.46,166.25,303.12,193.64,286.32,307.33,350.19,350.14,179.33,212.37,293.2,347.4,231.38,212.08,750.08,242.45,211.49,322.64,294.87,214.37,838.95,470.84,282.28,31.3,175.21,229.02,278.88,324.77,116.61,14.27,183.4,198.8,189.9,31.3
9/05/1997,312.2,327.63,320.92,158.27,253.38,556.2,167.22,300.46,195.28,286.95,306.66,357.52,352.87,179.22,213.61,296.99,357.52,233.23,212.79,751.15,242.95,210.94,336.23,293.23,220.23,831.37,473.25,281.2,30.53,176.16,231.09,277.07,331.57,117.15,14.2,183.77,197.9,190.93,30.53
